WEEK,COUNTRY,EVENT_TYPE,EVENTS,CENTROID_LATITUDE,CENTROID_LONGITUDE
12/29/2018,Mexico,Riots,1,30.3589,-115.2442
01/05/2019,Mexico,Riots,1,30.3589,-115.2442
01/19/2019,Mexico,Riots,1,30.3589,-115.2442
05/11/2019,Mexico,Riots,1,30.3589,-115.2442
06/15/2019,Mexico,Riots,1,30.3589,-115.2442
07/06/2019,Mexico,Riots,1,30.3589,-115.2442
12/07/2019,Mexico,Riots,1,30.3589,-115.2442
06/13/2020,Mexico,Riots,1,30.3589,-115.2442
08/29/2020,Mexico,Riots,1,30.3589,-115.2442
11/28/2020,Mexico,Riots,1,30.3589,-115.2442
12/26/2020,Mexico,Riots,1,30.3589,-115.2442
03/13/2021,Mexico,Riots,1,30.3589,-115.2442
04/24/2021,Mexico,Riots,1,30.3589,-115.2442
06/05/2021,Mexico,Riots,1,30.3589,-115.2442
07/03/2021,Mexico,Riots,1,30.3589,-115.2442
05/14/2022,Mexico,Riots,1,30.3589,-115.2442
10/08/2022,Mexico,Riots,1,30.3589,-115.2442
10/15/2022,Mexico,Riots,1,30.3589,-115.2442
06/17/2023,Mexico,Riots,1,30.3589,-115.2442
03/30/2024,Mexico,Riots,1,30.3589,-115.2442
06/29/2024,Mexico,Riots,1,30.3589,-115.2442
07/27/2024,Mexico,Riots,1,30.3589,-115.2442
11/23/2024,Mexico,Riots,1,30.3589,-115.2442
01/25/2025,Mexico,Riots,1,30.3589,-115.2442
02/08/2025,Mexico,Riots,1,30.3589,-115.2442
05/03/2025,Mexico,Riots,1,30.3589,-115.2442
01/13/2018,Mexico,Riots,1,30.3589,-115.2442
03/31/2018,Mexico,Riots,1,30.3589,-115.2442
11/10/2018,Mexico,Riots,2,30.3589,-115.2442
12/22/2018,Mexico,Riots,1,30.3589,-115.2442
01/05/2019,Mexico,Riots,1,30.3589,-115.2442
01/19/2019,Mexico,Riots,1,30.3589,-115.2442
03/23/2019,Mexico,Riots,2,30.3589,-115.2442
03/30/2019,Mexico,Riots,1,30.3589,-115.2442
08/10/2019,Mexico,Riots,2,30.3589,-115.2442
07/04/2020,Mexico,Riots,1,30.3589,-115.2442
09/26/2020,Mexico,Riots,1,30.3589,-115.2442
11/28/2020,Mexico,Riots,1,30.3589,-115.2442
03/06/2021,Mexico,Riots,2,30.3589,-115.2442
04/10/2021,Mexico,Riots,1,30.3589,-115.2442
07/24/2021,Mexico,Riots,1,30.3589,-115.2442
03/05/2022,Mexico,Riots,1,30.3589,-115.2442
04/23/2022,Mexico,Riots,1,30.3589,-115.2442
04/30/2022,Mexico,Riots,1,30.3589,-115.2442
09/24/2022,Mexico,Riots,1,30.3589,-115.2442
11/05/2022,Mexico,Riots,1,30.3589,-115.2442
12/03/2022,Mexico,Riots,1,30.3589,-115.2442
03/04/2023,Mexico,Riots,1,30.3589,-115.2442
04/15/2023,Mexico,Riots,1,30.3589,-115.2442
05/13/2023,Mexico,Riots,1,30.3589,-115.2442
10/21/2023,Mexico,Riots,1,30.3589,-115.2442
12/09/2023,Mexico,Riots,1,30.3589,-115.2442
09/07/2024,Mexico,Riots,1,30.3589,-115.2442
03/08/2025,Mexico,Riots,2,30.3589,-115.2442
05/05/2018,Mexico,Violence against civilians,1,30.3589,-115.2442
05/26/2018,Mexico,Violence against civilians,1,30.3589,-115.2442
06/02/2018,Mexico,Violence against civilians,1,30.3589,-115.2442
07/14/2018,Mexico,Violence against civilians,3,30.3589,-115.2442
07/21/2018,Mexico,Violence against civilians,1,30.3589,-115.2442
09/01/2018,Mexico,Violence against civilians,1,30.3589,-115.2442
11/17/2018,Mexico,Violence against civilians,2,30.3589,-115.2442
01/12/2019,Mexico,Violence against civilians,1,30.3589,-115.2442
03/16/2019,Mexico,Violence against civilians,2,30.3589,-115.2442
05/16/2020,Mexico,Violence against civilians,1,30.3589,-115.2442
07/25/2020,Mexico,Violence against civilians,1,30.3589,-115.2442
10/31/2020,Mexico,Violence against civilians,1,30.3589,-115.2442
02/27/2021,Mexico,Violence against civilians,1,30.3589,-115.2442
03/06/2021,Mexico,Violence against civilians,2,30.3589,-115.2442
03/13/2021,Mexico,Violence against civilians,1,30.3589,-115.2442
03/20/2021,Mexico,Violence against civilians,3,30.3589,-115.2442
05/01/2021,Mexico,Violence against civilians,1,30.3589,-115.2442
08/14/2021,Mexico,Violence against civilians,1,30.3589,-115.2442
10/30/2021,Mexico,Violence against civilians,1,30.3589,-115.2442
01/01/2022,Mexico,Violence against civilians,1,30.3589,-115.2442
04/16/2022,Mexico,Violence against civilians,1,30.3589,-115.2442
05/07/2022,Mexico,Violence against civilians,1,30.3589,-115.2442
05/21/2022,Mexico,Violence against civilians,1,30.3589,-115.2442
09/17/2022,Mexico,Violence against civilians,1,30.3589,-115.2442
11/05/2022,Mexico,Violence against civilians,1,30.3589,-115.2442
11/12/2022,Mexico,Violence against civilians,1,30.3589,-115.2442
12/24/2022,Mexico,Violence against civilians,1,30.3589,-115.2442
01/07/2023,Mexico,Violence against civilians,1,30.3589,-115.2442
04/29/2023,Mexico,Violence against civilians,1,30.3589,-115.2442
07/01/2023,Mexico,Violence against civilians,1,30.3589,-115.2442
07/08/2023,Mexico,Violence against civilians,2,30.3589,-115.2442
10/28/2023,Mexico,Violence against civilians,1,30.3589,-115.2442
11/11/2023,Mexico,Violence against civilians,1,30.3589,-115.2442
12/16/2023,Mexico,Violence against civilians,1,30.3589,-115.2442
02/24/2024,Mexico,Violence against civilians,1,30.3589,-115.2442
04/13/2024,Mexico,Violence against civilians,2,30.3589,-115.2442
05/11/2024,Mexico,Violence against civilians,1,30.3589,-115.2442
07/13/2024,Mexico,Violence against civilians,2,30.3589,-115.2442
08/10/2024,Mexico,Violence against civilians,1,30.3589,-115.2442
09/21/2024,Mexico,Violence against civilians,1,30.3589,-115.2442
10/12/2024,Mexico,Violence against civilians,1,30.3589,-115.2442
10/19/2024,Mexico,Violence against civilians,1,30.3589,-115.2442
11/09/2024,Mexico,Violence against civilians,1,30.3589,-115.2442
12/28/2024,Mexico,Violence against civilians,2,30.3589,-115.2442
02/01/2025,Mexico,Violence against civilians,1,30.3589,-115.2442
02/15/2025,Mexico,Violence against civilians,1,30.3589,-115.2442
02/22/2025,Mexico,Violence against civilians,2,30.3589,-115.2442
03/29/2025,Mexico,Violence against civilians,1,30.3589,-115.2442
04/26/2025,Mexico,Violence against civilians,2,30.3589,-115.2442
05/10/2025,Mexico,Violence against civilians,2,30.3589,-115.2442
05/17/2025,Mexico,Violence against civilians,1,30.3589,-115.2442
06/28/2025,Mexico,Violence against civilians,1,30.3589,-115.2442
08/09/2025,Mexico,Violence against civilians,1,30.3589,-115.2442
08/23/2025,Mexico,Violence against civilians,1,30.3589,-115.2442
09/27/2025,Mexico,Violence against civilians,1,30.3589,-115.2442
10/04/2025,Mexico,Violence against civilians,1,30.3589,-115.2442
10/18/2025,Mexico,Violence against civilians,2,30.3589,-115.2442
12/30/2017,Mexico,Violence against civilians,5,30.3589,-115.2442
01/06/2018,Mexico,Violence against civilians,4,30.3589,-115.2442
01/13/2018,Mexico,Violence against civilians,7,30.3589,-115.2442
01/20/2018,Mexico,Violence against civilians,11,30.3589,-115.2442
01/27/2018,Mexico,Violence against civilians,8,30.3589,-115.2442
02/03/2018,Mexico,Violence against civilians,6,30.3589,-115.2442
02/10/2018,Mexico,Violence against civilians,9,30.3589,-115.2442
02/17/2018,Mexico,Violence against civilians,5,30.3589,-115.2442
02/24/2018,Mexico,Violence against civilians,9,30.3589,-115.2442
03/03/2018,Mexico,Violence against civilians,7,30.3589,-115.2442
03/10/2018,Mexico,Violence against civilians,3,30.3589,-115.2442
03/17/2018,Mexico,Violence against civilians,3,30.3589,-115.2442
03/24/2018,Mexico,Violence against civilians,2,30.3589,-115.2442
03/31/2018,Mexico,Violence against civilians,5,30.3589,-115.2442
04/07/2018,Mexico,Violence against civilians,4,30.3589,-115.2442
04/14/2018,Mexico,Violence against civilians,4,30.3589,-115.2442
04/21/2018,Mexico,Violence against civilians,1,30.3589,-115.2442
04/28/2018,Mexico,Violence against civilians,11,30.3589,-115.2442
05/05/2018,Mexico,Violence against civilians,8,30.3589,-115.2442
05/12/2018,Mexico,Violence against civilians,6,30.3589,-115.2442
05/19/2018,Mexico,Violence against civilians,7,30.3589,-115.2442
05/26/2018,Mexico,Violence against civilians,6,30.3589,-115.2442
06/02/2018,Mexico,Violence against civilians,4,30.3589,-115.2442
06/09/2018,Mexico,Violence against civilians,9,30.3589,-115.2442
06/16/2018,Mexico,Violence against civilians,5,30.3589,-115.2442
06/23/2018,Mexico,Violence against civilians,5,30.3589,-115.2442
06/30/2018,Mexico,Violence against civilians,6,30.3589,-115.2442
07/07/2018,Mexico,Violence against civilians,6,30.3589,-115.2442
07/14/2018,Mexico,Violence against civilians,7,30.3589,-115.2442
07/21/2018,Mexico,Violence against civilians,4,30.3589,-115.2442
07/28/2018,Mexico,Violence against civilians,3,30.3589,-115.2442
08/04/2018,Mexico,Violence against civilians,6,30.3589,-115.2442
08/11/2018,Mexico,Violence against civilians,7,30.3589,-115.2442
08/18/2018,Mexico,Violence against civilians,8,30.3589,-115.2442
08/25/2018,Mexico,Violence against civilians,15,30.3589,-115.2442
09/01/2018,Mexico,Violence against civilians,7,30.3589,-115.2442
09/08/2018,Mexico,Violence against civilians,11,30.3589,-115.2442
09/15/2018,Mexico,Violence against civilians,7,30.3589,-115.2442
09/22/2018,Mexico,Violence against civilians,5,30.3589,-115.2442
09/29/2018,Mexico,Violence against civilians,16,30.3589,-115.2442
10/06/2018,Mexico,Violence against civilians,13,30.3589,-115.2442
10/13/2018,Mexico,Violence against civilians,9,30.3589,-115.2442
10/20/2018,Mexico,Violence against civilians,10,30.3589,-115.2442
10/27/2018,Mexico,Violence against civilians,8,30.3589,-115.2442
11/03/2018,Mexico,Violence against civilians,12,30.3589,-115.2442
11/10/2018,Mexico,Violence against civilians,9,30.3589,-115.2442
11/17/2018,Mexico,Violence against civilians,5,30.3589,-115.2442
11/24/2018,Mexico,Violence against civilians,1,30.3589,-115.2442
12/01/2018,Mexico,Violence against civilians,11,30.3589,-115.2442
12/08/2018,Mexico,Violence against civilians,6,30.3589,-115.2442
12/15/2018,Mexico,Violence against civilians,12,30.3589,-115.2442
12/22/2018,Mexico,Violence against civilians,12,30.3589,-115.2442
12/29/2018,Mexico,Violence against civilians,13,30.3589,-115.2442
01/05/2019,Mexico,Violence against civilians,12,30.3589,-115.2442
01/12/2019,Mexico,Violence against civilians,4,30.3589,-115.2442
01/19/2019,Mexico,Violence against civilians,8,30.3589,-115.2442
01/26/2019,Mexico,Violence against civilians,1,30.3589,-115.2442
02/02/2019,Mexico,Violence against civilians,9,30.3589,-115.2442
02/09/2019,Mexico,Violence against civilians,11,30.3589,-115.2442
02/16/2019,Mexico,Violence against civilians,9,30.3589,-115.2442
02/23/2019,Mexico,Violence against civilians,9,30.3589,-115.2442
03/02/2019,Mexico,Violence against civilians,8,30.3589,-115.2442
03/09/2019,Mexico,Violence against civilians,3,30.3589,-115.2442
03/16/2019,Mexico,Violence against civilians,5,30.3589,-115.2442
03/23/2019,Mexico,Violence against civilians,8,30.3589,-115.2442
03/30/2019,Mexico,Violence against civilians,8,30.3589,-115.2442
04/06/2019,Mexico,Violence against civilians,2,30.3589,-115.2442
04/13/2019,Mexico,Violence against civilians,5,30.3589,-115.2442
04/20/2019,Mexico,Violence against civilians,6,30.3589,-115.2442
04/27/2019,Mexico,Violence against civilians,3,30.3589,-115.2442
05/04/2019,Mexico,Violence against civilians,2,30.3589,-115.2442
05/11/2019,Mexico,Violence against civilians,11,30.3589,-115.2442
05/18/2019,Mexico,Violence against civilians,3,30.3589,-115.2442
05/25/2019,Mexico,Violence against civilians,4,30.3589,-115.2442
06/01/2019,Mexico,Violence against civilians,6,30.3589,-115.2442
06/08/2019,Mexico,Violence against civilians,5,30.3589,-115.2442
06/15/2019,Mexico,Violence against civilians,10,30.3589,-115.2442
06/22/2019,Mexico,Violence against civilians,3,30.3589,-115.2442
06/29/2019,Mexico,Violence against civilians,8,30.3589,-115.2442
07/06/2019,Mexico,Violence against civilians,8,30.3589,-115.2442
07/13/2019,Mexico,Violence against civilians,7,30.3589,-115.2442
07/20/2019,Mexico,Violence against civilians,8,30.3589,-115.2442
07/27/2019,Mexico,Violence against civilians,9,30.3589,-115.2442
08/03/2019,Mexico,Violence against civilians,11,30.3589,-115.2442
08/10/2019,Mexico,Violence against civilians,5,30.3589,-115.2442
08/17/2019,Mexico,Violence against civilians,1,30.3589,-115.2442
08/24/2019,Mexico,Violence against civilians,4,30.3589,-115.2442
08/31/2019,Mexico,Violence against civilians,3,30.3589,-115.2442
09/07/2019,Mexico,Violence against civilians,9,30.3589,-115.2442
09/14/2019,Mexico,Violence against civilians,6,30.3589,-115.2442
09/21/2019,Mexico,Violence against civilians,6,30.3589,-115.2442
09/28/2019,Mexico,Violence against civilians,6,30.3589,-115.2442
10/05/2019,Mexico,Violence against civilians,4,30.3589,-115.2442
10/12/2019,Mexico,Violence against civilians,5,30.3589,-115.2442
10/19/2019,Mexico,Violence against civilians,8,30.3589,-115.2442
10/26/2019,Mexico,Violence against civilians,6,30.3589,-115.2442
11/02/2019,Mexico,Violence against civilians,5,30.3589,-115.2442
11/09/2019,Mexico,Violence against civilians,9,30.3589,-115.2442
11/16/2019,Mexico,Violence against civilians,8,30.3589,-115.2442
11/23/2019,Mexico,Violence against civilians,5,30.3589,-115.2442
11/30/2019,Mexico,Violence against civilians,8,30.3589,-115.2442
12/07/2019,Mexico,Violence against civilians,10,30.3589,-115.2442
12/14/2019,Mexico,Violence against civilians,7,30.3589,-115.2442
12/21/2019,Mexico,Violence against civilians,4,30.3589,-115.2442
12/28/2019,Mexico,Violence against civilians,2,30.3589,-115.2442
01/04/2020,Mexico,Violence against civilians,10,30.3589,-115.2442
01/11/2020,Mexico,Violence against civilians,7,30.3589,-115.2442
01/18/2020,Mexico,Violence against civilians,5,30.3589,-115.2442
01/25/2020,Mexico,Violence against civilians,2,30.3589,-115.2442
02/01/2020,Mexico,Violence against civilians,11,30.3589,-115.2442
02/08/2020,Mexico,Violence against civilians,6,30.3589,-115.2442
02/15/2020,Mexico,Violence against civilians,8,30.3589,-115.2442
02/22/2020,Mexico,Violence against civilians,3,30.3589,-115.2442
02/29/2020,Mexico,Violence against civilians,1,30.3589,-115.2442
03/07/2020,Mexico,Violence against civilians,3,30.3589,-115.2442
03/14/2020,Mexico,Violence against civilians,8,30.3589,-115.2442
03/21/2020,Mexico,Violence against civilians,4,30.3589,-115.2442
03/28/2020,Mexico,Violence against civilians,9,30.3589,-115.2442
04/04/2020,Mexico,Violence against civilians,4,30.3589,-115.2442
04/11/2020,Mexico,Violence against civilians,6,30.3589,-115.2442
04/18/2020,Mexico,Violence against civilians,2,30.3589,-115.2442
04/25/2020,Mexico,Violence against civilians,13,30.3589,-115.2442
05/02/2020,Mexico,Violence against civilians,4,30.3589,-115.2442
05/09/2020,Mexico,Violence against civilians,12,30.3589,-115.2442
05/16/2020,Mexico,Violence against civilians,6,30.3589,-115.2442
05/23/2020,Mexico,Violence against civilians,9,30.3589,-115.2442
05/30/2020,Mexico,Violence against civilians,3,30.3589,-115.2442
06/06/2020,Mexico,Violence against civilians,7,30.3589,-115.2442
06/13/2020,Mexico,Violence against civilians,3,30.3589,-115.2442
06/20/2020,Mexico,Violence against civilians,8,30.3589,-115.2442
06/27/2020,Mexico,Violence against civilians,9,30.3589,-115.2442
07/04/2020,Mexico,Violence against civilians,6,30.3589,-115.2442
07/11/2020,Mexico,Violence against civilians,4,30.3589,-115.2442
07/18/2020,Mexico,Violence against civilians,6,30.3589,-115.2442
07/25/2020,Mexico,Violence against civilians,11,30.3589,-115.2442
08/01/2020,Mexico,Violence against civilians,8,30.3589,-115.2442
08/08/2020,Mexico,Violence against civilians,7,30.3589,-115.2442
08/15/2020,Mexico,Violence against civilians,7,30.3589,-115.2442
08/22/2020,Mexico,Violence against civilians,6,30.3589,-115.2442
08/29/2020,Mexico,Violence against civilians,2,30.3589,-115.2442
09/05/2020,Mexico,Violence against civilians,4,30.3589,-115.2442
09/12/2020,Mexico,Violence against civilians,3,30.3589,-115.2442
09/19/2020,Mexico,Violence against civilians,10,30.3589,-115.2442
09/26/2020,Mexico,Violence against civilians,9,30.3589,-115.2442
10/03/2020,Mexico,Violence against civilians,9,30.3589,-115.2442
10/10/2020,Mexico,Violence against civilians,3,30.3589,-115.2442
10/17/2020,Mexico,Violence against civilians,5,30.3589,-115.2442
10/24/2020,Mexico,Violence against civilians,4,30.3589,-115.2442
10/31/2020,Mexico,Violence against civilians,17,30.3589,-115.2442
11/07/2020,Mexico,Violence against civilians,10,30.3589,-115.2442
11/14/2020,Mexico,Violence against civilians,11,30.3589,-115.2442
11/21/2020,Mexico,Violence against civilians,14,30.3589,-115.2442
11/28/2020,Mexico,Violence against civilians,3,30.3589,-115.2442
12/05/2020,Mexico,Violence against civilians,6,30.3589,-115.2442
12/12/2020,Mexico,Violence against civilians,12,30.3589,-115.2442
12/19/2020,Mexico,Violence against civilians,5,30.3589,-115.2442
12/26/2020,Mexico,Violence against civilians,8,30.3589,-115.2442
01/02/2021,Mexico,Violence against civilians,11,30.3589,-115.2442
01/09/2021,Mexico,Violence against civilians,10,30.3589,-115.2442
01/16/2021,Mexico,Violence against civilians,13,30.3589,-115.2442
01/23/2021,Mexico,Violence against civilians,14,30.3589,-115.2442
01/30/2021,Mexico,Violence against civilians,7,30.3589,-115.2442
02/06/2021,Mexico,Violence against civilians,8,30.3589,-115.2442
02/13/2021,Mexico,Violence against civilians,8,30.3589,-115.2442
02/20/2021,Mexico,Violence against civilians,10,30.3589,-115.2442
02/27/2021,Mexico,Violence against civilians,5,30.3589,-115.2442
03/06/2021,Mexico,Violence against civilians,1,30.3589,-115.2442
03/13/2021,Mexico,Violence against civilians,8,30.3589,-115.2442
03/20/2021,Mexico,Violence against civilians,10,30.3589,-115.2442
03/27/2021,Mexico,Violence against civilians,6,30.3589,-115.2442
04/03/2021,Mexico,Violence against civilians,12,30.3589,-115.2442
04/10/2021,Mexico,Violence against civilians,11,30.3589,-115.2442
04/17/2021,Mexico,Violence against civilians,7,30.3589,-115.2442
04/24/2021,Mexico,Violence against civilians,11,30.3589,-115.2442
05/01/2021,Mexico,Violence against civilians,11,30.3589,-115.2442
05/08/2021,Mexico,Violence against civilians,9,30.3589,-115.2442
05/15/2021,Mexico,Violence against civilians,8,30.3589,-115.2442
05/22/2021,Mexico,Violence against civilians,15,30.3589,-115.2442
05/29/2021,Mexico,Violence against civilians,8,30.3589,-115.2442
06/05/2021,Mexico,Violence against civilians,19,30.3589,-115.2442
06/12/2021,Mexico,Violence against civilians,12,30.3589,-115.2442
06/19/2021,Mexico,Violence against civilians,14,30.3589,-115.2442
06/26/2021,Mexico,Violence against civilians,13,30.3589,-115.2442
07/03/2021,Mexico,Violence against civilians,11,30.3589,-115.2442
07/10/2021,Mexico,Violence against civilians,14,30.3589,-115.2442
07/17/2021,Mexico,Violence against civilians,5,30.3589,-115.2442
07/24/2021,Mexico,Violence against civilians,10,30.3589,-115.2442
07/31/2021,Mexico,Violence against civilians,12,30.3589,-115.2442
08/07/2021,Mexico,Violence against civilians,14,30.3589,-115.2442
08/14/2021,Mexico,Violence against civilians,11,30.3589,-115.2442
08/21/2021,Mexico,Violence against civilians,5,30.3589,-115.2442
08/28/2021,Mexico,Violence against civilians,8,30.3589,-115.2442
09/04/2021,Mexico,Violence against civilians,12,30.3589,-115.2442
09/11/2021,Mexico,Violence against civilians,7,30.3589,-115.2442
09/18/2021,Mexico,Violence against civilians,10,30.3589,-115.2442
09/25/2021,Mexico,Violence against civilians,6,30.3589,-115.2442
10/02/2021,Mexico,Violence against civilians,3,30.3589,-115.2442
10/09/2021,Mexico,Violence against civilians,5,30.3589,-115.2442
10/16/2021,Mexico,Violence against civilians,8,30.3589,-115.2442
10/23/2021,Mexico,Violence against civilians,5,30.3589,-115.2442
10/30/2021,Mexico,Violence against civilians,7,30.3589,-115.2442
11/06/2021,Mexico,Violence against civilians,7,30.3589,-115.2442
11/13/2021,Mexico,Violence against civilians,8,30.3589,-115.2442
11/20/2021,Mexico,Violence against civilians,7,30.3589,-115.2442
11/27/2021,Mexico,Violence against civilians,4,30.3589,-115.2442
12/04/2021,Mexico,Violence against civilians,6,30.3589,-115.2442
12/11/2021,Mexico,Violence against civilians,6,30.3589,-115.2442
12/18/2021,Mexico,Violence against civilians,9,30.3589,-115.2442
12/25/2021,Mexico,Violence against civilians,5,30.3589,-115.2442
01/01/2022,Mexico,Violence against civilians,10,30.3589,-115.2442
01/08/2022,Mexico,Violence against civilians,9,30.3589,-115.2442
01/15/2022,Mexico,Violence against civilians,9,30.3589,-115.2442
01/22/2022,Mexico,Violence against civilians,6,30.3589,-115.2442
01/29/2022,Mexico,Violence against civilians,6,30.3589,-115.2442
02/05/2022,Mexico,Violence against civilians,11,30.3589,-115.2442
02/12/2022,Mexico,Violence against civilians,8,30.3589,-115.2442
02/19/2022,Mexico,Violence against civilians,9,30.3589,-115.2442
02/26/2022,Mexico,Violence against civilians,1,30.3589,-115.2442
03/05/2022,Mexico,Violence against civilians,8,30.3589,-115.2442
03/12/2022,Mexico,Violence against civilians,12,30.3589,-115.2442
03/19/2022,Mexico,Violence against civilians,12,30.3589,-115.2442
03/26/2022,Mexico,Violence against civilians,9,30.3589,-115.2442
04/02/2022,Mexico,Violence against civilians,5,30.3589,-115.2442
04/09/2022,Mexico,Violence against civilians,7,30.3589,-115.2442
04/16/2022,Mexico,Violence against civilians,8,30.3589,-115.2442
04/23/2022,Mexico,Violence against civilians,5,30.3589,-115.2442
04/30/2022,Mexico,Violence against civilians,5,30.3589,-115.2442
05/07/2022,Mexico,Violence against civilians,7,30.3589,-115.2442
05/14/2022,Mexico,Violence against civilians,6,30.3589,-115.2442
05/21/2022,Mexico,Violence against civilians,8,30.3589,-115.2442
05/28/2022,Mexico,Violence against civilians,9,30.3589,-115.2442
06/04/2022,Mexico,Violence against civilians,9,30.3589,-115.2442
06/11/2022,Mexico,Violence against civilians,8,30.3589,-115.2442
06/18/2022,Mexico,Violence against civilians,13,30.3589,-115.2442
06/25/2022,Mexico,Violence against civilians,10,30.3589,-115.2442
07/02/2022,Mexico,Violence against civilians,7,30.3589,-115.2442
07/09/2022,Mexico,Violence against civilians,4,30.3589,-115.2442
07/16/2022,Mexico,Violence against civilians,15,30.3589,-115.2442
07/23/2022,Mexico,Violence against civilians,8,30.3589,-115.2442
07/30/2022,Mexico,Violence against civilians,8,30.3589,-115.2442
08/06/2022,Mexico,Violence against civilians,7,30.3589,-115.2442
08/13/2022,Mexico,Violence against civilians,7,30.3589,-115.2442
08/20/2022,Mexico,Violence against civilians,9,30.3589,-115.2442
08/27/2022,Mexico,Violence against civilians,7,30.3589,-115.2442
09/03/2022,Mexico,Violence against civilians,9,30.3589,-115.2442
09/10/2022,Mexico,Violence against civilians,6,30.3589,-115.2442
09/17/2022,Mexico,Violence against civilians,12,30.3589,-115.2442
09/24/2022,Mexico,Violence against civilians,10,30.3589,-115.2442
10/01/2022,Mexico,Violence against civilians,4,30.3589,-115.2442
10/08/2022,Mexico,Violence against civilians,8,30.3589,-115.2442
10/15/2022,Mexico,Violence against civilians,3,30.3589,-115.2442
10/22/2022,Mexico,Violence against civilians,11,30.3589,-115.2442
10/29/2022,Mexico,Violence against civilians,8,30.3589,-115.2442
11/05/2022,Mexico,Violence against civilians,2,30.3589,-115.2442
11/12/2022,Mexico,Violence against civilians,6,30.3589,-115.2442
