COUNTRY,CENTROID_LATITUDE,CENTROID_LONGITUDE,EVENT_TYPE,EVENTS
Cyprus,35.0821,33.0732,Explosions/Remote violence,8
Cyprus,35.0821,33.0732,Riots,72
Cyprus,35.0821,33.0732,Violence against civilians,14
Cyprus,35.3157,33.2782,Explosions/Remote violence,1
Cyprus,35.3157,33.2782,Riots,1
Cyprus,35.3157,33.2782,Violence against civilians,2
Cyprus,35.326,33.8245,Riots,8
Cyprus,35.326,33.8245,Violence against civilians,2
Czech Republic,49.0865,14.6002,Riots,1
Czech Republic,49.1243,16.683,Riots,1
Czech Republic,49.1243,16.683,Violence against civilians,1
Czech Republic,49.5231,13.2062,Riots,1
Czech Republic,49.8591,16.9561,Violence against civilians,1
Czech Republic,49.8602,18.0387,Riots,3
Czech Republic,49.8602,18.0387,Violence against civilians,2
Czech Republic,49.8898,16.1283,Riots,1
Czech Republic,50.0596,14.4465,Riots,11
Czech Republic,50.0596,14.4465,Violence against civilians,4
Czech Republic,50.0602,13.8307,Riots,2
Czech Republic,50.1748,12.8045,Riots,1
Czech Republic,50.1748,12.8045,Violence against civilians,1
Czech Republic,50.4093,15.6855,Riots,1
Czech Republic,50.4093,15.6855,Violence against civilians,1
Czech Republic,50.566,13.8205,Riots,2
Czech Republic,50.566,13.8205,Violence against civilians,2
Czech Republic,50.7479,14.9898,Riots,2
Denmark,55.3564,9.1337,Riots,5
Denmark,55.487,11.6901,Riots,10
Denmark,55.8687,12.3079,Explosions/Remote violence,2
Denmark,55.8687,12.3079,Riots,15
Denmark,55.8687,12.3079,Violence against civilians,3
Denmark,56.2223,9.22,Riots,9
Denmark,56.2223,9.22,Violence against civilians,4
Estonia,58.3978,26.7071,Riots,1
Estonia,58.891,23.7944,Violence against civilians,1
Faroe Islands,62.1277,-6.9812,Riots,1
Finland,60.3244,24.6292,Riots,8
Finland,60.3244,24.6292,Violence against civilians,1
Finland,60.5946,22.8678,Riots,2
Finland,60.5946,22.8678,Violence against civilians,1
Finland,61.592,22.158,Riots,1
Finland,61.7109,23.7157,Riots,2
Finland,61.9017,27.9882,Explosions/Remote violence,1
Finland,62.531,25.5057,Violence against civilians,2
Finland,62.7302,23.1173,Explosions/Remote violence,1
Finland,62.7302,23.1173,Riots,1
Finland,64.9581,26.4362,Riots,1
Finland,64.9581,26.4362,Violence against civilians,2
Finland,67.8427,26.5441,Explosions/Remote violence,2
France,42.1881,9.0685,Riots,49
France,42.1881,9.0685,Violence against civilians,3
France,43.6899,2.1175,Riots,153
France,43.6899,2.1175,Violence against civilians,12
France,44.0762,6.2367,Riots,109
France,44.0762,6.2367,Violence against civilians,5
France,44.9769,0.1049,Riots,160
France,44.9769,0.1049,Violence against civilians,3
France,45.4595,4.7994,Riots,282
France,45.4595,4.7994,Violence against civilians,17
France,47.2781,4.9512,Riots,117
France,47.2781,4.9512,Violence against civilians,3
France,47.4173,-1.1268,Riots,112
France,47.4173,-1.1268,Violence against civilians,4
France,47.6439,1.7161,Riots,46
France,48.1625,-2.6839,Riots,142
France,48.1625,-2.6839,Violence against civilians,4
France,48.6808,2.5299,Riots,452
France,48.6808,2.5299,Violence against civilians,34
France,48.7948,5.7593,Riots,117
France,48.7948,5.7593,Violence against civilians,3
France,49.126,0.0264,Riots,109
France,49.126,0.0264,Violence against civilians,3
France,49.9631,2.889,Riots,151
France,49.9631,2.889,Violence against civilians,8
Georgia,41.5113,44.5886,Riots,25
Georgia,41.5113,44.5886,Violence against civilians,15
Georgia,41.5265,43.2466,Explosions/Remote violence,1
Georgia,41.5265,43.2466,Riots,5
Georgia,41.5265,43.2466,Violence against civilians,3
Georgia,41.6718,42.1025,Riots,31
Georgia,41.6718,42.1025,Violence against civilians,2
Georgia,41.7319,44.8369,Riots,105
Georgia,41.7319,44.8369,Violence against civilians,35
Georgia,41.815,45.7178,Riots,10
Georgia,41.815,45.7178,Violence against civilians,4
Georgia,41.9766,42.1264,Riots,9
Georgia,41.9766,42.1264,Violence against civilians,2
Georgia,41.9887,43.9811,Riots,9
Georgia,41.9887,43.9811,Violence against civilians,7
Georgia,42.1876,42.9522,Riots,20
Georgia,42.1876,42.9522,Violence against civilians,3
Georgia,42.2276,44.8569,Riots,4
Georgia,42.2276,44.8569,Violence against civilians,2
Georgia,42.2984,44.0998,Explosions/Remote violence,1
Georgia,42.2984,44.0998,Riots,2
Georgia,42.2984,44.0998,Violence against civilians,6
Georgia,42.6628,42.2329,Explosions/Remote violence,1
Georgia,42.6628,42.2329,Riots,23
Georgia,42.6628,42.2329,Violence against civilians,8
Georgia,42.6687,43.1253,Riots,1
Georgia,42.6687,43.1253,Violence against civilians,2
Georgia,42.9989,41.45,Riots,9
Georgia,42.9989,41.45,Violence against civilians,11
Germany,48.6264,9.0657,Riots,61
Germany,48.6264,9.0657,Violence against civilians,9
Germany,48.9173,12.0483,Riots,49
Germany,48.9173,12.0483,Violence against civilians,7
Germany,49.3769,6.9704,Riots,1
Germany,49.3769,6.9704,Violence against civilians,2
Germany,49.9542,7.2745,Riots,16
Germany,49.9542,7.2745,Violence against civilians,1
Germany,50.5255,9.0181,Riots,42
Germany,50.5255,9.0181,Violence against civilians,5
Germany,50.9267,11.3149,Riots,26
Germany,50.9267,11.3149,Violence against civilians,3
Germany,50.9282,13.5213,Explosions/Remote violence,1
Germany,50.9282,13.5213,Riots,137
Germany,50.9282,13.5213,Violence against civilians,8
Germany,51.4271,7.5809,Explosions/Remote violence,2
Germany,51.4271,7.5809,Riots,80
Germany,51.4271,7.5809,Violence against civilians,10
Germany,51.9908,11.5586,Explosions/Remote violence,1
Germany,51.9908,11.5586,Riots,26
Germany,51.9908,11.5586,Violence against civilians,5
Germany,52.4587,14.1594,Riots,23
Germany,52.4587,14.1594,Violence against civilians,4
Germany,52.5074,13.398,Explosions/Remote violence,2
Germany,52.5074,13.398,Riots,260
Germany,52.5074,13.398,Violence against civilians,9
Germany,52.5923,8.835,Explosions/Remote violence,2
Germany,52.5923,8.835,Riots,57
Germany,52.5923,8.835,Violence against civilians,6
Germany,53.1202,8.8364,Riots,12
Germany,53.5675,9.9418,Explosions/Remote violence,1
Germany,53.5675,9.9418,Riots,46
Germany,53.5675,9.9418,Violence against civilians,5
Germany,53.7964,12.3528,Riots,23
Germany,53.7964,12.3528,Violence against civilians,1
Germany,54.2079,9.9574,Riots,17
Germany,54.2079,9.9574,Violence against civilians,1
Greece,33.56,24.785,Explosions/Remote violence,1
Greece,35.3087,24.469,Explosions/Remote violence,1
Greece,35.3087,24.469,Riots,40
Greece,35.3087,24.469,Violence against civilians,11
Greece,37.3702,22.2354,Explosions/Remote violence,7
Greece,37.3702,22.2354,Riots,79
Greece,37.3702,22.2354,Violence against civilians,8
Greece,37.7203,26.8212,Riots,68
Greece,37.7203,26.8212,Violence against civilians,29
Greece,37.9941,23.8012,Explosions/Remote violence,94
Greece,37.9941,23.8012,Riots,647
Greece,37.9941,23.8012,Violence against civilians,91
Greece,38.9244,25.2103,Violence against civilians,1
Greece,39.1663,22.1208,Riots,47
Greece,39.1663,22.1208,Violence against civilians,15
Greece,39.9468,21.1177,Riots,11
Greece,39.9468,21.1177,Violence against civilians,3
Greece,40.2746,24.2194,Explosions/Remote violence,1
Greece,40.2746,24.2194,Violence against civilians,1
Greece,40.8445,23.0136,Explosions/Remote violence,19
Greece,40.8445,23.0136,Riots,276
Greece,40.8445,23.0136,Violence against civilians,52
Hungary,46.0821,18.2204,Riots,2
Hungary,46.4226,17.5992,Riots,1
Hungary,46.464,20.2522,Riots,1
Hungary,46.464,20.2522,Violence against civilians,1
Hungary,47.089,16.8423,Riots,1
Hungary,47.4527,21.5123,Riots,2
Hungary,47.4527,21.5123,Violence against civilians,4
Hungary,47.4799,19.1474,Riots,10
Hungary,47.4799,19.1474,Violence against civilians,10
Hungary,47.5019,19.5388,Violence against civilians,2
Hungary,47.5792,18.3063,Violence against civilians,1
Hungary,47.7889,20.0808,Violence against civilians,2
Iceland,64.2444,-21.7685,Riots,3
Iceland,64.2444,-21.7685,Violence against civilians,2
Ireland,51.9179,-8.6039,Riots,2
Ireland,52.5186,-8.7959,Violence against civilians,1
Ireland,52.6849,-7.8977,Riots,2
Ireland,52.6909,-6.8253,Riots,1
Ireland,52.9577,-6.3821,Riots,1
Ireland,52.9577,-6.3821,Violence against civilians,1
Ireland,53.1545,-6.8181,Riots,1
Ireland,53.3434,-8.8737,Riots,1
Ireland,53.4065,-6.2876,Riots,20
Ireland,53.5606,-7.3446,Riots,2
Ireland,53.6496,-6.5893,Riots,1
Ireland,53.907,-9.2968,Riots,1
Ireland,53.9132,-6.5191,Riots,1
Ireland,53.9132,-6.5191,Violence against civilians,1
Ireland,54.9198,-7.9525,Violence against civilians,1
Italy,37.4746,14.1382,Explosions/Remote violence,1
Italy,37.4746,14.1382,Riots,82
Italy,37.4746,14.1382,Violence against civilians,4
Italy,39.0302,16.6449,Explosions/Remote violence,1
Italy,39.0302,16.6449,Riots,11
Italy,39.0302,16.6449,Violence against civilians,4
Italy,40.0615,9.0976,Explosions/Remote violence,3
Italy,40.0615,9.0976,Riots,16
Italy,40.0615,9.0976,Violence against civilians,1
Italy,40.5168,16.1313,Riots,6
Italy,40.7501,14.9148,Explosions/Remote violence,6
Italy,40.7501,14.9148,Riots,66
Italy,40.7501,14.9148,Violence against civilians,7
Italy,40.8708,16.8208,Explosions/Remote violence,2
Italy,40.8708,16.8208,Riots,36
Italy,40.8708,16.8208,Violence against civilians,8
Italy,41.7176,14.6255,Riots,4
Italy,42.0211,12.4995,Explosions/Remote violence,1
Italy,42.0211,12.4995,Riots,111
Italy,42.0211,12.4995,Violence against civilians,2
Italy,42.2897,13.8526,Explosions/Remote violence,1
Italy,42.2897,13.8526,Riots,9
Italy,42.9909,12.4306,Riots,4
Italy,43.3282,13.255,Riots,4
Italy,43.4174,11.2181,Riots,44
Italy,43.4174,11.2181,Violence against civilians,6
Italy,44.2274,9.6832,Explosions/Remote violence,1
Italy,44.2274,9.6832,Riots,25
Italy,44.2274,9.6832,Violence against civilians,1
Italy,44.4354,11.1525,Riots,52
Italy,44.4354,11.1525,Violence against civilians,4
Italy,45.2618,7.8349,Riots,149
Italy,45.2618,7.8349,Violence against civilians,2
Italy,45.6567,9.6787,Riots,90
Italy,45.6567,9.6787,Violence against civilians,5
Italy,45.7274,7.3719,Riots,1
Italy,45.7382,12.0971,Riots,39
Italy,45.7382,12.0971,Violence against civilians,3
Italy,46.1152,13.0482,Riots,39
Italy,46.3828,11.2221,Riots,4
Kazakhstan,42.2939,69.6387,Riots,4
Kazakhstan,42.2939,69.6387,Violence against civilians,26
Kazakhstan,43.2183,76.9193,Riots,14
Kazakhstan,43.2183,76.9193,Violence against civilians,72
Kazakhstan,43.2858,68.7208,Riots,14
Kazakhstan,43.2858,68.7208,Violence against civilians,19
Kazakhstan,43.8846,53.502,Riots,2
Kazakhstan,43.8846,53.502,Violence against civilians,17
Kazakhstan,44.1646,72.5474,Riots,11
Kazakhstan,44.1646,72.5474,Violence against civilians,26
Kazakhstan,44.7707,77.3136,Explosions/Remote violence,1
Kazakhstan,44.7707,77.3136,Riots,11
Kazakhstan,44.7707,77.3136,Violence against civilians,48
Kazakhstan,45.1091,63.5406,Riots,2
Kazakhstan,45.1091,63.5406,Violence against civilians,16
Kazakhstan,47.5089,51.716,Riots,4
Kazakhstan,47.5089,51.716,Violence against civilians,12
Kazakhstan,48.2452,59.4557,Riots,1
Kazakhstan,48.2452,59.4557,Violence against civilians,17
Kazakhstan,48.6224,81.9706,Riots,3
Kazakhstan,48.6224,81.9706,Violence against civilians,26
Kazakhstan,48.6549,70.8936,Riots,8
Kazakhstan,48.6549,70.8936,Violence against civilians,34
Kazakhstan,49.8643,51.5073,Riots,4
Kazakhstan,49.8643,51.5073,Violence against civilians,16
Kazakhstan,51.1153,71.4664,Riots,7
Kazakhstan,51.1153,71.4664,Violence against civilians,34
Kazakhstan,51.4437,63.3923,Violence against civilians,14
Kazakhstan,51.861,69.8196,Riots,1
Kazakhstan,51.861,69.8196,Violence against civilians,10
Kazakhstan,52.2384,76.4467,Riots,5
Kazakhstan,52.2384,76.4467,Violence against civilians,7
Kazakhstan,53.8272,69.7362,Violence against civilians,3
Kosovo,42.2328,20.6873,Riots,3
Kosovo,42.2328,20.6873,Violence against civilians,4
Kosovo,42.2936,21.1198,Riots,3
Kosovo,42.2936,21.1198,Violence against civilians,3
Kosovo,42.4551,20.4303,Explosions/Remote violence,1
Kosovo,42.4551,20.4303,Riots,1
Kosovo,42.4551,20.4303,Violence against civilians,1
Kosovo,42.4846,21.5764,Explosions/Remote violence,1
Kosovo,42.4846,21.5764,Riots,2
Kosovo,42.4846,21.5764,Violence against civilians,6
Kosovo,42.7035,20.3306,Explosions/Remote violence,1
Kosovo,42.7035,20.3306,Riots,3
Kosovo,42.7035,20.3306,Violence against civilians,9
Kosovo,42.7916,21.2465,Explosions/Remote violence,2
Kosovo,42.7916,21.2465,Riots,11
Kosovo,42.7916,21.2465,Violence against civilians,20
Kosovo,42.9352,20.7816,Explosions/Remote violence,19
Kosovo,42.9352,20.7816,Riots,43
Kosovo,42.9352,20.7816,Violence against civilians,44
Kyrgyzstan,39.8683,71.5736,Explosions/Remote violence,5
Kyrgyzstan,39.8683,71.5736,Riots,43
Kyrgyzstan,39.8683,71.5736,Violence against civilians,23
Kyrgyzstan,40.1638,73.3612,Riots,15
Kyrgyzstan,40.1638,73.3612,Violence against civilians,10
Kyrgyzstan,40.5307,72.7964,Riots,13
Kyrgyzstan,40.5307,72.7964,Violence against civilians,24
Kyrgyzstan,41.3659,75.9935,Riots,9
Kyrgyzstan,41.3659,75.9935,Violence against civilians,2
Kyrgyzstan,41.5126,73.2176,Riots,15
Kyrgyzstan,41.5126,73.2176,Violence against civilians,18
Kyrgyzstan,42.0618,78.1593,Riots,6
Kyrgyzstan,42.0618,78.1593,Violence against civilians,10
Kyrgyzstan,42.4409,72.1411,Riots,3
Kyrgyzstan,42.4409,72.1411,Violence against civilians,6
Kyrgyzstan,42.5551,74.6253,Riots,20
Kyrgyzstan,42.5551,74.6253,Violence against civilians,34
Kyrgyzstan,42.8723,4.5847,Explosions/Remote violence,1
Kyrgyzstan,42.8723,4.5847,Riots,37
Kyrgyzstan,42.8723,4.5847,Violence against civilians,93
Latvia,55.9373,27.302,Violence against civilians,1
Latvia,55.9416,26.7697,Violence against civilians,1
Latvia,56.9724,24.1648,Riots,2
Lithuania,54.8223,25.2495,Riots,3
Lithuania,54.8223,25.2495,Violence against civilians,2
Lithuania,55.4879,25.6383,Violence against civilians,1
Luxembourg,49.6047,6.1426,Riots,3
Malta,35.8493,14.4575,Riots,3
Malta,35.8613,14.536,Riots,4
Malta,35.904,14.4672,Riots,2
Malta,35.904,14.4672,Violence against civilians,2
Malta,36.047,14.2584,Riots,2
Malta,36.059,15.1831,Explosions/Remote violence,1
Malta,36.059,15.1831,Violence against civilians,1
Moldova,45.8127,28.292,Riots,1
Moldova,46.215,28.7682,Riots,3
Moldova,46.215,28.7682,Violence against civilians,3
Moldova,46.5158,29.6603,Violence against civilians,1
Moldova,46.6045,29.2602,Explosions/Remote violence,1
Moldova,46.6045,29.2602,Riots,1
Moldova,46.6045,29.2602,Violence against civilians,1
Moldova,46.716,29.8295,Explosions/Remote violence,2
Moldova,46.716,29.8295,Violence against civilians,1
Moldova,46.8198,29.4503,Violence against civilians,1
Moldova,46.8471,28.4181,Violence against civilians,2
Moldova,46.8547,29.668,Explosions/Remote violence,3
Moldova,46.8547,29.668,Violence against civilians,2
Moldova,46.867,28.8136,Riots,2
Moldova,46.867,28.8136,Violence against civilians,1
Moldova,46.9239,29.2496,Riots,2
Moldova,46.9239,29.2496,Violence against civilians,1
Moldova,47.0073,28.844,Explosions/Remote violence,1
Moldova,47.0073,28.844,Riots,27
Moldova,47.0073,28.844,Violence against civilians,10
Moldova,47.082,28.1634,Riots,1
Moldova,47.1436,29.4328,Explosions/Remote violence,1
Moldova,47.1616,28.5424,Violence against civilians,2
Moldova,47.291,29.2616,Violence against civilians,1
Moldova,47.3027,28.306,Violence against civilians,2
Moldova,47.4014,28.761,Riots,2
Moldova,47.4014,28.761,Violence against civilians,2
Moldova,47.5768,27.684,Violence against civilians,1
Moldova,47.6714,28.1803,Violence against civilians,1
Moldova,47.7069,28.7997,Violence against civilians,1
Moldova,47.7319,29.0924,Explosions/Remote violence,3
Moldova,47.7319,29.0924,Violence against civilians,1
Moldova,47.7766,27.925,Riots,1
Moldova,47.7766,27.925,Violence against civilians,1
Moldova,47.9237,27.4528,Riots,2
Moldova,48.0338,27.829,Violence against civilians,1
Moldova,48.1483,27.2729,Violence against civilians,2
Moldova,48.1643,28.1613,Violence against civilians,1
Moldova,48.2822,26.9435,Riots,1
Moldova,48.3548,27.4415,Riots,2
Montenegro,42.1305,19.2113,Violence against civilians,1
Montenegro,42.2598,18.919,Explosions/Remote violence,1
Montenegro,42.2598,18.919,Riots,2
Montenegro,42.2598,18.919,Violence against civilians,1
Montenegro,42.3043,19.3355,Explosions/Remote violence,1
Montenegro,42.3043,19.3355,Violence against civilians,1
Montenegro,42.4637,19.2729,Explosions/Remote violence,16
Montenegro,42.4637,19.2729,Riots,6
Montenegro,42.4637,19.2729,Violence against civilians,6
Montenegro,42.4687,18.8975,Explosions/Remote violence,2
Montenegro,42.4687,18.8975,Riots,3
Montenegro,42.4687,18.8975,Violence against civilians,1
Montenegro,42.5482,19.8241,Riots,1
Montenegro,42.6121,19.1008,Explosions/Remote violence,3
Montenegro,42.6121,19.1008,Riots,1
Montenegro,42.722,19.7546,Riots,1
Montenegro,42.7893,19.4247,Riots,1
Montenegro,42.8304,19.8331,Explosions/Remote violence,1
Montenegro,42.8304,19.8331,Riots,1
Montenegro,42.8304,19.8331,Violence against civilians,2
Montenegro,42.8378,18.8503,Explosions/Remote violence,2
Montenegro,42.8378,18.8503,Riots,3
Montenegro,42.8378,18.8503,Violence against civilians,3
Montenegro,42.8686,20.1908,Violence against civilians,1
Montenegro,42.93,19.9795,Violence against civilians,1
Montenegro,43.0766,19.6945,Explosions/Remote violence,2
Montenegro,43.0766,19.6945,Riots,1
Montenegro,43.0766,19.6945,Violence against civilians,2
Montenegro,43.1293,19.1532,Riots,1
Montenegro,43.1293,19.1532,Violence against civilians,1
Montenegro,43.3132,19.3055,Explosions/Remote violence,1
Montenegro,43.3132,19.3055,Riots,3
Montenegro,43.3132,19.3055,Violence against civilians,1
Netherlands,51.2613,5.8644,Riots,10
Netherlands,51.3048,3.8866,Riots,3
Netherlands,51.5273,5.0382,Explosions/Remote violence,2
Netherlands,51.5273,5.0382,Riots,21
Netherlands,51.5273,5.0382,Violence against civilians,2
Netherlands,52.0147,4.4753,Riots,46
Netherlands,52.0147,4.4753,Violence against civilians,2
Netherlands,52.1187,5.1525,Riots,16
Netherlands,52.127,6.0855,Riots,41
Netherlands,52.4305,5.5181,Riots,5
Netherlands,52.4867,6.3817,Riots,18
Netherlands,52.567,4.8251,Explosions/Remote violence,1
Netherlands,52.567,4.8251,Riots,56
Netherlands,52.567,4.8251,Violence against civilians,5
Netherlands,52.9073,6.6878,Riots,4
Netherlands,53.1079,5.8298,Riots,7
Netherlands,53.1079,5.8298,Violence against civilians,1
Netherlands,53.1528,6.8874,Riots,6
Netherlands,53.1528,6.8874,Violence against civilians,3
North Macedonia,41.0455,21.2694,Violence against civilians,1
North Macedonia,41.0805,20.8458,Violence against civilians,2
North Macedonia,41.2533,22.3919,Violence against civilians,2
North Macedonia,41.2833,21.6289,Riots,1
North Macedonia,41.4996,20.9324,Violence against civilians,2
North Macedonia,41.4998,21.9042,Violence against civilians,1
North Macedonia,41.7173,22.1853,Riots,1
North Macedonia,41.7594,20.9142,Violence against civilians,1
North Macedonia,41.9924,22.4233,Riots,1
North Macedonia,41.9967,21.4316,Explosions/Remote violence,1
North Macedonia,41.9967,21.4316,Riots,10
North Macedonia,41.9967,21.4316,Violence against civilians,8
North Macedonia,42.0453,20.8837,Riots,1
North Macedonia,42.0453,20.8837,Violence against civilians,3
North Macedonia,42.1106,21.7924,Violence against civilians,2
North Macedonia,42.1454,21.3854,Violence against civilians,1
North Macedonia,42.1669,21.5844,Violence against civilians,1
Norway,58.7194,8.0351,Riots,1
Norway,58.7194,8.0351,Violence against civilians,1
Norway,59.3956,9.0635,Riots,3
Norway,59.9263,9.9042,Riots,1
Norway,59.9263,9.9042,Violence against civilians,2
Norway,59.9724,10.7757,Riots,10
Norway,59.9724,10.7757,Violence against civilians,6
Norway,60.9291,6.1079,Riots,3
Norway,63.8782,10.1962,Riots,2
Poland,49.8485,20.2656,Riots,3
Poland,49.911,22.1785,Riots,2
Poland,50.2465,18.8469,Riots,4
Poland,50.2465,18.8469,Violence against civilians,1
Poland,50.764,20.7989,Explosions/Remote violence,3
Poland,50.9506,16.3618,Riots,7
Poland,50.9506,16.3618,Violence against civilians,2
Poland,51.27,22.7794,Explosions/Remote violence,8
Poland,51.27,22.7794,Riots,2
Poland,51.6187,19.3934,Explosions/Remote violence,1
Poland,51.6187,19.3934,Riots,1
Poland,52.2451,15.2811,Riots,3
Poland,52.2473,21.5627,Explosions/Remote violence,4
Poland,52.2473,21.5627,Riots,22
Poland,52.2473,21.5627,Violence against civilians,6
Poland,52.3797,17.3138,Riots,2
Poland,52.3797,17.3138,Violence against civilians,2
Poland,53.0571,18.4879,Riots,1
Poland,53.0571,18.4879,Violence against civilians,1
Poland,53.3456,22.709,Riots,267
Poland,53.3456,22.709,Violence against civilians,4
Poland,53.597,15.6705,Riots,3
Poland,53.597,15.6705,Violence against civilians,2
Poland,53.7906,21.0987,Explosions/Remote violence,1
Poland,53.7906,21.0987,Riots,1
Poland,53.7906,21.0987,Violence against civilians,1
Poland,54.1651,18.0006,Riots,2
Poland,54.1651,18.0006,Violence against civilians,2
Portugal,38.2966,-8.4614,Riots,6
Portugal,38.9953,-9.187,Riots,38
Portugal,38.9953,-9.187,Violence against civilians,6
Portugal,39.208,-7.721,Riots,1
Portugal,40.2214,-8.338,Riots,1
Portugal,40.6785,-8.52,Riots,1
Portugal,40.6785,-8.52,Violence against civilians,1
Portugal,41.2369,-8.302,Riots,4
Portugal,41.2369,-8.302,Violence against civilians,2
Portugal,41.5696,-8.306,Violence against civilians,1
Romania,44.0685,25.1911,Violence against civilians,1
Romania,44.1219,26.0461,Violence against civilians,1
Romania,44.207,23.6643,Riots,1
Romania,44.207,23.6643,Violence against civilians,1
Romania,44.2685,28.2918,Explosions/Remote violence,2
Romania,44.2685,28.2918,Violence against civilians,2
Romania,44.3145,27.1383,Riots,1
Romania,44.4455,26.0962,Riots,25
Romania,44.4455,26.0962,Violence against civilians,3
Romania,44.4919,26.2404,Riots,1
Romania,44.4919,26.2404,Violence against civilians,1
Romania,44.6031,23.0576,Riots,1
Romania,44.9219,25.485,Violence against civilians,1
Romania,44.9606,23.325,Violence against civilians,1
Romania,44.9949,24.8495,Violence against civilians,1
Romania,45.0389,28.8982,Explosions/Remote violence,1
Romania,45.0389,28.8982,Violence against civilians,2
Romania,45.1209,27.6663,Riots,1
Romania,45.1209,27.6663,Violence against civilians,2
Romania,45.1284,26.0296,Violence against civilians,1
Romania,45.2685,26.7747,Riots,1
Romania,45.2685,26.7747,Violence against civilians,1
Romania,45.6915,21.6321,Riots,2
Romania,45.6915,21.6321,Violence against civilians,1
Romania,45.7764,27.7498,Riots,1
Romania,45.7764,27.7498,Violence against civilians,1
Romania,45.7856,25.1548,Riots,4
Romania,45.7883,26.8842,Riots,1
Romania,45.7883,26.8842,Violence against civilians,1
Romania,45.8033,22.9062,Riots,1
Romania,45.8894,24.2371,Riots,1
Romania,45.8894,24.2371,Violence against civilians,2
Romania,45.8965,26.0099,Riots,1
Romania,46.0123,23.5454,Riots,1
Romania,46.2917,21.8927,Violence against civilians,1
Romania,46.423,26.7164,Riots,1
Romania,46.423,26.7164,Violence against civilians,1
Romania,46.4968,27.8049,Riots,1
Romania,46.4968,27.8049,Violence against civilians,1
Romania,46.6427,25.6217,Violence against civilians,1
Romania,46.8883,23.7174,Riots,1
Romania,46.8883,23.7174,Violence against civilians,1
Romania,47.5325,25.8348,Riots,3
Romania,47.5325,25.8348,Violence against civilians,3
Romania,47.7265,22.7527,Riots,1
Romania,47.852,26.7615,Riots,1
Russia,43.089,46.9834,Explosions/Remote violence,3
Russia,43.089,46.9834,Riots,15
Russia,43.089,46.9834,Violence against civilians,49
Russia,43.1159,45.0129,Explosions/Remote violence,8
Russia,43.1159,45.0129,Riots,3
Russia,43.1159,45.0129,Violence against civilians,20
Russia,43.191,44.2456,Explosions/Remote violence,2
Russia,43.191,44.2456,Riots,5
Russia,43.191,44.2456,Violence against civilians,11
Russia,43.2434,45.7661,Explosions/Remote violence,7
Russia,43.2434,45.7661,Violence against civilians,79
Russia,43.4573,43.4358,Riots,4
Russia,43.4573,43.4358,Violence against civilians,9
Russia,43.8425,41.6987,Explosions/Remote violence,1
Russia,43.8425,41.6987,Violence against civilians,9
Russia,44.4888,40.1402,Explosions/Remote violence,6
Russia,44.4888,40.1402,Violence against civilians,5
Russia,44.9414,43.6631,Explosions/Remote violence,11
Russia,44.9414,43.6631,Riots,1
Russia,44.9414,43.6631,Violence against civilians,16
Russia,45.1326,38.0694,Explosions/Remote violence,153
Russia,45.1326,38.0694,Riots,4
Russia,45.1326,38.0694,Violence against civilians,68
Russia,45.3796,135.1381,Explosions/Remote violence,4
Russia,45.3796,135.1381,Riots,1
Russia,45.3796,135.1381,Violence against civilians,18
Russia,46.5148,45.4414,Explosions/Remote violence,1
Russia,46.5148,45.4414,Violence against civilians,8
Russia,47.1094,47.7101,Explosions/Remote violence,11
Russia,47.1094,47.7101,Violence against civilians,4
Russia,48.0823,40.9463,Explosions/Remote violence,165
Russia,48.0823,40.9463,Riots,3
Russia,48.0823,40.9463,Violence against civilians,36
Russia,49.3455,44.407,Explosions/Remote violence,51
Russia,49.3455,44.407,Riots,2
Russia,49.3455,44.407,Violence against civilians,16
Russia,50.1592,143.0267,Violence against civilians,3
Russia,50.6124,37.2397,Explosions/Remote violence,21330
Russia,50.6124,37.2397,Riots,1
Russia,50.6124,37.2397,Violence against civilians,22
Russia,50.8307,40.0384,Explosions/Remote violence,93
Russia,50.8307,40.0384,Violence against civilians,20
Russia,50.8658,86.8913,Violence against civilians,1
Russia,51.3129,46.5936,Explosions/Remote violence,28
Russia,51.3129,46.5936,Riots,2
Russia,51.3129,46.5936,Violence against civilians,24
Russia,51.6735,36.1629,Explosions/Remote violence,4270
Russia,51.6735,36.1629,Violence against civilians,62
Russia,51.7358,94.2284,Riots,1
Russia,51.7358,94.2284,Violence against civilians,1
Russia,52.4308,53.538,Explosions/Remote violence,7
Russia,52.4308,53.538,Violence against civilians,21
Russia,52.5418,82.7009,Riots,1
Russia,52.5418,82.7009,Violence against civilians,12
Russia,52.7039,41.5692,Explosions/Remote violence,17
Russia,52.7039,41.5692,Violence against civilians,2
Russia,52.7372,38.9229,Explosions/Remote violence,27
Russia,52.7372,38.9229,Violence against civilians,2
Russia,52.7951,36.4173,Explosions/Remote violence,26
Russia,52.7951,36.4173,Violence against civilians,1
Russia,52.939,33.1688,Explosions/Remote violence,409
Russia,52.939,33.1688,Violence against civilians,10
Russia,52.9573,130.1919,Explosions/Remote violence,1
Russia,52.9573,130.1919,Riots,1
Russia,52.9573,130.1919,Violence against civilians,2
Russia,53.1615,44.7305,Explosions/Remote violence,3
Russia,53.1615,44.7305,Violence against civilians,4
Russia,53.2238,50.1375,Explosions/Remote violence,23
Russia,53.2238,50.1375,Riots,1
Russia,53.2238,50.1375,Violence against civilians,11
Russia,53.3615,90.424,Riots,1
Russia,53.6095,111.0271,Violence against civilians,11
