REGION,EVENT_TYPE,SUB_EVENT_TYPE,EVENTS,POPULATION_EXPOSURE,DISORDER_TYPE
North America,Violence against civilians,Attack,2,376628.0,Political violence
North America,Violence against civilians,Attack,1,406492.0,Political violence
North America,Violence against civilians,Attack,1,59863.0,Political violence
North America,Violence against civilians,Attack,1,143440.0,Political violence
North America,Violence against civilians,Attack,1,103541.0,Political violence
North America,Violence against civilians,Attack,1,12780.0,Political violence
North America,Violence against civilians,Attack,1,43068.0,Political violence
North America,Violence against civilians,Attack,1,147205.0,Political violence
North America,Violence against civilians,Attack,1,37205.0,Political violence
North America,Violence against civilians,Attack,1,258231.0,Political violence
North America,Violence against civilians,Attack,1,66480.0,Political violence
North America,Violence against civilians,Attack,1,33035.0,Political violence
North America,Violence against civilians,Attack,1,147205.0,Political violence
North America,Violence against civilians,Attack,2,42581.0,Political violence
North America,Violence against civilians,Attack,1,24296.0,Political violence
North America,Violence against civilians,Attack,1,30633.0,Political violence
North America,Violence against civilians,Attack,1,28100.0,Political violence
North America,Violence against civilians,Attack,1,1327.0,Political violence
North America,Violence against civilians,Attack,1,484504.0,Political violence
North America,Violence against civilians,Attack,3,840087.0,Political violence
North America,Violence against civilians,Attack,1,23333.0,Political violence
North America,Violence against civilians,Attack,1,24296.0,Political violence
North America,Violence against civilians,Attack,1,19097.0,Political violence
North America,Violence against civilians,Attack,1,183.0,Political violence
North America,Violence against civilians,Sexual violence,1,1029.0,Political violence
North America,Violence against civilians,Sexual violence,1,9922.0,Political violence
North America,Violence against civilians,Sexual violence,1,131241.0,Political violence
North America,Violence against civilians,Sexual violence,1,20149.0,Political violence
North America,Violence against civilians,Sexual violence,1,39119.0,Political violence
North America,Battles,Armed clash,1,60541.0,Political violence
North America,Protests,Excessive force against protesters,2,4319.0,Political violence; Demonstrations
North America,Protests,Excessive force against protesters,1,2636.0,Political violence; Demonstrations
North America,Protests,Excessive force against protesters,1,8645.0,Political violence; Demonstrations
North America,Protests,Peaceful protest,1,2425.0,Demonstrations
North America,Protests,Peaceful protest,6,17879.0,Demonstrations
North America,Protests,Peaceful protest,3,10506.0,Demonstrations
North America,Protests,Peaceful protest,21,53633.0,Demonstrations
North America,Protests,Peaceful protest,4,10124.0,Demonstrations
North America,Protests,Peaceful protest,2,10465.0,Demonstrations
North America,Protests,Peaceful protest,3,13857.0,Demonstrations
North America,Protests,Peaceful protest,2,2636.0,Demonstrations
North America,Protests,Peaceful protest,1,1753.0,Demonstrations
North America,Protests,Peaceful protest,3,10114.0,Demonstrations
North America,Protests,Peaceful protest,1,7870.0,Demonstrations
North America,Protests,Peaceful protest,1,1753.0,Demonstrations
North America,Protests,Peaceful protest,3,11087.0,Demonstrations
North America,Protests,Peaceful protest,1,7829.0,Demonstrations
North America,Protests,Peaceful protest,4,13238.0,Demonstrations
North America,Protests,Peaceful protest,3,3925.0,Demonstrations
North America,Protests,Peaceful protest,2,9334.0,Demonstrations
North America,Protests,Peaceful protest,4,896.0,Demonstrations
North America,Protests,Peaceful protest,9,21813.0,Demonstrations
North America,Protests,Peaceful protest,7,23050.0,Demonstrations
North America,Protests,Peaceful protest,42,73144.0,Demonstrations
North America,Protests,Peaceful protest,28,51756.0,Demonstrations
North America,Protests,Peaceful protest,28,47652.0,Demonstrations
North America,Protests,Peaceful protest,12,14014.0,Demonstrations
North America,Protests,Peaceful protest,15,27466.0,Demonstrations
North America,Protests,Peaceful protest,14,25193.0,Demonstrations
North America,Protests,Peaceful protest,13,34217.0,Demonstrations
North America,Protests,Peaceful protest,13,24307.0,Demonstrations
North America,Protests,Peaceful protest,11,18916.0,Demonstrations
North America,Protests,Peaceful protest,17,19411.0,Demonstrations
North America,Protests,Peaceful protest,4,7082.0,Demonstrations
North America,Protests,Peaceful protest,5,6861.0,Demonstrations
North America,Protests,Peaceful protest,17,46443.0,Demonstrations
North America,Protests,Peaceful protest,6,2678.0,Demonstrations
North America,Protests,Peaceful protest,8,22764.0,Demonstrations
North America,Protests,Peaceful protest,9,27177.0,Demonstrations
North America,Protests,Peaceful protest,7,5987.0,Demonstrations
North America,Protests,Peaceful protest,6,12259.0,Demonstrations
North America,Protests,Peaceful protest,6,16391.0,Demonstrations
North America,Protests,Peaceful protest,7,10538.0,Demonstrations
North America,Protests,Peaceful protest,3,7872.0,Demonstrations
North America,Protests,Peaceful protest,5,17953.0,Demonstrations
North America,Protests,Peaceful protest,3,15239.0,Demonstrations
North America,Protests,Peaceful protest,5,12259.0,Demonstrations
North America,Protests,Peaceful protest,5,14008.0,Demonstrations
North America,Protests,Peaceful protest,4,11914.0,Demonstrations
North America,Protests,Peaceful protest,2,5522.0,Demonstrations
North America,Protests,Peaceful protest,4,13181.0,Demonstrations
North America,Protests,Peaceful protest,12,28777.0,Demonstrations
North America,Protests,Peaceful protest,1,1926.0,Demonstrations
North America,Protests,Peaceful protest,3,9211.0,Demonstrations
North America,Protests,Peaceful protest,9,23551.0,Demonstrations
North America,Protests,Peaceful protest,2,6013.0,Demonstrations
North America,Protests,Peaceful protest,6,13347.0,Demonstrations
North America,Protests,Peaceful protest,2,2870.0,Demonstrations
North America,Protests,Peaceful protest,3,4333.0,Demonstrations
North America,Protests,Peaceful protest,7,6693.0,Demonstrations
North America,Protests,Peaceful protest,2,6423.0,Demonstrations
North America,Protests,Peaceful protest,4,9077.0,Demonstrations
North America,Protests,Peaceful protest,7,28161.0,Demonstrations
North America,Protests,Peaceful protest,1,2998.0,Demonstrations
North America,Protests,Peaceful protest,7,14678.0,Demonstrations
North America,Protests,Peaceful protest,10,25374.0,Demonstrations
North America,Protests,Peaceful protest,4,14992.0,Demonstrations
North America,Protests,Peaceful protest,5,11439.0,Demonstrations
North America,Protests,Peaceful protest,6,22969.0,Demonstrations
North America,Protests,Peaceful protest,6,16473.0,Demonstrations
North America,Protests,Peaceful protest,3,11439.0,Demonstrations
North America,Protests,Peaceful protest,4,12026.0,Demonstrations
North America,Protests,Peaceful protest,5,12070.0,Demonstrations
North America,Protests,Peaceful protest,3,4778.0,Demonstrations
North America,Protests,Peaceful protest,4,11439.0,Demonstrations
North America,Protests,Peaceful protest,1,2870.0,Demonstrations
North America,Protests,Peaceful protest,1,2870.0,Demonstrations
North America,Protests,Peaceful protest,3,5962.0,Demonstrations
North America,Protests,Peaceful protest,8,18685.0,Demonstrations
North America,Protests,Peaceful protest,2,2640.0,Demonstrations
North America,Protests,Peaceful protest,2,10029.0,Demonstrations
North America,Protests,Peaceful protest,8,34020.0,Demonstrations
North America,Protests,Peaceful protest,4,5987.0,Demonstrations
North America,Protests,Peaceful protest,8,16990.0,Demonstrations
North America,Protests,Peaceful protest,9,28282.0,Demonstrations
North America,Protests,Peaceful protest,2,6518.0,Demonstrations
North America,Protests,Peaceful protest,3,20236.0,Demonstrations
North America,Protests,Peaceful protest,3,10085.0,Demonstrations
North America,Protests,Peaceful protest,4,4778.0,Demonstrations
North America,Protests,Peaceful protest,7,31258.0,Demonstrations
North America,Protests,Peaceful protest,5,17917.0,Demonstrations
North America,Protests,Peaceful protest,1,2870.0,Demonstrations
North America,Protests,Peaceful protest,3,10477.0,Demonstrations
North America,Protests,Peaceful protest,1,8524.0,Demonstrations
North America,Protests,Peaceful protest,3,8331.0,Demonstrations
North America,Protests,Peaceful protest,3,12623.0,Demonstrations
North America,Protests,Peaceful protest,2,11260.0,Demonstrations
North America,Protests,Peaceful protest,1,2870.0,Demonstrations
North America,Protests,Peaceful protest,3,2870.0,Demonstrations
North America,Protests,Peaceful protest,1,3567.0,Demonstrations
North America,Protests,Peaceful protest,2,5583.0,Demonstrations
North America,Protests,Peaceful protest,7,25507.0,Demonstrations
North America,Protests,Peaceful protest,4,11438.0,Demonstrations
North America,Protests,Peaceful protest,2,4797.0,Demonstrations
North America,Protests,Peaceful protest,1,2105.0,Demonstrations
North America,Protests,Peaceful protest,5,14703.0,Demonstrations
North America,Protests,Peaceful protest,3,13587.0,Demonstrations
North America,Protests,Peaceful protest,4,4797.0,Demonstrations
North America,Protests,Peaceful protest,5,22658.0,Demonstrations
North America,Protests,Peaceful protest,4,4797.0,Demonstrations
North America,Protests,Peaceful protest,3,4797.0,Demonstrations
North America,Protests,Peaceful protest,1,1916.0,Demonstrations
North America,Protests,Peaceful protest,2,8284.0,Demonstrations
North America,Protests,Peaceful protest,3,4797.0,Demonstrations
North America,Protests,Peaceful protest,2,9236.0,Demonstrations
North America,Protests,Peaceful protest,2,15877.0,Demonstrations
North America,Protests,Peaceful protest,3,7747.0,Demonstrations
North America,Protests,Peaceful protest,2,2881.0,Demonstrations
North America,Protests,Peaceful protest,1,2881.0,Demonstrations
North America,Protests,Peaceful protest,8,34169.0,Demonstrations
North America,Protests,Peaceful protest,3,5583.0,Demonstrations
North America,Protests,Peaceful protest,1,2702.0,Demonstrations
North America,Protests,Peaceful protest,1,8601.0,Demonstrations
North America,Protests,Peaceful protest,5,24046.0,Demonstrations
North America,Protests,Peaceful protest,4,16056.0,Demonstrations
North America,Protests,Peaceful protest,3,13398.0,Demonstrations
North America,Protests,Peaceful protest,3,4464.0,Demonstrations
North America,Protests,Peaceful protest,4,16100.0,Demonstrations
North America,Protests,Peaceful protest,2,8604.0,Demonstrations
North America,Protests,Peaceful protest,1,1006.0,Demonstrations
North America,Protests,Peaceful protest,1,3010.0,Demonstrations
North America,Protests,Peaceful protest,1,8557.0,Demonstrations
North America,Protests,Peaceful protest,1,2881.0,Demonstrations
North America,Protests,Peaceful protest,1,1251.0,Demonstrations
North America,Protests,Peaceful protest,3,3130.0,Demonstrations
North America,Protests,Peaceful protest,4,12026.0,Demonstrations
North America,Protests,Peaceful protest,2,11482.0,Demonstrations
North America,Protests,Peaceful protest,3,6205.0,Demonstrations
North America,Protests,Peaceful protest,1,2881.0,Demonstrations
North America,Protests,Peaceful protest,1,2881.0,Demonstrations
North America,Protests,Peaceful protest,5,13354.0,Demonstrations
North America,Protests,Peaceful protest,3,4974.0,Demonstrations
North America,Protests,Peaceful protest,2,6696.0,Demonstrations
North America,Protests,Peaceful protest,6,10473.0,Demonstrations
North America,Protests,Peaceful protest,1,1916.0,Demonstrations
North America,Protests,Peaceful protest,2,2448.0,Demonstrations
North America,Protests,Peaceful protest,1,2896.0,Demonstrations
North America,Protests,Peaceful protest,1,8645.0,Demonstrations
North America,Protests,Peaceful protest,4,11814.0,Demonstrations
North America,Protests,Peaceful protest,2,2896.0,Demonstrations
North America,Protests,Peaceful protest,3,2896.0,Demonstrations
North America,Protests,Peaceful protest,1,1925.0,Demonstrations
North America,Protests,Peaceful protest,9,21638.0,Demonstrations
North America,Protests,Peaceful protest,2,2896.0,Demonstrations
North America,Protests,Peaceful protest,2,5560.0,Demonstrations
North America,Protests,Peaceful protest,8,14936.0,Demonstrations
North America,Protests,Peaceful protest,1,8600.0,Demonstrations
North America,Protests,Peaceful protest,13,28887.0,Demonstrations
North America,Protests,Peaceful protest,2,2979.0,Demonstrations
North America,Protests,Peaceful protest,4,5814.0,Demonstrations
North America,Protests,Peaceful protest,2,3074.0,Demonstrations
North America,Protests,Peaceful protest,3,13421.0,Demonstrations
North America,Protests,Peaceful protest,1,250.0,Demonstrations
North America,Protests,Peaceful protest,1,2116.0,Demonstrations
North America,Protests,Peaceful protest,2,12199.0,Demonstrations
North America,Protests,Peaceful protest,4,2896.0,Demonstrations
North America,Protests,Peaceful protest,1,7357.0,Demonstrations
North America,Protests,Peaceful protest,2,4821.0,Demonstrations
North America,Protests,Peaceful protest,3,14155.0,Demonstrations
North America,Protests,Peaceful protest,2,4821.0,Demonstrations
North America,Protests,Peaceful protest,5,13956.0,Demonstrations
North America,Protests,Peaceful protest,1,2896.0,Demonstrations
North America,Protests,Peaceful protest,1,3254.0,Demonstrations
North America,Protests,Peaceful protest,1,7357.0,Demonstrations
North America,Protests,Peaceful protest,2,6495.0,Demonstrations
North America,Protests,Peaceful protest,1,7357.0,Demonstrations
North America,Protests,Peaceful protest,4,5611.0,Demonstrations
North America,Protests,Peaceful protest,3,5793.0,Demonstrations
North America,Protests,Peaceful protest,1,3171.0,Demonstrations
North America,Protests,Peaceful protest,1,7357.0,Demonstrations
North America,Protests,Peaceful protest,3,6040.0,Demonstrations
North America,Protests,Peaceful protest,6,11550.0,Demonstrations
North America,Protests,Peaceful protest,3,13421.0,Demonstrations
North America,Protests,Peaceful protest,6,7965.0,Demonstrations
North America,Protests,Peaceful protest,5,12178.0,Demonstrations
North America,Protests,Peaceful protest,2,2896.0,Demonstrations
North America,Protests,Peaceful protest,4,17006.0,Demonstrations
North America,Protests,Peaceful protest,2,5099.0,Demonstrations
North America,Protests,Peaceful protest,1,2896.0,Demonstrations
North America,Protests,Peaceful protest,5,2896.0,Demonstrations
North America,Protests,Peaceful protest,4,11590.0,Demonstrations
North America,Protests,Peaceful protest,1,1925.0,Demonstrations
North America,Protests,Peaceful protest,1,2896.0,Demonstrations
North America,Protests,Peaceful protest,1,2896.0,Demonstrations
North America,Protests,Peaceful protest,5,13466.0,Demonstrations
North America,Protests,Peaceful protest,2,2896.0,Demonstrations
North America,Protests,Peaceful protest,2,4821.0,Demonstrations
North America,Protests,Peaceful protest,3,4821.0,Demonstrations
North America,Protests,Peaceful protest,2,10761.0,Demonstrations
North America,Protests,Peaceful protest,3,7965.0,Demonstrations
North America,Protests,Peaceful protest,5,9890.0,Demonstrations
North America,Protests,Peaceful protest,1,2896.0,Demonstrations
North America,Protests,Peaceful protest,2,5560.0,Demonstrations
North America,Protests,Peaceful protest,2,5514.0,Demonstrations
North America,Protests,Peaceful protest,1,1476.0,Demonstrations
North America,Protests,Peaceful protest,2,4821.0,Demonstrations
North America,Protests,Peaceful protest,1,2896.0,Demonstrations
North America,Protests,Peaceful protest,1,3928.0,Demonstrations
North America,Protests,Peaceful protest,6,2896.0,Demonstrations
North America,Protests,Peaceful protest,2,2896.0,Demonstrations
North America,Protests,Peaceful protest,2,4821.0,Demonstrations
North America,Protests,Peaceful protest,12,20732.0,Demonstrations
North America,Protests,Peaceful protest,8,19200.0,Demonstrations
North America,Protests,Peaceful protest,6,11496.0,Demonstrations
North America,Protests,Peaceful protest,3,11496.0,Demonstrations
North America,Protests,Peaceful protest,4,10944.0,Demonstrations
North America,Protests,Peaceful protest,3,7835.0,Demonstrations
North America,Protests,Peaceful protest,3,13507.0,Demonstrations
North America,Protests,Peaceful protest,8,14381.0,Demonstrations
North America,Protests,Peaceful protest,2,10253.0,Demonstrations
North America,Protests,Peaceful protest,1,3171.0,Demonstrations
North America,Protests,Peaceful protest,1,2896.0,Demonstrations
North America,Protests,Peaceful protest,2,10253.0,Demonstrations
North America,Protests,Peaceful protest,1,2896.0,Demonstrations
North America,Protests,Peaceful protest,1,2896.0,Demonstrations
North America,Protests,Peaceful protest,3,13397.0,Demonstrations
North America,Protests,Peaceful protest,1,7357.0,Demonstrations
North America,Protests,Peaceful protest,3,2896.0,Demonstrations
North America,Protests,Peaceful protest,1,2896.0,Demonstrations
North America,Protests,Peaceful protest,2,9282.0,Demonstrations
North America,Protests,Peaceful protest,4,9625.0,Demonstrations
North America,Protests,Peaceful protest,7,20273.0,Demonstrations
North America,Protests,Peaceful protest,3,8270.0,Demonstrations
North America,Protests,Peaceful protest,3,4821.0,Demonstrations
North America,Protests,Peaceful protest,1,2896.0,Demonstrations
North America,Protests,Peaceful protest,3,4821.0,Demonstrations
North America,Protests,Peaceful protest,3,4821.0,Demonstrations
North America,Protests,Peaceful protest,1,3585.0,Demonstrations
North America,Protests,Peaceful protest,2,1925.0,Demonstrations
North America,Protests,Peaceful protest,1,3585.0,Demonstrations
North America,Protests,Peaceful protest,4,4821.0,Demonstrations
North America,Protests,Peaceful protest,1,1925.0,Demonstrations
North America,Protests,Peaceful protest,1,2664.0,Demonstrations
North America,Protests,Peaceful protest,4,13699.0,Demonstrations
North America,Protests,Peaceful protest,1,7357.0,Demonstrations
North America,Protests,Peaceful protest,12,36932.0,Demonstrations
North America,Protests,Peaceful protest,3,13189.0,Demonstrations
North America,Protests,Peaceful protest,8,32345.0,Demonstrations
North America,Protests,Peaceful protest,3,4821.0,Demonstrations
North America,Protests,Peaceful protest,7,23160.0,Demonstrations
North America,Protests,Peaceful protest,7,8732.0,Demonstrations
North America,Protests,Peaceful protest,8,11924.0,Demonstrations
North America,Protests,Peaceful protest,11,25495.0,Demonstrations
North America,Protests,Peaceful protest,3,7051.0,Demonstrations
North America,Protests,Peaceful protest,25,81407.0,Demonstrations
North America,Protests,Peaceful protest,2,5012.0,Demonstrations
North America,Protests,Peaceful protest,9,25355.0,Demonstrations
North America,Protests,Peaceful protest,7,27654.0,Demonstrations
North America,Protests,Peaceful protest,4,21568.0,Demonstrations
North America,Protests,Peaceful protest,4,14708.0,Demonstrations
North America,Protests,Peaceful protest,3,6481.0,Demonstrations
North America,Protests,Peaceful protest,2,11360.0,Demonstrations
North America,Protests,Peaceful protest,3,10758.0,Demonstrations
North America,Protests,Peaceful protest,43,129952.0,Demonstrations
North America,Protests,Peaceful protest,3,7485.0,Demonstrations
North America,Protests,Peaceful protest,5,7485.0,Demonstrations
North America,Protests,Peaceful protest,1,7357.0,Demonstrations
North America,Protests,Peaceful protest,9,24799.0,Demonstrations
North America,Protests,Peaceful protest,4,7505.0,Demonstrations
North America,Protests,Peaceful protest,1,2896.0,Demonstrations
North America,Protests,Peaceful protest,5,11166.0,Demonstrations
North America,Protests,Peaceful protest,4,13659.0,Demonstrations
North America,Protests,Peaceful protest,2,10021.0,Demonstrations
North America,Protests,Peaceful protest,1,2896.0,Demonstrations
North America,Protests,Peaceful protest,7,13364.0,Demonstrations
North America,Protests,Peaceful protest,3,11942.0,Demonstrations
North America,Protests,Peaceful protest,6,20189.0,Demonstrations
North America,Protests,Peaceful protest,3,4589.0,Demonstrations
North America,Protests,Peaceful protest,3,11414.0,Demonstrations
North America,Protests,Peaceful protest,5,16106.0,Demonstrations
North America,Protests,Peaceful protest,4,9616.0,Demonstrations
North America,Protests,Protest with intervention,1,2636.0,Demonstrations
North America,Protests,Protest with intervention,1,1753.0,Demonstrations
North America,Protests,Protest with intervention,1,2636.0,Demonstrations
North America,Protests,Protest with intervention,1,2636.0,Demonstrations
North America,Protests,Protest with intervention,2,9334.0,Demonstrations
North America,Protests,Protest with intervention,2,9961.0,Demonstrations
North America,Protests,Protest with intervention,1,2636.0,Demonstrations
North America,Protests,Protest with intervention,1,2636.0,Demonstrations
North America,Protests,Protest with intervention,2,2636.0,Demonstrations
North America,Protests,Protest with intervention,1,6698.0,Demonstrations
North America,Protests,Protest with intervention,1,2636.0,Demonstrations
North America,Protests,Protest with intervention,1,2636.0,Demonstrations
North America,Protests,Protest with intervention,1,2636.0,Demonstrations
North America,Protests,Protest with intervention,1,2870.0,Demonstrations
North America,Protests,Protest with intervention,1,1908.0,Demonstrations
North America,Protests,Protest with intervention,1,2896.0,Demonstrations
North America,Protests,Protest with intervention,1,3928.0,Demonstrations
North America,Protests,Protest with intervention,1,2896.0,Demonstrations
North America,Protests,Protest with intervention,1,2896.0,Demonstrations
North America,Protests,Protest with intervention,1,2896.0,Demonstrations
North America,Protests,Protest with intervention,1,2896.0,Demonstrations
North America,Protests,Protest with intervention,1,83.0,Demonstrations
North America,Protests,Protest with intervention,1,2896.0,Demonstrations
North America,Riots,Mob violence,1,30646.0,Political violence
North America,Riots,Mob violence,1,8145.0,Political violence
North America,Riots,Violent demonstration,2,40859.0,Demonstrations
North America,Riots,Violent demonstration,5,59401.0,Demonstrations
North America,Riots,Violent demonstration,1,40859.0,Demonstrations
North America,Riots,Violent demonstration,1,40859.0,Demonstrations
North America,Riots,Violent demonstration,1,772.0,Demonstrations
North America,Riots,Violent demonstration,1,11122.0,Demonstrations
North America,Riots,Violent demonstration,1,16629.0,Demonstrations
North America,Riots,Violent demonstration,1,18221.0,Demonstrations
North America,Riots,Violent demonstration,2,40859.0,Demonstrations
North America,Riots,Violent demonstration,1,40859.0,Demonstrations
North America,Riots,Violent demonstration,1,40859.0,Demonstrations
North America,Riots,Violent demonstration,1,40859.0,Demonstrations
North America,Riots,Violent demonstration,1,44486.0,Demonstrations
North America,Riots,Violent demonstration,1,44882.0,Demonstrations
North America,Violence against civilians,Abduction/forced disappearance,1,3007.0,Political violence
North America,Violence against civilians,Attack,1,16629.0,Political violence
North America,Violence against civilians,Attack,1,91196.0,Political violence
North America,Violence against civilians,Attack,1,1155.0,Political violence
North America,Violence against civilians,Attack,1,18106.0,Political violence
North America,Violence against civilians,Attack,1,44657.0,Political violence
North America,Violence against civilians,Attack,1,65631.0,Political violence
North America,Violence against civilians,Attack,1,12155.0,Political violence
North America,Violence against civilians,Attack,1,83084.0,Political violence
North America,Violence against civilians,Attack,1,3361.0,Political violence
North America,Protests,Peaceful protest,2,9850.0,Demonstrations
North America,Protests,Peaceful protest,2,11447.0,Demonstrations
North America,Protests,Peaceful protest,7,22995.0,Demonstrations
North America,Protests,Peaceful protest,3,10620.0,Demonstrations
North America,Protests,Peaceful protest,9,26580.0,Demonstrations
North America,Protests,Peaceful protest,1,6955.0,Demonstrations
North America,Protests,Peaceful protest,4,15784.0,Demonstrations
North America,Protests,Peaceful protest,1,6955.0,Demonstrations
North America,Protests,Peaceful protest,1,6955.0,Demonstrations
North America,Protests,Peaceful protest,2,1803.0,Demonstrations
North America,Protests,Peaceful protest,1,10723.0,Demonstrations
North America,Protests,Peaceful protest,1,6955.0,Demonstrations
North America,Protests,Peaceful protest,1,1249.0,Demonstrations
North America,Protests,Peaceful protest,1,1249.0,Demonstrations
North America,Protests,Peaceful protest,6,8896.0,Demonstrations
North America,Protests,Peaceful protest,4,2560.0,Demonstrations
North America,Protests,Peaceful protest,3,5786.0,Demonstrations
North America,Protests,Peaceful protest,1,1249.0,Demonstrations
North America,Protests,Peaceful protest,4,7128.0,Demonstrations
North America,Protests,Peaceful protest,7,25257.0,Demonstrations
North America,Protests,Peaceful protest,5,16894.0,Demonstrations
North America,Protests,Peaceful protest,66,136963.0,Demonstrations
North America,Protests,Peaceful protest,62,130441.0,Demonstrations
North America,Protests,Peaceful protest,35,68182.0,Demonstrations
North America,Protests,Peaceful protest,8,36319.0,Demonstrations
North America,Protests,Peaceful protest,8,34078.0,Demonstrations
North America,Protests,Peaceful protest,6,21903.0,Demonstrations
North America,Protests,Peaceful protest,4,10377.0,Demonstrations
North America,Protests,Peaceful protest,15,26541.0,Demonstrations
North America,Protests,Peaceful protest,31,95285.0,Demonstrations
North America,Protests,Peaceful protest,4,11972.0,Demonstrations
North America,Protests,Peaceful protest,4,22320.0,Demonstrations
North America,Protests,Peaceful protest,6,12732.0,Demonstrations
North America,Protests,Peaceful protest,10,39733.0,Demonstrations
North America,Protests,Peaceful protest,7,42015.0,Demonstrations
North America,Protests,Peaceful protest,6,20163.0,Demonstrations
North America,Protests,Peaceful protest,8,43641.0,Demonstrations
North America,Protests,Peaceful protest,7,15727.0,Demonstrations
North America,Protests,Peaceful protest,6,12889.0,Demonstrations
North America,Protests,Peaceful protest,2,5325.0,Demonstrations
North America,Protests,Peaceful protest,5,22668.0,Demonstrations
North America,Protests,Peaceful protest,6,32807.0,Demonstrations
North America,Protests,Peaceful protest,4,14345.0,Demonstrations
North America,Protests,Peaceful protest,5,11233.0,Demonstrations
North America,Protests,Peaceful protest,2,1595.0,Demonstrations
North America,Protests,Peaceful protest,4,8026.0,Demonstrations
North America,Protests,Peaceful protest,4,16718.0,Demonstrations
North America,Protests,Peaceful protest,2,6719.0,Demonstrations
North America,Protests,Peaceful protest,5,14503.0,Demonstrations
North America,Protests,Peaceful protest,4,15131.0,Demonstrations
North America,Protests,Peaceful protest,2,1249.0,Demonstrations
North America,Protests,Peaceful protest,4,7770.0,Demonstrations
North America,Protests,Peaceful protest,2,6466.0,Demonstrations
North America,Protests,Peaceful protest,5,12083.0,Demonstrations
North America,Protests,Peaceful protest,4,32345.0,Demonstrations
North America,Protests,Peaceful protest,3,18682.0,Demonstrations
North America,Protests,Peaceful protest,2,2300.0,Demonstrations
North America,Protests,Peaceful protest,3,24901.0,Demonstrations
North America,Protests,Peaceful protest,1,3152.0,Demonstrations
North America,Protests,Peaceful protest,5,30459.0,Demonstrations
North America,Protests,Peaceful protest,5,11271.0,Demonstrations
North America,Protests,Peaceful protest,8,30502.0,Demonstrations
North America,Protests,Peaceful protest,6,31466.0,Demonstrations
North America,Protests,Peaceful protest,5,16135.0,Demonstrations
North America,Protests,Peaceful protest,6,29727.0,Demonstrations
North America,Protests,Peaceful protest,15,55914.0,Demonstrations
North America,Protests,Peaceful protest,5,14192.0,Demonstrations
North America,Protests,Peaceful protest,10,46334.0,Demonstrations
North America,Protests,Peaceful protest,5,32897.0,Demonstrations
North America,Protests,Peaceful protest,5,13766.0,Demonstrations
North America,Protests,Peaceful protest,12,32784.0,Demonstrations
North America,Protests,Peaceful protest,8,19281.0,Demonstrations
North America,Protests,Peaceful protest,6,7717.0,Demonstrations
North America,Protests,Peaceful protest,1,4939.0,Demonstrations
North America,Protests,Peaceful protest,5,14901.0,Demonstrations
North America,Protests,Peaceful protest,3,18325.0,Demonstrations
North America,Protests,Peaceful protest,1,6006.0,Demonstrations
North America,Protests,Peaceful protest,3,8470.0,Demonstrations
North America,Protests,Peaceful protest,1,1359.0,Demonstrations
North America,Protests,Peaceful protest,2,14794.0,Demonstrations
North America,Protests,Peaceful protest,5,8658.0,Demonstrations
North America,Protests,Peaceful protest,2,9423.0,Demonstrations
North America,Protests,Peaceful protest,2,3867.0,Demonstrations
North America,Protests,Peaceful protest,1,604.0,Demonstrations
North America,Protests,Peaceful protest,3,2444.0,Demonstrations
North America,Protests,Peaceful protest,1,2397.0,Demonstrations
North America,Protests,Peaceful protest,1,4438.0,Demonstrations
North America,Protests,Peaceful protest,4,8931.0,Demonstrations
North America,Protests,Peaceful protest,4,22889.0,Demonstrations
North America,Protests,Peaceful protest,9,29025.0,Demonstrations
North America,Protests,Peaceful protest,6,18408.0,Demonstrations
North America,Protests,Peaceful protest,3,7712.0,Demonstrations
North America,Protests,Peaceful protest,3,9148.0,Demonstrations
North America,Protests,Peaceful protest,2,2802.0,Demonstrations
North America,Protests,Peaceful protest,4,14838.0,Demonstrations
North America,Protests,Peaceful protest,6,21464.0,Demonstrations
North America,Protests,Peaceful protest,4,15952.0,Demonstrations
North America,Protests,Peaceful protest,1,7572.0,Demonstrations
North America,Protests,Peaceful protest,1,1359.0,Demonstrations
North America,Protests,Peaceful protest,3,10849.0,Demonstrations
North America,Protests,Peaceful protest,2,1359.0,Demonstrations
North America,Protests,Peaceful protest,3,26427.0,Demonstrations
North America,Protests,Peaceful protest,2,655.0,Demonstrations
North America,Protests,Peaceful protest,1,651.0,Demonstrations
North America,Protests,Peaceful protest,3,18004.0,Demonstrations
North America,Protests,Peaceful protest,7,21347.0,Demonstrations
North America,Protests,Peaceful protest,3,26159.0,Demonstrations
North America,Protests,Peaceful protest,4,36103.0,Demonstrations
North America,Protests,Peaceful protest,8,47220.0,Demonstrations
North America,Protests,Peaceful protest,10,30247.0,Demonstrations
North America,Protests,Peaceful protest,12,74633.0,Demonstrations
North America,Protests,Peaceful protest,3,20686.0,Demonstrations
North America,Protests,Peaceful protest,4,30234.0,Demonstrations
North America,Protests,Peaceful protest,1,9825.0,Demonstrations
North America,Protests,Peaceful protest,4,1924.0,Demonstrations
North America,Protests,Peaceful protest,7,15392.0,Demonstrations
North America,Protests,Peaceful protest,10,39298.0,Demonstrations
North America,Protests,Peaceful protest,8,19930.0,Demonstrations
North America,Protests,Peaceful protest,10,40938.0,Demonstrations
North America,Protests,Peaceful protest,4,13665.0,Demonstrations
North America,Protests,Peaceful protest,7,31957.0,Demonstrations
North America,Protests,Peaceful protest,7,21326.0,Demonstrations
