WEEK,COUNTRY,ADMIN1,EVENT_TYPE,SUB_EVENT_TYPE,EVENTS,FATALITIES,POPULATION_EXPOSURE,DISORDER_TYPE
01/18/2020,Russia,Altai,Protests,Peaceful protest,1,0,4959.0,Demonstrations
01/25/2020,Russia,Altai,Protests,Peaceful protest,2,0,13548.0,Demonstrations
02/08/2020,Russia,Altai,Protests,Peaceful protest,1,0,13548.0,Demonstrations
02/15/2020,Russia,Altai,Protests,Peaceful protest,1,0,13548.0,Demonstrations
02/29/2020,Russia,Altai,Protests,Peaceful protest,2,0,13548.0,Demonstrations
03/14/2020,Russia,Altai,Protests,Peaceful protest,2,0,15108.0,Demonstrations
03/21/2020,Russia,Altai,Protests,Peaceful protest,2,0,13548.0,Demonstrations
06/06/2020,Russia,Altai,Protests,Peaceful protest,2,0,13548.0,Demonstrations
06/20/2020,Russia,Altai,Protests,Peaceful protest,2,0,15037.0,Demonstrations
06/27/2020,Russia,Altai,Protests,Peaceful protest,1,0,13548.0,Demonstrations
09/26/2020,Russia,Altai,Protests,Peaceful protest,1,0,13548.0,Demonstrations
10/03/2020,Russia,Altai,Protests,Peaceful protest,1,0,13548.0,Demonstrations
10/10/2020,Russia,Altai,Protests,Peaceful protest,1,0,13548.0,Demonstrations
10/17/2020,Russia,Altai,Protests,Peaceful protest,1,0,13548.0,Demonstrations
10/24/2020,Russia,Altai,Protests,Peaceful protest,2,0,13548.0,Demonstrations
10/31/2020,Russia,Altai,Protests,Peaceful protest,3,0,13548.0,Demonstrations
11/07/2020,Russia,Altai,Protests,Peaceful protest,1,0,13548.0,Demonstrations
11/14/2020,Russia,Altai,Protests,Peaceful protest,1,0,13548.0,Demonstrations
11/28/2020,Russia,Altai,Protests,Peaceful protest,1,0,13548.0,Demonstrations
12/05/2020,Russia,Altai,Protests,Peaceful protest,1,0,13548.0,Demonstrations
12/26/2020,Russia,Altai,Protests,Peaceful protest,1,0,13548.0,Demonstrations
01/02/2021,Russia,Altai,Protests,Peaceful protest,1,0,13489.0,Demonstrations
01/09/2021,Russia,Altai,Protests,Peaceful protest,1,0,13489.0,Demonstrations
01/16/2021,Russia,Altai,Protests,Peaceful protest,1,0,13489.0,Demonstrations
01/30/2021,Russia,Altai,Protests,Peaceful protest,1,0,10922.0,Demonstrations
02/13/2021,Russia,Altai,Protests,Peaceful protest,1,0,13489.0,Demonstrations
02/27/2021,Russia,Altai,Protests,Peaceful protest,1,0,13489.0,Demonstrations
03/13/2021,Russia,Altai,Protests,Peaceful protest,1,0,13489.0,Demonstrations
03/27/2021,Russia,Altai,Protests,Peaceful protest,1,0,13489.0,Demonstrations
04/03/2021,Russia,Altai,Protests,Peaceful protest,1,0,13489.0,Demonstrations
04/24/2021,Russia,Altai,Protests,Peaceful protest,1,0,13489.0,Demonstrations
05/15/2021,Russia,Altai,Protests,Peaceful protest,1,0,13489.0,Demonstrations
05/29/2021,Russia,Altai,Protests,Peaceful protest,1,0,13489.0,Demonstrations
06/12/2021,Russia,Altai,Protests,Peaceful protest,1,0,86.0,Demonstrations
06/19/2021,Russia,Altai,Protests,Peaceful protest,2,0,13489.0,Demonstrations
07/10/2021,Russia,Altai,Protests,Peaceful protest,1,0,13489.0,Demonstrations
07/24/2021,Russia,Altai,Protests,Peaceful protest,1,0,2674.0,Demonstrations
08/14/2021,Russia,Altai,Protests,Peaceful protest,1,0,13489.0,Demonstrations
08/21/2021,Russia,Altai,Protests,Peaceful protest,1,0,13489.0,Demonstrations
09/25/2021,Russia,Altai,Protests,Peaceful protest,1,0,13489.0,Demonstrations
10/23/2021,Russia,Altai,Protests,Peaceful protest,1,0,13489.0,Demonstrations
10/30/2021,Russia,Altai,Protests,Peaceful protest,1,0,13489.0,Demonstrations
01/29/2022,Russia,Altai,Protests,Peaceful protest,1,0,13452.0,Demonstrations
03/12/2022,Russia,Altai,Protests,Peaceful protest,1,0,13452.0,Demonstrations
04/16/2022,Russia,Altai,Protests,Peaceful protest,1,0,13452.0,Demonstrations
04/30/2022,Russia,Altai,Protests,Peaceful protest,1,0,13452.0,Demonstrations
05/14/2022,Russia,Altai,Protests,Peaceful protest,1,0,13452.0,Demonstrations
05/21/2022,Russia,Altai,Protests,Peaceful protest,1,0,13452.0,Demonstrations
06/04/2022,Russia,Altai,Protests,Peaceful protest,1,0,13452.0,Demonstrations
08/06/2022,Russia,Altai,Protests,Peaceful protest,1,0,13452.0,Demonstrations
09/03/2022,Russia,Altai,Protests,Peaceful protest,1,0,2667.0,Demonstrations
09/17/2022,Russia,Altai,Protests,Peaceful protest,3,0,13452.0,Demonstrations
09/24/2022,Russia,Altai,Protests,Peaceful protest,1,0,13452.0,Demonstrations
01/07/2023,Russia,Altai,Protests,Peaceful protest,1,0,10872.0,Demonstrations
01/21/2023,Russia,Altai,Protests,Peaceful protest,1,0,13427.0,Demonstrations
01/28/2023,Russia,Altai,Protests,Peaceful protest,1,0,1729.0,Demonstrations
02/04/2023,Russia,Altai,Protests,Peaceful protest,1,0,2662.0,Demonstrations
02/11/2023,Russia,Altai,Protests,Peaceful protest,3,0,26446.0,Demonstrations
02/25/2023,Russia,Altai,Protests,Peaceful protest,1,0,13427.0,Demonstrations
03/04/2023,Russia,Altai,Protests,Peaceful protest,2,0,12601.0,Demonstrations
03/18/2023,Russia,Altai,Protests,Peaceful protest,1,0,10872.0,Demonstrations
04/08/2023,Russia,Altai,Protests,Peaceful protest,1,0,86.0,Demonstrations
07/29/2023,Russia,Altai,Protests,Peaceful protest,1,0,10872.0,Demonstrations
09/30/2023,Russia,Altai,Protests,Peaceful protest,2,0,13486.0,Demonstrations
11/25/2023,Russia,Altai,Protests,Peaceful protest,1,0,3925.0,Demonstrations
12/23/2023,Russia,Altai,Protests,Peaceful protest,1,0,2147.0,Demonstrations
01/27/2024,Russia,Altai,Protests,Peaceful protest,1,0,10872.0,Demonstrations
06/29/2024,Russia,Altai,Protests,Peaceful protest,1,0,10872.0,Demonstrations
08/10/2024,Russia,Altai,Protests,Peaceful protest,1,0,4533.0,Demonstrations
08/17/2024,Russia,Altai,Protests,Peaceful protest,1,0,13427.0,Demonstrations
09/21/2024,Russia,Altai,Protests,Peaceful protest,1,0,13427.0,Demonstrations
10/26/2024,Russia,Altai,Protests,Peaceful protest,1,0,1851.0,Demonstrations
11/02/2024,Russia,Altai,Protests,Peaceful protest,1,0,13427.0,Demonstrations
11/09/2024,Russia,Altai,Protests,Peaceful protest,1,0,2790.0,Demonstrations
03/01/2025,Russia,Altai,Protests,Peaceful protest,1,0,13427.0,Demonstrations
03/08/2025,Russia,Altai,Protests,Peaceful protest,1,0,2662.0,Demonstrations
04/05/2025,Russia,Altai,Protests,Peaceful protest,1,0,2662.0,Demonstrations
04/12/2025,Russia,Altai,Protests,Peaceful protest,1,0,2790.0,Demonstrations
04/26/2025,Russia,Altai,Protests,Peaceful protest,1,0,13427.0,Demonstrations
05/31/2025,Russia,Altai,Protests,Peaceful protest,1,0,417.0,Demonstrations
07/05/2025,Russia,Altai,Protests,Peaceful protest,1,0,13427.0,Demonstrations
07/12/2025,Russia,Altai,Protests,Peaceful protest,1,0,4533.0,Demonstrations
08/16/2025,Russia,Altai,Protests,Peaceful protest,1,0,2662.0,Demonstrations
04/25/2020,Russia,Altai,Protests,Protest with intervention,1,0,13548.0,Demonstrations
08/01/2020,Russia,Altai,Protests,Protest with intervention,1,0,13548.0,Demonstrations
08/15/2020,Russia,Altai,Protests,Protest with intervention,1,0,13548.0,Demonstrations
10/24/2020,Russia,Altai,Protests,Protest with intervention,1,0,13548.0,Demonstrations
01/23/2021,Russia,Altai,Protests,Protest with intervention,2,0,24411.0,Demonstrations
01/30/2021,Russia,Altai,Protests,Protest with intervention,1,0,13489.0,Demonstrations
04/17/2021,Russia,Altai,Protests,Protest with intervention,1,0,13489.0,Demonstrations
07/31/2021,Russia,Altai,Protests,Protest with intervention,1,0,13489.0,Demonstrations
09/11/2021,Russia,Altai,Protests,Protest with intervention,1,0,13489.0,Demonstrations
02/26/2022,Russia,Altai,Protests,Protest with intervention,1,0,13452.0,Demonstrations
03/05/2022,Russia,Altai,Protests,Protest with intervention,1,0,13452.0,Demonstrations
03/12/2022,Russia,Altai,Protests,Protest with intervention,1,0,13452.0,Demonstrations
09/24/2022,Russia,Altai,Protests,Protest with intervention,1,0,13452.0,Demonstrations
02/18/2023,Russia,Altai,Protests,Protest with intervention,1,0,13427.0,Demonstrations
09/30/2023,Russia,Altai,Protests,Protest with intervention,1,0,13427.0,Demonstrations
01/27/2024,Russia,Altai,Protests,Protest with intervention,1,0,13427.0,Demonstrations
04/11/2020,Russia,Altai,Riots,Mob violence,1,0,40726.0,Political violence
07/02/2022,Russia,Altai,Violence against civilians,Attack,1,0,40439.0,Political violence
03/11/2023,Russia,Altai,Violence against civilians,Attack,1,0,19884.0,Political violence
05/31/2025,Russia,Altai,Violence against civilians,Attack,1,0,40363.0,Political violence
06/21/2025,Russia,Altai,Violence against civilians,Attack,1,0,40363.0,Political violence
08/30/2025,Russia,Altai,Violence against civilians,Attack,1,0,40363.0,Political violence
06/07/2025,Russia,Altai,Violence against civilians,Sexual violence,1,0,40363.0,Political violence
06/14/2025,Russia,Altai,Violence against civilians,Sexual violence,1,0,40363.0,Political violence
06/21/2025,Russia,Altai,Violence against civilians,Sexual violence,1,0,40363.0,Political violence
08/23/2025,Russia,Altai,Violence against civilians,Sexual violence,1,0,40363.0,Political violence
09/13/2025,Russia,Altai,Violence against civilians,Sexual violence,1,0,40363.0,Political violence
09/20/2025,Russia,Altai,Violence against civilians,Sexual violence,1,0,40363.0,Political violence
05/31/2025,Russia,Amur,Explosions/Remote violence,Remote explosive/landmine/IED,1,1,10650.0,Political violence
02/22/2020,Russia,Amur,Protests,Peaceful protest,1,0,8859.0,Demonstrations
03/14/2020,Russia,Amur,Protests,Peaceful protest,1,0,8859.0,Demonstrations
01/30/2021,Russia,Amur,Protests,Peaceful protest,1,0,8820.0,Demonstrations
02/13/2021,Russia,Amur,Protests,Peaceful protest,1,0,8820.0,Demonstrations
04/02/2022,Russia,Amur,Protests,Peaceful protest,1,0,3386.0,Demonstrations
04/16/2022,Russia,Amur,Protests,Peaceful protest,1,0,1756.0,Demonstrations
08/13/2022,Russia,Amur,Protests,Peaceful protest,1,0,8797.0,Demonstrations
08/31/2024,Russia,Amur,Protests,Peaceful protest,1,0,1918.0,Demonstrations
12/21/2024,Russia,Amur,Protests,Peaceful protest,1,0,329.0,Demonstrations
03/29/2025,Russia,Amur,Protests,Peaceful protest,1,0,8780.0,Demonstrations
01/23/2021,Russia,Amur,Protests,Protest with intervention,1,0,8820.0,Demonstrations
04/17/2021,Russia,Amur,Protests,Protest with intervention,1,0,8820.0,Demonstrations
07/11/2020,Russia,Amur,Riots,Violent demonstration,1,0,16282.0,Demonstrations
06/05/2021,Russia,Amur,Violence against civilians,Attack,1,0,37818.0,Political violence
09/18/2021,Russia,Amur,Violence against civilians,Attack,1,0,37818.0,Political violence
08/09/2025,Russia,Arkhangelsk,Battles,Armed clash,1,1,13416.0,Political violence
01/25/2020,Russia,Arkhangelsk,Protests,Peaceful protest,3,0,24390.0,Demonstrations
02/01/2020,Russia,Arkhangelsk,Protests,Peaceful protest,1,0,7005.0,Demonstrations
02/08/2020,Russia,Arkhangelsk,Protests,Peaceful protest,1,0,3338.0,Demonstrations
02/29/2020,Russia,Arkhangelsk,Protests,Peaceful protest,1,0,19082.0,Demonstrations
03/07/2020,Russia,Arkhangelsk,Protests,Peaceful protest,2,0,19082.0,Demonstrations
03/14/2020,Russia,Arkhangelsk,Protests,Peaceful protest,6,0,5892.0,Demonstrations
06/06/2020,Russia,Arkhangelsk,Protests,Peaceful protest,1,0,19082.0,Demonstrations
08/01/2020,Russia,Arkhangelsk,Protests,Peaceful protest,1,0,19082.0,Demonstrations
08/15/2020,Russia,Arkhangelsk,Protests,Peaceful protest,2,0,19082.0,Demonstrations
12/12/2020,Russia,Arkhangelsk,Protests,Peaceful protest,1,0,19082.0,Demonstrations
12/26/2020,Russia,Arkhangelsk,Protests,Peaceful protest,1,0,19082.0,Demonstrations
01/16/2021,Russia,Arkhangelsk,Protests,Peaceful protest,2,0,20959.0,Demonstrations
01/30/2021,Russia,Arkhangelsk,Protests,Peaceful protest,4,0,11508.0,Demonstrations
02/06/2021,Russia,Arkhangelsk,Protests,Peaceful protest,1,0,18998.0,Demonstrations
02/13/2021,Russia,Arkhangelsk,Protests,Peaceful protest,1,0,1961.0,Demonstrations
02/20/2021,Russia,Arkhangelsk,Protests,Peaceful protest,1,0,1463.0,Demonstrations
07/31/2021,Russia,Arkhangelsk,Protests,Peaceful protest,1,0,18998.0,Demonstrations
08/14/2021,Russia,Arkhangelsk,Protests,Peaceful protest,1,0,2142.0,Demonstrations
12/11/2021,Russia,Arkhangelsk,Protests,Peaceful protest,2,0,2154.0,Demonstrations
12/25/2021,Russia,Arkhangelsk,Protests,Peaceful protest,1,0,1961.0,Demonstrations
01/08/2022,Russia,Arkhangelsk,Protests,Peaceful protest,1,0,18947.0,Demonstrations
03/12/2022,Russia,Arkhangelsk,Protests,Peaceful protest,1,0,18947.0,Demonstrations
03/19/2022,Russia,Arkhangelsk,Protests,Peaceful protest,2,0,4092.0,Demonstrations
03/26/2022,Russia,Arkhangelsk,Protests,Peaceful protest,1,0,3315.0,Demonstrations
04/09/2022,Russia,Arkhangelsk,Protests,Peaceful protest,1,0,18947.0,Demonstrations
05/07/2022,Russia,Arkhangelsk,Protests,Peaceful protest,1,0,18947.0,Demonstrations
08/13/2022,Russia,Arkhangelsk,Protests,Peaceful protest,2,0,20903.0,Demonstrations
09/02/2023,Russia,Arkhangelsk,Protests,Peaceful protest,1,0,6943.0,Demonstrations
12/02/2023,Russia,Arkhangelsk,Protests,Peaceful protest,1,0,6943.0,Demonstrations
12/09/2023,Russia,Arkhangelsk,Protests,Peaceful protest,1,0,18912.0,Demonstrations
06/15/2024,Russia,Arkhangelsk,Protests,Peaceful protest,1,0,78.0,Demonstrations
07/13/2024,Russia,Arkhangelsk,Protests,Peaceful protest,1,0,6943.0,Demonstrations
08/03/2024,Russia,Arkhangelsk,Protests,Peaceful protest,1,0,6943.0,Demonstrations
10/12/2024,Russia,Arkhangelsk,Protests,Peaceful protest,1,0,18912.0,Demonstrations
11/23/2024,Russia,Arkhangelsk,Protests,Peaceful protest,1,0,6943.0,Demonstrations
12/14/2024,Russia,Arkhangelsk,Protests,Peaceful protest,2,0,7021.0,Demonstrations
12/21/2024,Russia,Arkhangelsk,Protests,Peaceful protest,1,0,78.0,Demonstrations
01/04/2025,Russia,Arkhangelsk,Protests,Peaceful protest,1,0,1364.0,Demonstrations
04/05/2025,Russia,Arkhangelsk,Protests,Peaceful protest,1,0,123.0,Demonstrations
04/12/2025,Russia,Arkhangelsk,Protests,Peaceful protest,1,0,6943.0,Demonstrations
06/28/2025,Russia,Arkhangelsk,Protests,Peaceful protest,1,0,6943.0,Demonstrations
07/12/2025,Russia,Arkhangelsk,Protests,Peaceful protest,1,0,6943.0,Demonstrations
08/23/2025,Russia,Arkhangelsk,Protests,Peaceful protest,1,0,6943.0,Demonstrations
03/14/2020,Russia,Arkhangelsk,Protests,Protest with intervention,1,0,19082.0,Demonstrations
03/28/2020,Russia,Arkhangelsk,Protests,Protest with intervention,1,0,19082.0,Demonstrations
06/20/2020,Russia,Arkhangelsk,Protests,Protest with intervention,1,0,3338.0,Demonstrations
01/16/2021,Russia,Arkhangelsk,Protests,Protest with intervention,1,0,18998.0,Demonstrations
01/23/2021,Russia,Arkhangelsk,Protests,Protest with intervention,4,0,30809.0,Demonstrations
01/30/2021,Russia,Arkhangelsk,Protests,Protest with intervention,1,0,18998.0,Demonstrations
04/17/2021,Russia,Arkhangelsk,Protests,Protest with intervention,1,0,18998.0,Demonstrations
12/11/2021,Russia,Arkhangelsk,Protests,Protest with intervention,1,0,18998.0,Demonstrations
02/19/2022,Russia,Arkhangelsk,Protests,Protest with intervention,1,0,18947.0,Demonstrations
02/26/2022,Russia,Arkhangelsk,Protests,Protest with intervention,2,0,18947.0,Demonstrations
03/05/2022,Russia,Arkhangelsk,Protests,Protest with intervention,1,0,18947.0,Demonstrations
09/17/2022,Russia,Arkhangelsk,Protests,Protest with intervention,1,0,18947.0,Demonstrations
09/13/2025,Russia,Arkhangelsk,Violence against civilians,Sexual violence,1,0,22605.0,Political violence
06/08/2024,Russia,Astrakhan,Explosions/Remote violence,Air/drone strike,1,0,31138.0,Political violence
07/06/2024,Russia,Astrakhan,Explosions/Remote violence,Air/drone strike,2,0,50643.0,Political violence
11/16/2024,Russia,Astrakhan,Explosions/Remote violence,Air/drone strike,1,0,9962.0,Political violence
11/30/2024,Russia,Astrakhan,Explosions/Remote violence,Air/drone strike,1,0,9962.0,Political violence
02/01/2025,Russia,Astrakhan,Explosions/Remote violence,Air/drone strike,1,0,252925.0,Political violence
03/15/2025,Russia,Astrakhan,Explosions/Remote violence,Air/drone strike,1,0,681.0,Political violence
03/22/2025,Russia,Astrakhan,Explosions/Remote violence,Air/drone strike,1,0,31138.0,Political violence
08/09/2025,Russia,Astrakhan,Explosions/Remote violence,Air/drone strike,1,0,4842.0,Political violence
09/20/2025,Russia,Astrakhan,Explosions/Remote violence,Air/drone strike,1,0,252925.0,Political violence
09/27/2025,Russia,Astrakhan,Explosions/Remote violence,Air/drone strike,1,0,252925.0,Political violence
01/11/2020,Russia,Astrakhan,Protests,Peaceful protest,1,0,9502.0,Demonstrations
01/25/2020,Russia,Astrakhan,Protests,Peaceful protest,3,0,9502.0,Demonstrations
02/01/2020,Russia,Astrakhan,Protests,Peaceful protest,1,0,9502.0,Demonstrations
02/22/2020,Russia,Astrakhan,Protests,Peaceful protest,1,0,9502.0,Demonstrations
02/29/2020,Russia,Astrakhan,Protests,Peaceful protest,1,0,9502.0,Demonstrations
03/07/2020,Russia,Astrakhan,Protests,Peaceful protest,2,0,9502.0,Demonstrations
03/21/2020,Russia,Astrakhan,Protests,Peaceful protest,1,0,9502.0,Demonstrations
06/06/2020,Russia,Astrakhan,Protests,Peaceful protest,1,0,9502.0,Demonstrations
06/13/2020,Russia,Astrakhan,Protests,Peaceful protest,1,0,9502.0,Demonstrations
06/20/2020,Russia,Astrakhan,Protests,Peaceful protest,1,0,9502.0,Demonstrations
07/11/2020,Russia,Astrakhan,Protests,Peaceful protest,1,0,9502.0,Demonstrations
08/01/2020,Russia,Astrakhan,Protests,Peaceful protest,1,0,9502.0,Demonstrations
08/15/2020,Russia,Astrakhan,Protests,Peaceful protest,1,0,9502.0,Demonstrations
09/05/2020,Russia,Astrakhan,Protests,Peaceful protest,2,0,9502.0,Demonstrations
09/26/2020,Russia,Astrakhan,Protests,Peaceful protest,2,0,9502.0,Demonstrations
10/31/2020,Russia,Astrakhan,Protests,Peaceful protest,1,0,9502.0,Demonstrations
11/07/2020,Russia,Astrakhan,Protests,Peaceful protest,1,0,9502.0,Demonstrations
11/14/2020,Russia,Astrakhan,Protests,Peaceful protest,1,0,9502.0,Demonstrations
11/21/2020,Russia,Astrakhan,Protests,Peaceful protest,1,0,9502.0,Demonstrations
12/26/2020,Russia,Astrakhan,Protests,Peaceful protest,1,0,9502.0,Demonstrations
02/06/2021,Russia,Astrakhan,Protests,Peaceful protest,2,0,9460.0,Demonstrations
02/13/2021,Russia,Astrakhan,Protests,Peaceful protest,2,0,9460.0,Demonstrations
02/27/2021,Russia,Astrakhan,Protests,Peaceful protest,1,0,9460.0,Demonstrations
06/19/2021,Russia,Astrakhan,Protests,Peaceful protest,1,0,9460.0,Demonstrations
07/10/2021,Russia,Astrakhan,Protests,Peaceful protest,1,0,9460.0,Demonstrations
07/17/2021,Russia,Astrakhan,Protests,Peaceful protest,1,0,9460.0,Demonstrations
07/24/2021,Russia,Astrakhan,Protests,Peaceful protest,1,0,9460.0,Demonstrations
07/31/2021,Russia,Astrakhan,Protests,Peaceful protest,1,0,9460.0,Demonstrations
10/02/2021,Russia,Astrakhan,Protests,Peaceful protest,1,0,9460.0,Demonstrations
10/16/2021,Russia,Astrakhan,Protests,Peaceful protest,1,0,9460.0,Demonstrations
12/25/2021,Russia,Astrakhan,Protests,Peaceful protest,1,0,9460.0,Demonstrations
01/08/2022,Russia,Astrakhan,Protests,Peaceful protest,1,0,9435.0,Demonstrations
02/12/2022,Russia,Astrakhan,Protests,Peaceful protest,1,0,2647.0,Demonstrations
03/12/2022,Russia,Astrakhan,Protests,Peaceful protest,1,0,9435.0,Demonstrations
03/19/2022,Russia,Astrakhan,Protests,Peaceful protest,1,0,9435.0,Demonstrations
04/02/2022,Russia,Astrakhan,Protests,Peaceful protest,2,0,9435.0,Demonstrations
06/11/2022,Russia,Astrakhan,Protests,Peaceful protest,1,0,723.0,Demonstrations
07/16/2022,Russia,Astrakhan,Protests,Peaceful protest,1,0,1654.0,Demonstrations
08/13/2022,Russia,Astrakhan,Protests,Peaceful protest,1,0,9435.0,Demonstrations
10/29/2022,Russia,Astrakhan,Protests,Peaceful protest,1,0,9435.0,Demonstrations
03/18/2023,Russia,Astrakhan,Protests,Peaceful protest,1,0,9417.0,Demonstrations
04/01/2023,Russia,Astrakhan,Protests,Peaceful protest,2,0,9417.0,Demonstrations
04/08/2023,Russia,Astrakhan,Protests,Peaceful protest,1,0,9417.0,Demonstrations
04/22/2023,Russia,Astrakhan,Protests,Peaceful protest,1,0,9417.0,Demonstrations
12/23/2023,Russia,Astrakhan,Protests,Peaceful protest,1,0,9417.0,Demonstrations
11/02/2024,Russia,Astrakhan,Protests,Peaceful protest,1,0,266.0,Demonstrations
01/23/2021,Russia,Astrakhan,Protests,Protest with intervention,1,0,9460.0,Demonstrations
01/30/2021,Russia,Astrakhan,Protests,Protest with intervention,1,0,9460.0,Demonstrations
02/06/2021,Russia,Astrakhan,Protests,Protest with intervention,1,0,9460.0,Demonstrations
04/17/2021,Russia,Astrakhan,Protests,Protest with intervention,1,0,9460.0,Demonstrations
03/05/2022,Russia,Astrakhan,Protests,Protest with intervention,1,0,9435.0,Demonstrations
08/19/2023,Russia,Astrakhan,Violence against civilians,Attack,1,0,85738.0,Political violence
03/15/2025,Russia,Astrakhan,Violence against civilians,Attack,1,0,8233.0,Political violence
08/30/2025,Russia,Astrakhan,Violence against civilians,Attack,1,0,85738.0,Political violence
08/17/2024,Russia,Astrakhan,Violence against civilians,Sexual violence,1,0,4671.0,Political violence
10/15/2022,Russia,Belgorod,Battles,Armed clash,1,11,639.0,Political violence
05/20/2023,Russia,Belgorod,Battles,Armed clash,5,5,11225.0,Political violence
05/27/2023,Russia,Belgorod,Battles,Armed clash,4,14,32910.0,Political violence
06/03/2023,Russia,Belgorod,Battles,Armed clash,2,4,9936.0,Political violence
09/23/2023,Russia,Belgorod,Battles,Armed clash,2,0,23266.0,Political violence
03/09/2024,Russia,Belgorod,Battles,Armed clash,6,459,1690.0,Political violence
03/16/2024,Russia,Belgorod,Battles,Armed clash,2,166,1102.0,Political violence
08/10/2024,Russia,Belgorod,Battles,Armed clash,4,0,1499.0,Political violence
08/24/2024,Russia,Belgorod,Battles,Armed clash,2,0,23029.0,Political violence
03/15/2025,Russia,Belgorod,Battles,Armed clash,6,10,732.0,Political violence
03/22/2025,Russia,Belgorod,Battles,Armed clash,11,0,26.0,Political violence
03/29/2025,Russia,Belgorod,Battles,Armed clash,14,0,26.0,Political violence
04/05/2025,Russia,Belgorod,Battles,Armed clash,14,0,26.0,Political violence
04/12/2025,Russia,Belgorod,Battles,Armed clash,14,0,26.0,Political violence
04/19/2025,Russia,Belgorod,Battles,Armed clash,10,0,26.0,Political violence
04/26/2025,Russia,Belgorod,Battles,Armed clash,5,0,26.0,Political violence
05/10/2025,Russia,Belgorod,Battles,Armed clash,4,0,625.0,Political violence
05/17/2025,Russia,Belgorod,Battles,Armed clash,3,0,26.0,Political violence
08/02/2025,Russia,Belgorod,Battles,Armed clash,1,0,26.0,Political violence
03/26/2022,Russia,Belgorod,Explosions/Remote violence,Air/drone strike,1,0,135991.0,Political violence
04/30/2022,Russia,Belgorod,Explosions/Remote violence,Air/drone strike,1,0,135991.0,Political violence
07/02/2022,Russia,Belgorod,Explosions/Remote violence,Air/drone strike,1,0,135991.0,Political violence
02/04/2023,Russia,Belgorod,Explosions/Remote violence,Air/drone strike,1,0,22974.0,Political violence
02/11/2023,Russia,Belgorod,Explosions/Remote violence,Air/drone strike,1,0,3038.0,Political violence
02/25/2023,Russia,Belgorod,Explosions/Remote violence,Air/drone strike,2,0,155844.0,Political violence
03/25/2023,Russia,Belgorod,Explosions/Remote violence,Air/drone strike,1,0,135738.0,Political violence
04/01/2023,Russia,Belgorod,Explosions/Remote violence,Air/drone strike,1,0,9936.0,Political violence
04/08/2023,Russia,Belgorod,Explosions/Remote violence,Air/drone strike,1,0,135738.0,Political violence
04/15/2023,Russia,Belgorod,Explosions/Remote violence,Air/drone strike,3,0,140368.0,Political violence
04/22/2023,Russia,Belgorod,Explosions/Remote violence,Air/drone strike,4,0,14795.0,Political violence
04/29/2023,Russia,Belgorod,Explosions/Remote violence,Air/drone strike,1,0,766.0,Political violence
05/06/2023,Russia,Belgorod,Explosions/Remote violence,Air/drone strike,2,0,135799.0,Political violence
05/13/2023,Russia,Belgorod,Explosions/Remote violence,Air/drone strike,2,0,158712.0,Political violence
05/20/2023,Russia,Belgorod,Explosions/Remote violence,Air/drone strike,18,0,211640.0,Political violence
05/27/2023,Russia,Belgorod,Explosions/Remote violence,Air/drone strike,4,0,140021.0,Political violence
06/03/2023,Russia,Belgorod,Explosions/Remote violence,Air/drone strike,12,0,163178.0,Political violence
06/10/2023,Russia,Belgorod,Explosions/Remote violence,Air/drone strike,8,0,11870.0,Political violence
06/17/2023,Russia,Belgorod,Explosions/Remote violence,Air/drone strike,8,0,2405.0,Political violence
06/24/2023,Russia,Belgorod,Explosions/Remote violence,Air/drone strike,7,0,30762.0,Political violence
07/01/2023,Russia,Belgorod,Explosions/Remote violence,Air/drone strike,7,0,2127.0,Political violence
07/08/2023,Russia,Belgorod,Explosions/Remote violence,Air/drone strike,4,0,563.0,Political violence
07/15/2023,Russia,Belgorod,Explosions/Remote violence,Air/drone strike,11,0,2254.0,Political violence
07/22/2023,Russia,Belgorod,Explosions/Remote violence,Air/drone strike,14,0,2879.0,Political violence
07/29/2023,Russia,Belgorod,Explosions/Remote violence,Air/drone strike,7,0,673.0,Political violence
08/05/2023,Russia,Belgorod,Explosions/Remote violence,Air/drone strike,3,0,869.0,Political violence
08/12/2023,Russia,Belgorod,Explosions/Remote violence,Air/drone strike,14,0,160091.0,Political violence
08/19/2023,Russia,Belgorod,Explosions/Remote violence,Air/drone strike,20,3,3031.0,Political violence
08/26/2023,Russia,Belgorod,Explosions/Remote violence,Air/drone strike,3,1,1003.0,Political violence
09/02/2023,Russia,Belgorod,Explosions/Remote violence,Air/drone strike,15,0,27689.0,Political violence
09/09/2023,Russia,Belgorod,Explosions/Remote violence,Air/drone strike,18,0,156482.0,Political violence
09/16/2023,Russia,Belgorod,Explosions/Remote violence,Air/drone strike,22,0,28360.0,Political violence
09/23/2023,Russia,Belgorod,Explosions/Remote violence,Air/drone strike,15,0,161231.0,Political violence
09/30/2023,Russia,Belgorod,Explosions/Remote violence,Air/drone strike,18,0,169535.0,Political violence
10/07/2023,Russia,Belgorod,Explosions/Remote violence,Air/drone strike,20,3,174059.0,Political violence
10/14/2023,Russia,Belgorod,Explosions/Remote violence,Air/drone strike,24,0,26309.0,Political violence
10/21/2023,Russia,Belgorod,Explosions/Remote violence,Air/drone strike,13,0,4281.0,Political violence
10/28/2023,Russia,Belgorod,Explosions/Remote violence,Air/drone strike,16,0,14044.0,Political violence
