WEEK,COUNTRY,ADMIN1,EVENT_TYPE,SUB_EVENT_TYPE,EVENTS,FATALITIES,POPULATION_EXPOSURE,DISORDER_TYPE,WEEK_RATIO
04/11/2020,Israel,HaDarom,Battles,Armed clash,1,0,7718.0,Political violence,0.0
05/29/2021,Israel,HaDarom,Battles,Armed clash,1,0,262.0,Political violence,0.0
06/05/2021,Israel,HaDarom,Battles,Armed clash,1,0,42139.0,Political violence,0.0
06/12/2021,Israel,HaDarom,Battles,Armed clash,2,0,42546.0,Political violence,0.0
12/11/2021,Israel,HaDarom,Battles,Armed clash,2,0,22295.0,Political violence,0.0
03/12/2022,Israel,HaDarom,Battles,Armed clash,1,1,44926.0,Political violence,2.225882562436006e-05
04/09/2022,Israel,HaDarom,Battles,Armed clash,1,1,90983.0,Political violence,1.0991064264752755e-05
06/03/2023,Israel,HaDarom,Battles,Armed clash,1,4,217.0,Political violence,0.018433179723502304
10/07/2023,Israel,HaDarom,Battles,Armed clash,82,676,558511.0,Political violence,1.4760501474499859e-05
10/14/2023,Israel,HaDarom,Battles,Armed clash,3,1,11177.0,Political violence,2.9823148728042705e-05
10/21/2023,Israel,HaDarom,Battles,Armed clash,1,2,7285.0,Political violence,0.0002745367192862045
10/28/2023,Israel,HaDarom,Battles,Armed clash,1,1,604.0,Political violence,0.0016556291390728477
11/04/2023,Israel,HaDarom,Battles,Armed clash,1,2,320.0,Political violence,0.00625
02/03/2024,Israel,HaDarom,Battles,Armed clash,1,1,1196.0,Political violence,0.0008361204013377926
03/09/2024,Israel,HaDarom,Battles,Armed clash,1,2,7497.0,Political violence,0.0002667733760170735
03/30/2024,Israel,HaDarom,Battles,Armed clash,1,1,147301.0,Political violence,6.788820170942492e-06
07/20/2024,Israel,HaDarom,Battles,Armed clash,1,1,957.0,Political violence,0.0010449320794148381
09/21/2024,Israel,HaDarom,Battles,Armed clash,2,2,600.0,Political violence,0.0016666666666666668
10/12/2024,Israel,HaDarom,Battles,Armed clash,1,2,1449.0,Political violence,0.0013802622498274672
08/16/2025,Israel,HaDarom,Battles,Armed clash,1,0,236.0,Political violence,0.0
10/11/2025,Israel,HaDarom,Battles,Armed clash,1,1,43391.0,Political violence,2.30462538314397e-05
10/07/2023,Israel,HaDarom,Battles,Government regains territory,2,3,1366.0,Political violence,0.0010980966325036604
10/07/2023,Israel,HaDarom,Battles,Non-state actor overtakes territory,3,18,3323.0,Political violence,0.0018055973517905506
10/07/2023,Israel,HaDarom,Explosions/Remote violence,Air/drone strike,6,15,3260.0,Political violence,0.0007668711656441718
10/14/2023,Israel,HaDarom,Explosions/Remote violence,Air/drone strike,1,0,1266.0,Political violence,0.0
11/04/2023,Israel,HaDarom,Explosions/Remote violence,Air/drone strike,1,0,43391.0,Political violence,0.0
03/30/2024,Israel,HaDarom,Explosions/Remote violence,Air/drone strike,1,0,43391.0,Political violence,0.0
04/13/2024,Israel,HaDarom,Explosions/Remote violence,Air/drone strike,1,0,790.0,Political violence,0.0
09/21/2024,Israel,HaDarom,Explosions/Remote violence,Air/drone strike,2,0,44068.0,Political violence,0.0
10/05/2024,Israel,HaDarom,Explosions/Remote violence,Air/drone strike,1,0,43391.0,Political violence,0.0
10/19/2024,Israel,HaDarom,Explosions/Remote violence,Air/drone strike,1,0,9304.0,Political violence,0.0
10/26/2024,Israel,HaDarom,Explosions/Remote violence,Air/drone strike,1,0,92354.0,Political violence,0.0
11/23/2024,Israel,HaDarom,Explosions/Remote violence,Air/drone strike,1,0,141030.0,Political violence,0.0
12/21/2024,Israel,HaDarom,Explosions/Remote violence,Air/drone strike,1,0,92354.0,Political violence,0.0
06/21/2025,Israel,HaDarom,Explosions/Remote violence,Air/drone strike,1,0,43391.0,Political violence,0.0
09/06/2025,Israel,HaDarom,Explosions/Remote violence,Air/drone strike,1,0,5.0,Political violence,0.0
09/13/2025,Israel,HaDarom,Explosions/Remote violence,Air/drone strike,1,0,43391.0,Political violence,0.0
09/20/2025,Israel,HaDarom,Explosions/Remote violence,Air/drone strike,1,0,43391.0,Political violence,0.0
03/04/2023,Israel,HaDarom,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,320.0,Political violence,0.0
01/11/2020,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,5,0,278952.0,Political violence,0.0
01/18/2020,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,2,0,40655.0,Political violence,0.0
01/25/2020,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,7,0,106306.0,Political violence,0.0
02/01/2020,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,11,0,98724.0,Political violence,0.0
02/08/2020,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,8,0,109089.0,Political violence,0.0
02/15/2020,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,2,0,220938.0,Political violence,0.0
02/22/2020,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,7,0,114079.0,Political violence,0.0
03/21/2020,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,13864.0,Political violence,0.0
05/02/2020,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,4718.0,Political violence,0.0
05/23/2020,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,112.0,Political violence,0.0
06/13/2020,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,4718.0,Political violence,0.0
06/20/2020,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,4718.0,Political violence,0.0
08/08/2020,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,20,0,124816.0,Political violence,0.0
08/15/2020,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,24,0,175570.0,Political violence,0.0
08/22/2020,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,13,0,91375.0,Political violence,0.0
08/29/2020,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,26455.0,Political violence,0.0
09/19/2020,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,303.0,Political violence,0.0
10/10/2020,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,906.0,Political violence,0.0
10/17/2020,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,87421.0,Political violence,0.0
11/14/2020,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,133517.0,Political violence,0.0
11/21/2020,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,87421.0,Political violence,0.0
03/20/2021,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,142894.0,Political violence,0.0
04/10/2021,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,2,0,19044.0,Political violence,0.0
04/17/2021,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,2,0,404.0,Political violence,0.0
04/24/2021,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,4,0,91450.0,Political violence,0.0
05/01/2021,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,3,0,5853.0,Political violence,0.0
05/08/2021,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,28,8,449786.0,Political violence,6.352227186134866e-07
05/15/2021,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,40,2,469849.0,Political violence,1.0641716806889022e-07
05/22/2021,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,1436.0,Political violence,0.0
05/29/2021,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,115.0,Political violence,0.0
06/12/2021,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,3,0,4950.0,Political violence,0.0
06/26/2021,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,4,0,143918.0,Political violence,0.0
07/03/2021,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,6.0,Political violence,0.0
07/24/2021,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,2,0,317.0,Political violence,0.0
07/31/2021,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,3,0,1018.0,Political violence,0.0
08/21/2021,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,3,0,161938.0,Political violence,0.0
08/28/2021,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,4835.0,Political violence,0.0
09/04/2021,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,2,0,14324.0,Political violence,0.0
04/16/2022,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,3,0,105412.0,Political violence,0.0
07/16/2022,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,2,0,91926.0,Political violence,0.0
07/30/2022,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,3,0,19456.0,Political violence,0.0
08/06/2022,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,13,0,301812.0,Political violence,0.0
12/03/2022,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,751.0,Political violence,0.0
01/21/2023,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,610.0,Political violence,0.0
01/28/2023,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,14647.0,Political violence,0.0
02/11/2023,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,14647.0,Political violence,0.0
02/18/2023,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,14647.0,Political violence,0.0
03/04/2023,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,8093.0,Political violence,0.0
03/18/2023,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,762.0,Political violence,0.0
04/01/2023,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,5,0,109153.0,Political violence,0.0
04/29/2023,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,4,0,114286.0,Political violence,0.0
05/06/2023,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,26,0,308574.0,Political violence,0.0
05/13/2023,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,6,1,135801.0,Political violence,1.2272860042758644e-06
09/16/2023,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,320.0,Political violence,0.0
09/23/2023,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,4,0,6133.0,Political violence,0.0
10/07/2023,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,48,28,520307.0,Political violence,1.121132972136322e-06
10/14/2023,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,31,2,304321.0,Political violence,2.1200025312830223e-07
10/21/2023,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,17,0,322528.0,Political violence,0.0
10/28/2023,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,30,1,443175.0,Political violence,7.521483236494237e-08
11/04/2023,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,10,0,304579.0,Political violence,0.0
11/11/2023,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,11,0,254775.0,Political violence,0.0
11/18/2023,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,5,0,23060.0,Political violence,0.0
11/25/2023,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,5,0,150502.0,Political violence,0.0
12/02/2023,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,10,0,257118.0,Political violence,0.0
12/09/2023,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,4,0,160455.0,Political violence,0.0
12/16/2023,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,5,0,233384.0,Political violence,0.0
12/23/2023,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,2,0,16127.0,Political violence,0.0
12/30/2023,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,2,0,15488.0,Political violence,0.0
01/06/2024,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,2,0,16331.0,Political violence,0.0
01/13/2024,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,9,0,183132.0,Political violence,0.0
01/27/2024,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,2,0,14647.0,Political violence,0.0
02/03/2024,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,2,0,16526.0,Political violence,0.0
02/10/2024,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,2,0,92354.0,Political violence,0.0
02/17/2024,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,2,0,107001.0,Political violence,0.0
02/24/2024,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,3,0,108481.0,Political violence,0.0
03/02/2024,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,5,0,18845.0,Political violence,0.0
03/09/2024,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,14647.0,Political violence,0.0
03/16/2024,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,43391.0,Political violence,0.0
03/23/2024,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,2,0,141350.0,Political violence,0.0
03/30/2024,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,3,0,15067.0,Political violence,0.0
04/06/2024,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,2,0,16411.0,Political violence,0.0
04/13/2024,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,9,0,141597.0,Political violence,0.0
04/20/2024,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,3,0,14967.0,Political violence,0.0
04/27/2024,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,4,0,20156.0,Political violence,0.0
05/04/2024,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,13,4,176438.0,Political violence,1.7439117859662188e-06
05/11/2024,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,14,0,259757.0,Political violence,0.0
05/18/2024,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,3,0,134949.0,Political violence,0.0
05/25/2024,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,2,0,2321.0,Political violence,0.0
06/01/2024,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,2,0,8128.0,Political violence,0.0
06/08/2024,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,7,0,109290.0,Political violence,0.0
06/15/2024,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,8,0,2800.0,Political violence,0.0
06/22/2024,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,3,0,15679.0,Political violence,0.0
06/29/2024,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,6,0,8918.0,Political violence,0.0
07/06/2024,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,3,0,24458.0,Political violence,0.0
07/13/2024,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,2,0,15251.0,Political violence,0.0
07/20/2024,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,6,0,97563.0,Political violence,0.0
07/27/2024,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,4,0,8584.0,Political violence,0.0
08/03/2024,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,5,0,108357.0,Political violence,0.0
08/10/2024,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,6,0,9482.0,Political violence,0.0
08/17/2024,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,3,0,22542.0,Political violence,0.0
08/24/2024,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,320.0,Political violence,0.0
09/28/2024,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,2,0,10889.0,Political violence,0.0
10/05/2024,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,2,0,92500.0,Political violence,0.0
10/12/2024,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,92354.0,Political violence,0.0
11/02/2024,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,14647.0,Political violence,0.0
11/09/2024,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,1159.0,Political violence,0.0
11/16/2024,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,9828.0,Political violence,0.0
11/23/2024,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,420.0,Political violence,0.0
12/07/2024,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,762.0,Political violence,0.0
12/14/2024,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,432.0,Political violence,0.0
12/21/2024,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,14647.0,Political violence,0.0
12/28/2024,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,5,0,51363.0,Political violence,0.0
01/04/2025,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,2,0,15930.0,Political violence,0.0
03/22/2025,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,515.0,Political violence,0.0
04/05/2025,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,2,0,233384.0,Political violence,0.0
05/10/2025,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,92354.0,Political violence,0.0
05/17/2025,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,320.0,Political violence,0.0
05/31/2025,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,432.0,Political violence,0.0
06/14/2025,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,13,0,370390.0,Political violence,0.0
06/21/2025,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,3,4,380685.0,Political violence,3.5024582879108276e-06
07/05/2025,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,841.0,Political violence,0.0
07/26/2025,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,320.0,Political violence,0.0
08/09/2025,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,1480.0,Political violence,0.0
09/06/2025,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,28303.0,Political violence,0.0
09/20/2025,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,1781.0,Political violence,0.0
09/27/2025,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,141030.0,Political violence,0.0
10/04/2025,Israel,HaDarom,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,957.0,Political violence,0.0
07/25/2020,Israel,HaDarom,Protests,Excessive force against protesters,1,0,89.0,Political violence; Demonstrations,0.0
01/18/2020,Israel,HaDarom,Riots,Mob violence,1,0,96.0,Political violence,0.0
02/01/2020,Israel,HaDarom,Riots,Mob violence,1,0,29389.0,Political violence,0.0
10/03/2020,Israel,HaDarom,Riots,Mob violence,1,0,52836.0,Political violence,0.0
10/10/2020,Israel,HaDarom,Riots,Mob violence,2,0,71473.0,Political violence,0.0
10/24/2020,Israel,HaDarom,Riots,Mob violence,1,0,10456.0,Political violence,0.0
10/31/2020,Israel,HaDarom,Riots,Mob violence,1,0,273.0,Political violence,0.0
01/09/2021,Israel,HaDarom,Riots,Mob violence,1,0,54148.0,Political violence,0.0
01/23/2021,Israel,HaDarom,Riots,Mob violence,1,0,54148.0,Political violence,0.0
02/27/2021,Israel,HaDarom,Riots,Mob violence,1,0,292.0,Political violence,0.0
04/03/2021,Israel,HaDarom,Riots,Mob violence,1,0,1880.0,Political violence,0.0
05/08/2021,Israel,HaDarom,Riots,Mob violence,7,0,67865.0,Political violence,0.0
05/15/2021,Israel,HaDarom,Riots,Mob violence,1,0,30118.0,Political violence,0.0
05/29/2021,Israel,HaDarom,Riots,Mob violence,1,0,50943.0,Political violence,0.0
07/17/2021,Israel,HaDarom,Riots,Mob violence,1,0,54148.0,Political violence,0.0
10/30/2021,Israel,HaDarom,Riots,Mob violence,1,0,280.0,Political violence,0.0
11/27/2021,Israel,HaDarom,Riots,Mob violence,1,0,4902.0,Political violence,0.0
12/18/2021,Israel,HaDarom,Riots,Mob violence,1,0,3503.0,Political violence,0.0
01/01/2022,Israel,HaDarom,Riots,Mob violence,3,0,114243.0,Political violence,0.0
01/08/2022,Israel,HaDarom,Riots,Mob violence,6,0,75543.0,Political violence,0.0
02/19/2022,Israel,HaDarom,Riots,Mob violence,1,0,30586.0,Political violence,0.0
03/12/2022,Israel,HaDarom,Riots,Mob violence,3,0,35564.0,Political violence,0.0
04/30/2022,Israel,HaDarom,Riots,Mob violence,1,0,51735.0,Political violence,0.0
07/09/2022,Israel,HaDarom,Riots,Mob violence,1,0,51735.0,Political violence,0.0
10/29/2022,Israel,HaDarom,Riots,Mob violence,1,0,4978.0,Political violence,0.0
11/05/2022,Israel,HaDarom,Riots,Mob violence,1,0,51735.0,Political violence,0.0
02/04/2023,Israel,HaDarom,Riots,Mob violence,1,0,1938.0,Political violence,0.0
02/18/2023,Israel,HaDarom,Riots,Mob violence,1,0,5053.0,Political violence,0.0
05/13/2023,Israel,HaDarom,Riots,Mob violence,1,0,5053.0,Political violence,0.0
01/27/2024,Israel,HaDarom,Riots,Mob violence,1,0,731.0,Political violence,0.0
05/25/2024,Israel,HaDarom,Riots,Mob violence,1,0,294.0,Political violence,0.0
08/03/2024,Israel,HaDarom,Riots,Mob violence,1,0,301.0,Political violence,0.0
08/10/2024,Israel,HaDarom,Riots,Mob violence,1,0,1062.0,Political violence,0.0
02/08/2025,Israel,HaDarom,Riots,Mob violence,1,0,1938.0,Political violence,0.0
04/26/2025,Israel,HaDarom,Riots,Mob violence,1,0,2748.0,Political violence,0.0
02/08/2020,Israel,HaDarom,Riots,Violent demonstration,1,0,52836.0,Demonstrations,0.0
05/08/2021,Israel,HaDarom,Riots,Violent demonstration,2,0,12227.0,Demonstrations,0.0
07/24/2021,Israel,HaDarom,Riots,Violent demonstration,2,0,18399.0,Demonstrations,0.0
09/04/2021,Israel,HaDarom,Riots,Violent demonstration,2,0,2023.0,Demonstrations,0.0
10/16/2021,Israel,HaDarom,Riots,Violent demonstration,2,0,73247.0,Demonstrations,0.0
12/25/2021,Israel,HaDarom,Riots,Violent demonstration,1,0,10716.0,Demonstrations,0.0
01/08/2022,Israel,HaDarom,Riots,Violent demonstration,5,0,54394.0,Demonstrations,0.0
03/19/2022,Israel,HaDarom,Riots,Violent demonstration,1,0,557.0,Demonstrations,0.0
06/11/2022,Israel,HaDarom,Riots,Violent demonstration,1,0,54989.0,Demonstrations,0.0
07/30/2022,Israel,HaDarom,Riots,Violent demonstration,1,0,1797.0,Demonstrations,0.0
03/18/2023,Israel,HaDarom,Riots,Violent demonstration,1,0,55818.0,Demonstrations,0.0
04/22/2023,Israel,HaDarom,Riots,Violent demonstration,1,0,52514.0,Demonstrations,0.0
07/22/2023,Israel,HaDarom,Riots,Violent demonstration,1,0,1706.0,Demonstrations,0.0
01/27/2024,Israel,HaDarom,Riots,Violent demonstration,2,0,56384.0,Demonstrations,0.0
02/03/2024,Israel,HaDarom,Riots,Violent demonstration,3,0,56384.0,Demonstrations,0.0
02/17/2024,Israel,HaDarom,Riots,Violent demonstration,1,0,566.0,Demonstrations,0.0
02/24/2024,Israel,HaDarom,Riots,Violent demonstration,1,0,1062.0,Demonstrations,0.0
03/23/2024,Israel,HaDarom,Riots,Violent demonstration,1,0,566.0,Demonstrations,0.0
05/04/2024,Israel,HaDarom,Riots,Violent demonstration,1,0,1938.0,Demonstrations,0.0
05/11/2024,Israel,HaDarom,Riots,Violent demonstration,2,0,56880.0,Demonstrations,0.0
07/27/2024,Israel,HaDarom,Riots,Violent demonstration,1,0,52514.0,Demonstrations,0.0
05/03/2025,Israel,HaDarom,Riots,Violent demonstration,1,0,14268.0,Demonstrations,0.0
08/02/2025,Israel,HaDarom,Riots,Violent demonstration,2,0,1283.0,Demonstrations,0.0
09/13/2025,Israel,HaDarom,Riots,Violent demonstration,1,0,2553.0,Demonstrations,0.0
10/07/2023,Israel,HaDarom,Violence against civilians,Abduction/forced disappearance,12,0,8211.0,Political violence,0.0
04/11/2020,Israel,HaDarom,Violence against civilians,Attack,1,0,1835.0,Political violence,0.0
05/08/2021,Israel,HaDarom,Violence against civilians,Attack,1,0,50943.0,Political violence,0.0
05/29/2021,Israel,HaDarom,Violence against civilians,Attack,1,0,1002.0,Political violence,0.0
07/24/2021,Israel,HaDarom,Violence against civilians,Attack,1,0,73247.0,Political violence,0.0
08/07/2021,Israel,HaDarom,Violence against civilians,Attack,1,0,8551.0,Political violence,0.0
12/25/2021,Israel,HaDarom,Violence against civilians,Attack,2,0,51603.0,Political violence,0.0
01/01/2022,Israel,HaDarom,Violence against civilians,Attack,1,0,1291.0,Political violence,0.0
03/19/2022,Israel,HaDarom,Violence against civilians,Attack,3,5,82321.0,Political violence,2.0245947773553124e-05
04/02/2022,Israel,HaDarom,Violence against civilians,Attack,2,0,30586.0,Political violence,0.0
04/16/2022,Israel,HaDarom,Violence against civilians,Attack,1,0,74385.0,Political violence,0.0
05/28/2022,Israel,HaDarom,Violence against civilians,Attack,1,0,51735.0,Political violence,0.0
10/22/2022,Israel,HaDarom,Violence against civilians,Attack,1,0,30586.0,Political violence,0.0
11/12/2022,Israel,HaDarom,Violence against civilians,Attack,1,0,101.0,Political violence,0.0
11/19/2022,Israel,HaDarom,Violence against civilians,Attack,1,0,51735.0,Political violence,0.0
11/26/2022,Israel,HaDarom,Violence against civilians,Attack,1,0,11936.0,Political violence,0.0
12/17/2022,Israel,HaDarom,Violence against civilians,Attack,1,1,595.0,Political violence,0.0016806722689075631
04/22/2023,Israel,HaDarom,Violence against civilians,Attack,2,1,6045.0,Political violence,8.271298593879239e-05
10/07/2023,Israel,HaDarom,Violence against civilians,Attack,40,825,123013.0,Political violence,0.00016766520611642672
11/18/2023,Israel,HaDarom,Violence against civilians,Attack,1,1,6.0,Political violence,0.16666666666666666
09/21/2024,Israel,HaDarom,Violence against civilians,Attack,1,0,408.0,Political violence,0.0
10/05/2024,Israel,HaDarom,Violence against civilians,Attack,1,2,147301.0,Political violence,1.3577640341884984e-05
03/08/2025,Israel,HaDarom,Violence against civilians,Attack,1,3,43391.0,Political violence,6.91387614943191e-05
07/27/2024,Israel,HaDarom,Violence against civilians,Sexual violence,1,0,52514.0,Political violence,0.0
04/10/2021,Israel,HaMerkaz,Battles,Armed clash,1,0,77761.0,Political violence,0.0
12/17/2022,Israel,HaMerkaz,Battles,Armed clash,1,1,30399.0,Political violence,3.289581894141254e-05
04/01/2023,Israel,HaMerkaz,Battles,Armed clash,2,0,58065.0,Political violence,0.0
07/22/2023,Israel,HaMerkaz,Battles,Armed clash,1,0,4092.0,Political violence,0.0
11/04/2023,Israel,HaMerkaz,Battles,Armed clash,1,0,4092.0,Political violence,0.0
11/11/2023,Israel,HaMerkaz,Battles,Armed clash,1,0,4092.0,Political violence,0.0
