WEEK,REGION,COUNTRY,ADMIN1,EVENT_TYPE,SUB_EVENT_TYPE,EVENTS,FATALITIES,POPULATION_EXPOSURE,DISORDER_TYPE,ID,CENTROID_LATITUDE,CENTROID_LONGITUDE
06/09/2018,Europe,Akrotiri and Dhekelia,Akrotiri,Protests,Peaceful protest,1,0,,Demonstrations,4120,34.6,32.9586
02/19/2022,Europe,Akrotiri and Dhekelia,Akrotiri,Protests,Peaceful protest,1,0,558,Demonstrations,4120,34.6,32.9586
05/28/2022,Europe,Akrotiri and Dhekelia,Akrotiri,Protests,Peaceful protest,1,0,7,Demonstrations,4120,34.6,32.9586
01/13/2024,Europe,Akrotiri and Dhekelia,Akrotiri,Protests,Peaceful protest,1,0,562,Demonstrations,4120,34.6,32.9586
09/28/2024,Europe,Akrotiri and Dhekelia,Akrotiri,Protests,Peaceful protest,1,0,562,Demonstrations,4120,34.6,32.9586
12/02/2023,Europe,Akrotiri and Dhekelia,Akrotiri,Strategic developments,Change to group/activity,1,0,,Strategic developments,4120,34.6,32.9586
01/06/2024,Europe,Akrotiri and Dhekelia,Akrotiri,Strategic developments,Change to group/activity,1,0,,Strategic developments,4120,34.6,32.9586
01/16/2021,Europe,Akrotiri and Dhekelia,Dhekelia,Protests,Peaceful protest,1,0,98,Demonstrations,4119,35.0206,33.758
01/23/2021,Europe,Akrotiri and Dhekelia,Dhekelia,Protests,Peaceful protest,1,0,98,Demonstrations,4119,35.0206,33.758
07/08/2023,Europe,Akrotiri and Dhekelia,Dhekelia,Protests,Peaceful protest,1,0,38,Demonstrations,4119,35.0206,33.758
02/15/2025,Europe,Akrotiri and Dhekelia,Dhekelia,Protests,Peaceful protest,1,0,38,Demonstrations,4119,35.0206,33.758
08/30/2025,Europe,Akrotiri and Dhekelia,Dhekelia,Protests,Peaceful protest,1,0,2415,Demonstrations,4119,35.0206,33.758
09/18/2021,Europe,Akrotiri and Dhekelia,Dhekelia,Riots,Mob violence,1,0,93,Political violence,4119,35.0206,33.758
01/26/2019,Europe,Akrotiri and Dhekelia,Dhekelia,Strategic developments,Change to group/activity,1,0,,Strategic developments,4119,35.0206,33.758
01/18/2020,Europe,Akrotiri and Dhekelia,Dhekelia,Strategic developments,Change to group/activity,1,0,,Strategic developments,4119,35.0206,33.758
05/15/2021,Europe,Albania,Berat,Protests,Excessive force against protesters,1,0,482,Political violence; Demonstrations,35,40.6567,20.088
05/05/2018,Europe,Albania,Berat,Protests,Peaceful protest,1,0,,Demonstrations,35,40.6567,20.088
12/08/2018,Europe,Albania,Berat,Protests,Peaceful protest,1,0,,Demonstrations,35,40.6567,20.088
03/02/2019,Europe,Albania,Berat,Protests,Peaceful protest,1,0,,Demonstrations,35,40.6567,20.088
03/23/2019,Europe,Albania,Berat,Protests,Peaceful protest,1,0,,Demonstrations,35,40.6567,20.088
06/08/2019,Europe,Albania,Berat,Protests,Peaceful protest,1,0,,Demonstrations,35,40.6567,20.088
06/22/2019,Europe,Albania,Berat,Protests,Peaceful protest,1,0,,Demonstrations,35,40.6567,20.088
08/03/2019,Europe,Albania,Berat,Protests,Peaceful protest,2,0,,Demonstrations,35,40.6567,20.088
08/10/2019,Europe,Albania,Berat,Protests,Peaceful protest,1,0,,Demonstrations,35,40.6567,20.088
08/24/2019,Europe,Albania,Berat,Protests,Peaceful protest,2,0,,Demonstrations,35,40.6567,20.088
10/05/2019,Europe,Albania,Berat,Protests,Peaceful protest,1,0,,Demonstrations,35,40.6567,20.088
04/18/2020,Europe,Albania,Berat,Protests,Peaceful protest,1,0,1856,Demonstrations,35,40.6567,20.088
05/02/2020,Europe,Albania,Berat,Protests,Peaceful protest,2,0,1959,Demonstrations,35,40.6567,20.088
05/23/2020,Europe,Albania,Berat,Protests,Peaceful protest,2,0,1856,Demonstrations,35,40.6567,20.088
06/06/2020,Europe,Albania,Berat,Protests,Peaceful protest,1,0,1856,Demonstrations,35,40.6567,20.088
03/20/2021,Europe,Albania,Berat,Protests,Peaceful protest,4,0,4070,Demonstrations,35,40.6567,20.088
04/17/2021,Europe,Albania,Berat,Protests,Peaceful protest,1,0,1844,Demonstrations,35,40.6567,20.088
07/31/2021,Europe,Albania,Berat,Protests,Peaceful protest,1,0,482,Demonstrations,35,40.6567,20.088
10/16/2021,Europe,Albania,Berat,Protests,Peaceful protest,1,0,168,Demonstrations,35,40.6567,20.088
12/18/2021,Europe,Albania,Berat,Protests,Peaceful protest,1,0,102,Demonstrations,35,40.6567,20.088
03/05/2022,Europe,Albania,Berat,Protests,Peaceful protest,1,0,1836,Demonstrations,35,40.6567,20.088
05/02/2020,Europe,Albania,Berat,Protests,Protest with intervention,1,0,103,Demonstrations,35,40.6567,20.088
07/31/2021,Europe,Albania,Berat,Protests,Protest with intervention,1,0,482,Demonstrations,35,40.6567,20.088
06/15/2019,Europe,Albania,Berat,Riots,Mob violence,1,0,,Political violence,35,40.6567,20.088
04/27/2019,Europe,Albania,Berat,Riots,Violent demonstration,1,0,,Demonstrations,35,40.6567,20.088
07/31/2021,Europe,Albania,Berat,Riots,Violent demonstration,1,0,804,Demonstrations,35,40.6567,20.088
01/19/2019,Europe,Albania,Berat,Strategic developments,Change to group/activity,1,0,,Strategic developments,35,40.6567,20.088
03/27/2021,Europe,Albania,Berat,Strategic developments,Looting/property destruction,1,0,,Strategic developments,35,40.6567,20.088
08/20/2022,Europe,Albania,Berat,Strategic developments,Other,1,0,,Strategic developments,35,40.6567,20.088
06/23/2018,Europe,Albania,Diber,Protests,Peaceful protest,1,0,,Demonstrations,36,41.6084,20.186
07/07/2018,Europe,Albania,Diber,Protests,Peaceful protest,1,0,,Demonstrations,36,41.6084,20.186
07/14/2018,Europe,Albania,Diber,Protests,Peaceful protest,1,0,,Demonstrations,36,41.6084,20.186
07/21/2018,Europe,Albania,Diber,Protests,Peaceful protest,1,0,,Demonstrations,36,41.6084,20.186
12/08/2018,Europe,Albania,Diber,Protests,Peaceful protest,2,0,,Demonstrations,36,41.6084,20.186
01/26/2019,Europe,Albania,Diber,Protests,Peaceful protest,2,0,,Demonstrations,36,41.6084,20.186
02/02/2019,Europe,Albania,Diber,Protests,Peaceful protest,1,0,,Demonstrations,36,41.6084,20.186
04/27/2019,Europe,Albania,Diber,Protests,Peaceful protest,1,0,,Demonstrations,36,41.6084,20.186
07/27/2019,Europe,Albania,Diber,Protests,Peaceful protest,1,0,,Demonstrations,36,41.6084,20.186
08/03/2019,Europe,Albania,Diber,Protests,Peaceful protest,1,0,,Demonstrations,36,41.6084,20.186
11/02/2019,Europe,Albania,Diber,Protests,Peaceful protest,1,0,,Demonstrations,36,41.6084,20.186
10/03/2020,Europe,Albania,Diber,Protests,Peaceful protest,1,0,16545,Demonstrations,36,41.6084,20.186
04/10/2021,Europe,Albania,Diber,Protests,Peaceful protest,2,0,10184,Demonstrations,36,41.6084,20.186
05/29/2021,Europe,Albania,Diber,Protests,Peaceful protest,1,0,1379,Demonstrations,36,41.6084,20.186
03/12/2022,Europe,Albania,Diber,Protests,Peaceful protest,1,0,1373,Demonstrations,36,41.6084,20.186
05/14/2022,Europe,Albania,Diber,Protests,Peaceful protest,1,0,92,Demonstrations,36,41.6084,20.186
06/15/2019,Europe,Albania,Diber,Riots,Mob violence,2,0,,Political violence,36,41.6084,20.186
06/16/2018,Europe,Albania,Diber,Riots,Violent demonstration,1,0,,Demonstrations,36,41.6084,20.186
06/22/2019,Europe,Albania,Diber,Riots,Violent demonstration,1,0,,Demonstrations,36,41.6084,20.186
10/26/2019,Europe,Albania,Diber,Riots,Violent demonstration,1,0,,Demonstrations,36,41.6084,20.186
06/01/2019,Europe,Albania,Diber,Strategic developments,Looting/property destruction,1,0,,Strategic developments,36,41.6084,20.186
08/21/2021,Europe,Albania,Diber,Strategic developments,Looting/property destruction,1,0,,Strategic developments,36,41.6084,20.186
06/29/2019,Europe,Albania,Diber,Violence against civilians,Attack,1,0,,Political violence,36,41.6084,20.186
01/22/2022,Europe,Albania,Durres,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,132312,Political violence,37,41.4352,19.6217
06/09/2018,Europe,Albania,Durres,Protests,Peaceful protest,1,0,,Demonstrations,37,41.4352,19.6217
10/27/2018,Europe,Albania,Durres,Protests,Peaceful protest,1,0,,Demonstrations,37,41.4352,19.6217
11/03/2018,Europe,Albania,Durres,Protests,Peaceful protest,1,0,,Demonstrations,37,41.4352,19.6217
12/01/2018,Europe,Albania,Durres,Protests,Peaceful protest,2,0,,Demonstrations,37,41.4352,19.6217
12/08/2018,Europe,Albania,Durres,Protests,Peaceful protest,3,0,,Demonstrations,37,41.4352,19.6217
01/12/2019,Europe,Albania,Durres,Protests,Peaceful protest,1,0,,Demonstrations,37,41.4352,19.6217
02/23/2019,Europe,Albania,Durres,Protests,Peaceful protest,1,0,,Demonstrations,37,41.4352,19.6217
03/02/2019,Europe,Albania,Durres,Protests,Peaceful protest,1,0,,Demonstrations,37,41.4352,19.6217
03/09/2019,Europe,Albania,Durres,Protests,Peaceful protest,1,0,,Demonstrations,37,41.4352,19.6217
03/16/2019,Europe,Albania,Durres,Protests,Peaceful protest,1,0,,Demonstrations,37,41.4352,19.6217
03/23/2019,Europe,Albania,Durres,Protests,Peaceful protest,1,0,,Demonstrations,37,41.4352,19.6217
04/20/2019,Europe,Albania,Durres,Protests,Peaceful protest,1,0,,Demonstrations,37,41.4352,19.6217
04/27/2019,Europe,Albania,Durres,Protests,Peaceful protest,1,0,,Demonstrations,37,41.4352,19.6217
05/04/2019,Europe,Albania,Durres,Protests,Peaceful protest,1,0,,Demonstrations,37,41.4352,19.6217
05/18/2019,Europe,Albania,Durres,Protests,Peaceful protest,1,0,,Demonstrations,37,41.4352,19.6217
06/01/2019,Europe,Albania,Durres,Protests,Peaceful protest,1,0,,Demonstrations,37,41.4352,19.6217
06/22/2019,Europe,Albania,Durres,Protests,Peaceful protest,1,0,,Demonstrations,37,41.4352,19.6217
12/28/2019,Europe,Albania,Durres,Protests,Peaceful protest,1,0,,Demonstrations,37,41.4352,19.6217
01/25/2020,Europe,Albania,Durres,Protests,Peaceful protest,2,0,6910,Demonstrations,37,41.4352,19.6217
02/01/2020,Europe,Albania,Durres,Protests,Peaceful protest,1,0,6910,Demonstrations,37,41.4352,19.6217
03/21/2020,Europe,Albania,Durres,Protests,Peaceful protest,1,0,6910,Demonstrations,37,41.4352,19.6217
03/28/2020,Europe,Albania,Durres,Protests,Peaceful protest,1,0,6910,Demonstrations,37,41.4352,19.6217
04/11/2020,Europe,Albania,Durres,Protests,Peaceful protest,1,0,6910,Demonstrations,37,41.4352,19.6217
04/18/2020,Europe,Albania,Durres,Protests,Peaceful protest,1,0,6910,Demonstrations,37,41.4352,19.6217
04/25/2020,Europe,Albania,Durres,Protests,Peaceful protest,1,0,6910,Demonstrations,37,41.4352,19.6217
05/02/2020,Europe,Albania,Durres,Protests,Peaceful protest,1,0,6910,Demonstrations,37,41.4352,19.6217
05/09/2020,Europe,Albania,Durres,Protests,Peaceful protest,1,0,2646,Demonstrations,37,41.4352,19.6217
05/16/2020,Europe,Albania,Durres,Protests,Peaceful protest,2,0,9556,Demonstrations,37,41.4352,19.6217
05/23/2020,Europe,Albania,Durres,Protests,Peaceful protest,1,0,6910,Demonstrations,37,41.4352,19.6217
05/30/2020,Europe,Albania,Durres,Protests,Peaceful protest,3,0,6910,Demonstrations,37,41.4352,19.6217
06/27/2020,Europe,Albania,Durres,Protests,Peaceful protest,1,0,6910,Demonstrations,37,41.4352,19.6217
08/08/2020,Europe,Albania,Durres,Protests,Peaceful protest,1,0,6910,Demonstrations,37,41.4352,19.6217
08/29/2020,Europe,Albania,Durres,Protests,Peaceful protest,1,0,663,Demonstrations,37,41.4352,19.6217
10/17/2020,Europe,Albania,Durres,Protests,Peaceful protest,2,0,9556,Demonstrations,37,41.4352,19.6217
12/05/2020,Europe,Albania,Durres,Protests,Peaceful protest,1,0,6910,Demonstrations,37,41.4352,19.6217
02/06/2021,Europe,Albania,Durres,Protests,Peaceful protest,1,0,6867,Demonstrations,37,41.4352,19.6217
03/13/2021,Europe,Albania,Durres,Protests,Peaceful protest,1,0,6867,Demonstrations,37,41.4352,19.6217
03/27/2021,Europe,Albania,Durres,Protests,Peaceful protest,1,0,13565,Demonstrations,37,41.4352,19.6217
04/17/2021,Europe,Albania,Durres,Protests,Peaceful protest,4,0,23061,Demonstrations,37,41.4352,19.6217
05/22/2021,Europe,Albania,Durres,Protests,Peaceful protest,1,0,6867,Demonstrations,37,41.4352,19.6217
12/04/2021,Europe,Albania,Durres,Protests,Peaceful protest,1,0,2351,Demonstrations,37,41.4352,19.6217
01/22/2022,Europe,Albania,Durres,Protests,Peaceful protest,1,0,6837,Demonstrations,37,41.4352,19.6217
04/30/2022,Europe,Albania,Durres,Protests,Peaceful protest,4,0,743,Demonstrations,37,41.4352,19.6217
10/01/2022,Europe,Albania,Durres,Protests,Peaceful protest,1,0,6837,Demonstrations,37,41.4352,19.6217
11/05/2022,Europe,Albania,Durres,Protests,Peaceful protest,1,0,6837,Demonstrations,37,41.4352,19.6217
11/26/2022,Europe,Albania,Durres,Protests,Peaceful protest,1,0,656,Demonstrations,37,41.4352,19.6217
02/18/2023,Europe,Albania,Durres,Protests,Peaceful protest,1,0,6813,Demonstrations,37,41.4352,19.6217
03/11/2023,Europe,Albania,Durres,Protests,Peaceful protest,1,0,2609,Demonstrations,37,41.4352,19.6217
07/29/2023,Europe,Albania,Durres,Protests,Peaceful protest,1,0,6813,Demonstrations,37,41.4352,19.6217
07/27/2024,Europe,Albania,Durres,Protests,Peaceful protest,1,0,7804,Demonstrations,37,41.4352,19.6217
08/03/2024,Europe,Albania,Durres,Protests,Peaceful protest,1,0,21,Demonstrations,37,41.4352,19.6217
08/10/2024,Europe,Albania,Durres,Protests,Peaceful protest,1,0,21,Demonstrations,37,41.4352,19.6217
12/12/2020,Europe,Albania,Durres,Protests,Protest with intervention,2,0,6910,Demonstrations,37,41.4352,19.6217
04/24/2021,Europe,Albania,Durres,Riots,Mob violence,2,0,41155,Political violence,37,41.4352,19.6217
12/15/2018,Europe,Albania,Durres,Riots,Violent demonstration,1,0,,Demonstrations,37,41.4352,19.6217
01/12/2019,Europe,Albania,Durres,Riots,Violent demonstration,1,0,,Demonstrations,37,41.4352,19.6217
12/05/2020,Europe,Albania,Durres,Riots,Violent demonstration,1,0,41262,Demonstrations,37,41.4352,19.6217
06/29/2019,Europe,Albania,Durres,Strategic developments,Looting/property destruction,1,0,,Strategic developments,37,41.4352,19.6217
11/02/2019,Europe,Albania,Durres,Violence against civilians,Attack,1,0,,Political violence,37,41.4352,19.6217
05/15/2021,Europe,Albania,Durres,Violence against civilians,Attack,1,0,40383,Political violence,37,41.4352,19.6217
04/17/2021,Europe,Albania,Elbasan,Battles,Armed clash,1,1,94289,Political violence,38,41.0618,20.1215
08/20/2022,Europe,Albania,Elbasan,Battles,Armed clash,1,0,192,Political violence,38,41.0618,20.1215
03/31/2018,Europe,Albania,Elbasan,Protests,Peaceful protest,1,0,,Demonstrations,38,41.0618,20.1215
06/02/2018,Europe,Albania,Elbasan,Protests,Peaceful protest,3,0,,Demonstrations,38,41.0618,20.1215
09/01/2018,Europe,Albania,Elbasan,Protests,Peaceful protest,2,0,,Demonstrations,38,41.0618,20.1215
09/08/2018,Europe,Albania,Elbasan,Protests,Peaceful protest,1,0,,Demonstrations,38,41.0618,20.1215
09/15/2018,Europe,Albania,Elbasan,Protests,Peaceful protest,1,0,,Demonstrations,38,41.0618,20.1215
12/01/2018,Europe,Albania,Elbasan,Protests,Peaceful protest,3,0,,Demonstrations,38,41.0618,20.1215
12/08/2018,Europe,Albania,Elbasan,Protests,Peaceful protest,3,0,,Demonstrations,38,41.0618,20.1215
01/05/2019,Europe,Albania,Elbasan,Protests,Peaceful protest,1,0,,Demonstrations,38,41.0618,20.1215
01/12/2019,Europe,Albania,Elbasan,Protests,Peaceful protest,1,0,,Demonstrations,38,41.0618,20.1215
01/19/2019,Europe,Albania,Elbasan,Protests,Peaceful protest,1,0,,Demonstrations,38,41.0618,20.1215
01/26/2019,Europe,Albania,Elbasan,Protests,Peaceful protest,1,0,,Demonstrations,38,41.0618,20.1215
03/30/2019,Europe,Albania,Elbasan,Protests,Peaceful protest,1,0,,Demonstrations,38,41.0618,20.1215
04/20/2019,Europe,Albania,Elbasan,Protests,Peaceful protest,2,0,,Demonstrations,38,41.0618,20.1215
04/27/2019,Europe,Albania,Elbasan,Protests,Peaceful protest,1,0,,Demonstrations,38,41.0618,20.1215
03/14/2020,Europe,Albania,Elbasan,Protests,Peaceful protest,1,0,28617,Demonstrations,38,41.0618,20.1215
04/11/2020,Europe,Albania,Elbasan,Protests,Peaceful protest,1,0,28617,Demonstrations,38,41.0618,20.1215
06/13/2020,Europe,Albania,Elbasan,Protests,Peaceful protest,1,0,819,Demonstrations,38,41.0618,20.1215
10/03/2020,Europe,Albania,Elbasan,Protests,Peaceful protest,2,0,7279,Demonstrations,38,41.0618,20.1215
12/12/2020,Europe,Albania,Elbasan,Protests,Peaceful protest,2,0,13252,Demonstrations,38,41.0618,20.1215
01/09/2021,Europe,Albania,Elbasan,Protests,Peaceful protest,1,0,2279,Demonstrations,38,41.0618,20.1215
04/03/2021,Europe,Albania,Elbasan,Protests,Peaceful protest,2,0,4562,Demonstrations,38,41.0618,20.1215
04/10/2021,Europe,Albania,Elbasan,Protests,Peaceful protest,1,0,11123,Demonstrations,38,41.0618,20.1215
04/17/2021,Europe,Albania,Elbasan,Protests,Peaceful protest,1,0,28440,Demonstrations,38,41.0618,20.1215
05/08/2021,Europe,Albania,Elbasan,Protests,Peaceful protest,1,0,28440,Demonstrations,38,41.0618,20.1215
09/18/2021,Europe,Albania,Elbasan,Protests,Peaceful protest,1,0,28440,Demonstrations,38,41.0618,20.1215
02/12/2022,Europe,Albania,Elbasan,Protests,Peaceful protest,1,0,28316,Demonstrations,38,41.0618,20.1215
02/26/2022,Europe,Albania,Elbasan,Protests,Peaceful protest,1,0,57,Demonstrations,38,41.0618,20.1215
03/26/2022,Europe,Albania,Elbasan,Protests,Peaceful protest,1,0,88,Demonstrations,38,41.0618,20.1215
06/11/2022,Europe,Albania,Elbasan,Protests,Peaceful protest,1,0,28316,Demonstrations,38,41.0618,20.1215
08/20/2022,Europe,Albania,Elbasan,Protests,Peaceful protest,1,0,28316,Demonstrations,38,41.0618,20.1215
10/08/2022,Europe,Albania,Elbasan,Protests,Peaceful protest,1,0,28316,Demonstrations,38,41.0618,20.1215
12/24/2022,Europe,Albania,Elbasan,Protests,Peaceful protest,2,0,39391,Demonstrations,38,41.0618,20.1215
01/28/2023,Europe,Albania,Elbasan,Protests,Peaceful protest,1,0,28218,Demonstrations,38,41.0618,20.1215
05/13/2023,Europe,Albania,Elbasan,Protests,Peaceful protest,1,0,383,Demonstrations,38,41.0618,20.1215
10/26/2024,Europe,Albania,Elbasan,Protests,Peaceful protest,1,0,2262,Demonstrations,38,41.0618,20.1215
03/13/2021,Europe,Albania,Elbasan,Riots,Mob violence,1,0,50154,Political violence,38,41.0618,20.1215
09/29/2018,Europe,Albania,Elbasan,Riots,Violent demonstration,1,0,,Demonstrations,38,41.0618,20.1215
01/12/2019,Europe,Albania,Elbasan,Riots,Violent demonstration,2,0,,Demonstrations,38,41.0618,20.1215
04/20/2019,Europe,Albania,Elbasan,Riots,Violent demonstration,1,0,,Demonstrations,38,41.0618,20.1215
04/27/2019,Europe,Albania,Elbasan,Riots,Violent demonstration,1,0,,Demonstrations,38,41.0618,20.1215
06/08/2019,Europe,Albania,Elbasan,Riots,Violent demonstration,1,0,,Demonstrations,38,41.0618,20.1215
06/22/2019,Europe,Albania,Elbasan,Riots,Violent demonstration,1,0,,Demonstrations,38,41.0618,20.1215
12/12/2020,Europe,Albania,Elbasan,Riots,Violent demonstration,1,0,50467,Demonstrations,38,41.0618,20.1215
04/09/2022,Europe,Albania,Elbasan,Violence against civilians,Attack,1,0,49936,Political violence,38,41.0618,20.1215
02/03/2018,Europe,Albania,Fier,Protests,Peaceful protest,1,0,,Demonstrations,39,40.7396,19.5686
02/17/2018,Europe,Albania,Fier,Protests,Peaceful protest,1,0,,Demonstrations,39,40.7396,19.5686
03/17/2018,Europe,Albania,Fier,Protests,Peaceful protest,1,0,,Demonstrations,39,40.7396,19.5686
03/31/2018,Europe,Albania,Fier,Protests,Peaceful protest,2,0,,Demonstrations,39,40.7396,19.5686
04/14/2018,Europe,Albania,Fier,Protests,Peaceful protest,1,0,,Demonstrations,39,40.7396,19.5686
06/09/2018,Europe,Albania,Fier,Protests,Peaceful protest,1,0,,Demonstrations,39,40.7396,19.5686
07/28/2018,Europe,Albania,Fier,Protests,Peaceful protest,1,0,,Demonstrations,39,40.7396,19.5686
09/15/2018,Europe,Albania,Fier,Protests,Peaceful protest,1,0,,Demonstrations,39,40.7396,19.5686
09/22/2018,Europe,Albania,Fier,Protests,Peaceful protest,1,0,,Demonstrations,39,40.7396,19.5686
11/03/2018,Europe,Albania,Fier,Protests,Peaceful protest,1,0,,Demonstrations,39,40.7396,19.5686
12/08/2018,Europe,Albania,Fier,Protests,Peaceful protest,2,0,,Demonstrations,39,40.7396,19.5686
01/05/2019,Europe,Albania,Fier,Protests,Peaceful protest,1,0,,Demonstrations,39,40.7396,19.5686
01/26/2019,Europe,Albania,Fier,Protests,Peaceful protest,1,0,,Demonstrations,39,40.7396,19.5686
02/02/2019,Europe,Albania,Fier,Protests,Peaceful protest,1,0,,Demonstrations,39,40.7396,19.5686
03/09/2019,Europe,Albania,Fier,Protests,Peaceful protest,1,0,,Demonstrations,39,40.7396,19.5686
03/23/2019,Europe,Albania,Fier,Protests,Peaceful protest,1,0,,Demonstrations,39,40.7396,19.5686
03/30/2019,Europe,Albania,Fier,Protests,Peaceful protest,1,0,,Demonstrations,39,40.7396,19.5686
04/20/2019,Europe,Albania,Fier,Protests,Peaceful protest,1,0,,Demonstrations,39,40.7396,19.5686
06/08/2019,Europe,Albania,Fier,Protests,Peaceful protest,1,0,,Demonstrations,39,40.7396,19.5686
07/13/2019,Europe,Albania,Fier,Protests,Peaceful protest,1,0,,Demonstrations,39,40.7396,19.5686
07/20/2019,Europe,Albania,Fier,Protests,Peaceful protest,1,0,,Demonstrations,39,40.7396,19.5686
10/19/2019,Europe,Albania,Fier,Protests,Peaceful protest,1,0,,Demonstrations,39,40.7396,19.5686
10/26/2019,Europe,Albania,Fier,Protests,Peaceful protest,1,0,,Demonstrations,39,40.7396,19.5686
12/14/2019,Europe,Albania,Fier,Protests,Peaceful protest,4,0,,Demonstrations,39,40.7396,19.5686
01/18/2020,Europe,Albania,Fier,Protests,Peaceful protest,3,0,24715,Demonstrations,39,40.7396,19.5686
01/25/2020,Europe,Albania,Fier,Protests,Peaceful protest,2,0,3945,Demonstrations,39,40.7396,19.5686
02/01/2020,Europe,Albania,Fier,Protests,Peaceful protest,5,0,3945,Demonstrations,39,40.7396,19.5686
02/08/2020,Europe,Albania,Fier,Protests,Peaceful protest,7,0,4021,Demonstrations,39,40.7396,19.5686
02/15/2020,Europe,Albania,Fier,Protests,Peaceful protest,2,0,10176,Demonstrations,39,40.7396,19.5686
02/22/2020,Europe,Albania,Fier,Protests,Peaceful protest,1,0,14987,Demonstrations,39,40.7396,19.5686
02/29/2020,Europe,Albania,Fier,Protests,Peaceful protest,1,0,3945,Demonstrations,39,40.7396,19.5686
03/07/2020,Europe,Albania,Fier,Protests,Peaceful protest,1,0,14987,Demonstrations,39,40.7396,19.5686
04/11/2020,Europe,Albania,Fier,Protests,Peaceful protest,1,0,14987,Demonstrations,39,40.7396,19.5686
04/18/2020,Europe,Albania,Fier,Protests,Peaceful protest,2,0,16209,Demonstrations,39,40.7396,19.5686
04/25/2020,Europe,Albania,Fier,Protests,Peaceful protest,1,0,14987,Demonstrations,39,40.7396,19.5686
05/02/2020,Europe,Albania,Fier,Protests,Peaceful protest,2,0,14987,Demonstrations,39,40.7396,19.5686
05/09/2020,Europe,Albania,Fier,Protests,Peaceful protest,1,0,14987,Demonstrations,39,40.7396,19.5686
06/06/2020,Europe,Albania,Fier,Protests,Peaceful protest,3,0,18932,Demonstrations,39,40.7396,19.5686
06/13/2020,Europe,Albania,Fier,Protests,Peaceful protest,1,0,14987,Demonstrations,39,40.7396,19.5686
06/20/2020,Europe,Albania,Fier,Protests,Peaceful protest,1,0,14987,Demonstrations,39,40.7396,19.5686
07/04/2020,Europe,Albania,Fier,Protests,Peaceful protest,1,0,419,Demonstrations,39,40.7396,19.5686
07/18/2020,Europe,Albania,Fier,Protests,Peaceful protest,1,0,3945,Demonstrations,39,40.7396,19.5686
07/25/2020,Europe,Albania,Fier,Protests,Peaceful protest,1,0,419,Demonstrations,39,40.7396,19.5686
08/22/2020,Europe,Albania,Fier,Protests,Peaceful protest,1,0,3945,Demonstrations,39,40.7396,19.5686
08/29/2020,Europe,Albania,Fier,Protests,Peaceful protest,1,0,3945,Demonstrations,39,40.7396,19.5686
09/05/2020,Europe,Albania,Fier,Protests,Peaceful protest,1,0,3945,Demonstrations,39,40.7396,19.5686
09/12/2020,Europe,Albania,Fier,Protests,Peaceful protest,1,0,3945,Demonstrations,39,40.7396,19.5686
09/19/2020,Europe,Albania,Fier,Protests,Peaceful protest,1,0,3945,Demonstrations,39,40.7396,19.5686
09/26/2020,Europe,Albania,Fier,Protests,Peaceful protest,1,0,3945,Demonstrations,39,40.7396,19.5686
10/10/2020,Europe,Albania,Fier,Protests,Peaceful protest,2,0,3945,Demonstrations,39,40.7396,19.5686
10/17/2020,Europe,Albania,Fier,Protests,Peaceful protest,1,0,6231,Demonstrations,39,40.7396,19.5686
10/24/2020,Europe,Albania,Fier,Protests,Peaceful protest,1,0,3945,Demonstrations,39,40.7396,19.5686
11/28/2020,Europe,Albania,Fier,Protests,Peaceful protest,1,0,14987,Demonstrations,39,40.7396,19.5686
12/12/2020,Europe,Albania,Fier,Protests,Peaceful protest,1,0,6231,Demonstrations,39,40.7396,19.5686
01/09/2021,Europe,Albania,Fier,Protests,Peaceful protest,1,0,14895,Demonstrations,39,40.7396,19.5686
04/17/2021,Europe,Albania,Fier,Protests,Peaceful protest,2,0,14895,Demonstrations,39,40.7396,19.5686
05/08/2021,Europe,Albania,Fier,Protests,Peaceful protest,1,0,14895,Demonstrations,39,40.7396,19.5686
05/22/2021,Europe,Albania,Fier,Protests,Peaceful protest,1,0,14895,Demonstrations,39,40.7396,19.5686
05/29/2021,Europe,Albania,Fier,Protests,Peaceful protest,1,0,14895,Demonstrations,39,40.7396,19.5686
06/26/2021,Europe,Albania,Fier,Protests,Peaceful protest,1,0,14895,Demonstrations,39,40.7396,19.5686
09/11/2021,Europe,Albania,Fier,Protests,Peaceful protest,1,0,14895,Demonstrations,39,40.7396,19.5686
09/25/2021,Europe,Albania,Fier,Protests,Peaceful protest,1,0,3920,Demonstrations,39,40.7396,19.5686
10/23/2021,Europe,Albania,Fier,Protests,Peaceful protest,1,0,3920,Demonstrations,39,40.7396,19.5686
11/13/2021,Europe,Albania,Fier,Protests,Peaceful protest,2,0,21088,Demonstrations,39,40.7396,19.5686
11/20/2021,Europe,Albania,Fier,Protests,Peaceful protest,2,0,3920,Demonstrations,39,40.7396,19.5686
12/25/2021,Europe,Albania,Fier,Protests,Peaceful protest,1,0,14895,Demonstrations,39,40.7396,19.5686
01/08/2022,Europe,Albania,Fier,Protests,Peaceful protest,1,0,14830,Demonstrations,39,40.7396,19.5686
05/07/2022,Europe,Albania,Fier,Protests,Peaceful protest,1,0,14830,Demonstrations,39,40.7396,19.5686
05/14/2022,Europe,Albania,Fier,Protests,Peaceful protest,1,0,14830,Demonstrations,39,40.7396,19.5686
