WEEK,REGION,COUNTRY,ADMIN1,EVENT_TYPE,SUB_EVENT_TYPE,EVENTS,FATALITIES,POPULATION_EXPOSURE,DISORDER_TYPE,ID,CENTROID_LATITUDE,CENTROID_LONGITUDE
05/25/2024,South America,Ecuador,Guayas,Battles,Armed clash,8,8,1170892,Political violence,806,-1.9496,-79.9255
06/01/2024,South America,Ecuador,Guayas,Battles,Armed clash,3,5,976881,Political violence,806,-1.9496,-79.9255
06/08/2024,South America,Ecuador,Guayas,Battles,Armed clash,4,8,1201761,Political violence,806,-1.9496,-79.9255
06/15/2024,South America,Ecuador,Guayas,Battles,Armed clash,4,4,1737547,Political violence,806,-1.9496,-79.9255
06/22/2024,South America,Ecuador,Guayas,Battles,Armed clash,7,9,1461226,Political violence,806,-1.9496,-79.9255
06/29/2024,South America,Ecuador,Guayas,Battles,Armed clash,3,3,989094,Political violence,806,-1.9496,-79.9255
07/06/2024,South America,Ecuador,Guayas,Battles,Armed clash,4,5,749683,Political violence,806,-1.9496,-79.9255
07/13/2024,South America,Ecuador,Guayas,Battles,Armed clash,5,10,897514,Political violence,806,-1.9496,-79.9255
07/20/2024,South America,Ecuador,Guayas,Battles,Armed clash,4,5,628578,Political violence,806,-1.9496,-79.9255
07/27/2024,South America,Ecuador,Guayas,Battles,Armed clash,3,8,546145,Political violence,806,-1.9496,-79.9255
08/03/2024,South America,Ecuador,Guayas,Battles,Armed clash,4,3,419800,Political violence,806,-1.9496,-79.9255
08/10/2024,South America,Ecuador,Guayas,Battles,Armed clash,7,12,924603,Political violence,806,-1.9496,-79.9255
08/17/2024,South America,Ecuador,Guayas,Battles,Armed clash,4,6,919596,Political violence,806,-1.9496,-79.9255
08/24/2024,South America,Ecuador,Guayas,Battles,Armed clash,7,7,1544368,Political violence,806,-1.9496,-79.9255
08/31/2024,South America,Ecuador,Guayas,Battles,Armed clash,6,7,1224477,Political violence,806,-1.9496,-79.9255
09/07/2024,South America,Ecuador,Guayas,Battles,Armed clash,6,7,322981,Political violence,806,-1.9496,-79.9255
09/14/2024,South America,Ecuador,Guayas,Battles,Armed clash,4,10,435323,Political violence,806,-1.9496,-79.9255
09/21/2024,South America,Ecuador,Guayas,Battles,Armed clash,2,8,97956,Political violence,806,-1.9496,-79.9255
09/28/2024,South America,Ecuador,Guayas,Battles,Armed clash,5,4,785556,Political violence,806,-1.9496,-79.9255
10/05/2024,South America,Ecuador,Guayas,Battles,Armed clash,10,24,1027414,Political violence,806,-1.9496,-79.9255
10/12/2024,South America,Ecuador,Guayas,Battles,Armed clash,5,12,281270,Political violence,806,-1.9496,-79.9255
10/19/2024,South America,Ecuador,Guayas,Battles,Armed clash,4,9,623338,Political violence,806,-1.9496,-79.9255
10/26/2024,South America,Ecuador,Guayas,Battles,Armed clash,3,5,670280,Political violence,806,-1.9496,-79.9255
11/02/2024,South America,Ecuador,Guayas,Battles,Armed clash,3,2,847884,Political violence,806,-1.9496,-79.9255
11/09/2024,South America,Ecuador,Guayas,Battles,Armed clash,6,24,1188269,Political violence,806,-1.9496,-79.9255
11/16/2024,South America,Ecuador,Guayas,Battles,Armed clash,1,1,337367,Political violence,806,-1.9496,-79.9255
11/23/2024,South America,Ecuador,Guayas,Battles,Armed clash,2,1,337367,Political violence,806,-1.9496,-79.9255
11/30/2024,South America,Ecuador,Guayas,Battles,Armed clash,8,13,1254432,Political violence,806,-1.9496,-79.9255
12/07/2024,South America,Ecuador,Guayas,Battles,Armed clash,7,13,1530876,Political violence,806,-1.9496,-79.9255
12/14/2024,South America,Ecuador,Guayas,Battles,Armed clash,3,10,411950,Political violence,806,-1.9496,-79.9255
12/21/2024,South America,Ecuador,Guayas,Battles,Armed clash,3,4,785556,Political violence,806,-1.9496,-79.9255
12/28/2024,South America,Ecuador,Guayas,Battles,Armed clash,3,8,863047,Political violence,806,-1.9496,-79.9255
01/04/2025,South America,Ecuador,Guayas,Battles,Armed clash,8,8,1322881,Political violence,806,-1.9496,-79.9255
01/11/2025,South America,Ecuador,Guayas,Battles,Armed clash,8,7,1087050,Political violence,806,-1.9496,-79.9255
01/18/2025,South America,Ecuador,Guayas,Battles,Armed clash,2,4,435323,Political violence,806,-1.9496,-79.9255
01/25/2025,South America,Ecuador,Guayas,Battles,Armed clash,5,4,943981,Political violence,806,-1.9496,-79.9255
02/01/2025,South America,Ecuador,Guayas,Battles,Armed clash,4,4,847884,Political violence,806,-1.9496,-79.9255
02/08/2025,South America,Ecuador,Guayas,Battles,Armed clash,7,7,867989,Political violence,806,-1.9496,-79.9255
02/15/2025,South America,Ecuador,Guayas,Battles,Armed clash,8,9,999937,Political violence,806,-1.9496,-79.9255
02/22/2025,South America,Ecuador,Guayas,Battles,Armed clash,12,18,1181819,Political violence,806,-1.9496,-79.9255
03/01/2025,South America,Ecuador,Guayas,Battles,Armed clash,13,45,556730,Political violence,806,-1.9496,-79.9255
03/08/2025,South America,Ecuador,Guayas,Battles,Armed clash,5,3,465169,Political violence,806,-1.9496,-79.9255
03/15/2025,South America,Ecuador,Guayas,Battles,Armed clash,7,6,976881,Political violence,806,-1.9496,-79.9255
03/22/2025,South America,Ecuador,Guayas,Battles,Armed clash,3,2,825598,Political violence,806,-1.9496,-79.9255
03/29/2025,South America,Ecuador,Guayas,Battles,Armed clash,3,3,546145,Political violence,806,-1.9496,-79.9255
04/05/2025,South America,Ecuador,Guayas,Battles,Armed clash,5,8,435323,Political violence,806,-1.9496,-79.9255
04/12/2025,South America,Ecuador,Guayas,Battles,Armed clash,6,11,922486,Political violence,806,-1.9496,-79.9255
04/19/2025,South America,Ecuador,Guayas,Battles,Armed clash,2,3,419800,Political violence,806,-1.9496,-79.9255
04/26/2025,South America,Ecuador,Guayas,Battles,Armed clash,6,7,961337,Political violence,806,-1.9496,-79.9255
05/03/2025,South America,Ecuador,Guayas,Battles,Armed clash,4,8,451929,Political violence,806,-1.9496,-79.9255
05/10/2025,South America,Ecuador,Guayas,Battles,Armed clash,7,18,1114590,Political violence,806,-1.9496,-79.9255
05/17/2025,South America,Ecuador,Guayas,Battles,Armed clash,5,5,738784,Political violence,806,-1.9496,-79.9255
05/24/2025,South America,Ecuador,Guayas,Battles,Armed clash,8,13,707843,Political violence,806,-1.9496,-79.9255
05/31/2025,South America,Ecuador,Guayas,Battles,Armed clash,3,4,369813,Political violence,806,-1.9496,-79.9255
06/07/2025,South America,Ecuador,Guayas,Battles,Armed clash,5,12,650833,Political violence,806,-1.9496,-79.9255
06/14/2025,South America,Ecuador,Guayas,Battles,Armed clash,1,1,337367,Political violence,806,-1.9496,-79.9255
06/21/2025,South America,Ecuador,Guayas,Battles,Armed clash,6,7,785556,Political violence,806,-1.9496,-79.9255
06/28/2025,South America,Ecuador,Guayas,Battles,Armed clash,4,8,895999,Political violence,806,-1.9496,-79.9255
07/05/2025,South America,Ecuador,Guayas,Battles,Armed clash,6,4,1224105,Political violence,806,-1.9496,-79.9255
07/12/2025,South America,Ecuador,Guayas,Battles,Armed clash,2,5,339406,Political violence,806,-1.9496,-79.9255
07/19/2025,South America,Ecuador,Guayas,Battles,Armed clash,5,6,952209,Political violence,806,-1.9496,-79.9255
07/26/2025,South America,Ecuador,Guayas,Battles,Armed clash,2,4,651727,Political violence,806,-1.9496,-79.9255
08/02/2025,South America,Ecuador,Guayas,Battles,Armed clash,1,1,77825,Political violence,806,-1.9496,-79.9255
08/09/2025,South America,Ecuador,Guayas,Battles,Armed clash,7,10,1030192,Political violence,806,-1.9496,-79.9255
08/16/2025,South America,Ecuador,Guayas,Battles,Armed clash,3,4,786328,Political violence,806,-1.9496,-79.9255
08/23/2025,South America,Ecuador,Guayas,Battles,Armed clash,2,4,82433,Political violence,806,-1.9496,-79.9255
08/30/2025,South America,Ecuador,Guayas,Battles,Armed clash,5,5,950011,Political violence,806,-1.9496,-79.9255
09/06/2025,South America,Ecuador,Guayas,Battles,Armed clash,5,5,623338,Political violence,806,-1.9496,-79.9255
09/13/2025,South America,Ecuador,Guayas,Battles,Armed clash,5,6,669851,Political violence,806,-1.9496,-79.9255
09/20/2025,South America,Ecuador,Guayas,Battles,Armed clash,2,2,507470,Political violence,806,-1.9496,-79.9255
09/27/2025,South America,Ecuador,Guayas,Battles,Armed clash,3,9,333935,Political violence,806,-1.9496,-79.9255
10/04/2025,South America,Ecuador,Guayas,Battles,Armed clash,6,13,836840,Political violence,806,-1.9496,-79.9255
10/11/2025,South America,Ecuador,Guayas,Battles,Armed clash,4,5,528866,Political violence,806,-1.9496,-79.9255
10/18/2025,South America,Ecuador,Guayas,Battles,Armed clash,1,0,337367,Political violence,806,-1.9496,-79.9255
09/09/2023,South America,Ecuador,Guayas,Explosions/Remote violence,Air/drone strike,1,0,82433,Political violence,806,-1.9496,-79.9255
08/31/2024,South America,Ecuador,Guayas,Explosions/Remote violence,Air/drone strike,1,0,82433,Political violence,806,-1.9496,-79.9255
01/14/2023,South America,Ecuador,Guayas,Explosions/Remote violence,Grenade,1,0,337367,Political violence,806,-1.9496,-79.9255
01/28/2023,South America,Ecuador,Guayas,Explosions/Remote violence,Grenade,1,0,337367,Political violence,806,-1.9496,-79.9255
03/25/2023,South America,Ecuador,Guayas,Explosions/Remote violence,Grenade,2,0,337367,Political violence,806,-1.9496,-79.9255
04/01/2023,South America,Ecuador,Guayas,Explosions/Remote violence,Grenade,2,0,419800,Political violence,806,-1.9496,-79.9255
04/15/2023,South America,Ecuador,Guayas,Explosions/Remote violence,Grenade,1,0,337367,Political violence,806,-1.9496,-79.9255
04/22/2023,South America,Ecuador,Guayas,Explosions/Remote violence,Grenade,1,0,337367,Political violence,806,-1.9496,-79.9255
05/06/2023,South America,Ecuador,Guayas,Explosions/Remote violence,Grenade,1,0,448189,Political violence,806,-1.9496,-79.9255
05/27/2023,South America,Ecuador,Guayas,Explosions/Remote violence,Grenade,1,0,97956,Political violence,806,-1.9496,-79.9255
06/10/2023,South America,Ecuador,Guayas,Explosions/Remote violence,Grenade,2,0,785556,Political violence,806,-1.9496,-79.9255
06/24/2023,South America,Ecuador,Guayas,Explosions/Remote violence,Grenade,1,0,95925,Political violence,806,-1.9496,-79.9255
07/22/2023,South America,Ecuador,Guayas,Explosions/Remote violence,Grenade,3,0,743289,Political violence,806,-1.9496,-79.9255
08/12/2023,South America,Ecuador,Guayas,Explosions/Remote violence,Grenade,1,0,448189,Political violence,806,-1.9496,-79.9255
09/09/2023,South America,Ecuador,Guayas,Explosions/Remote violence,Grenade,1,0,82433,Political violence,806,-1.9496,-79.9255
09/16/2023,South America,Ecuador,Guayas,Explosions/Remote violence,Grenade,1,0,337367,Political violence,806,-1.9496,-79.9255
09/23/2023,South America,Ecuador,Guayas,Explosions/Remote violence,Grenade,1,0,337367,Political violence,806,-1.9496,-79.9255
09/30/2023,South America,Ecuador,Guayas,Explosions/Remote violence,Grenade,1,0,448189,Political violence,806,-1.9496,-79.9255
11/25/2023,South America,Ecuador,Guayas,Explosions/Remote violence,Grenade,2,0,337367,Political violence,806,-1.9496,-79.9255
01/06/2024,South America,Ecuador,Guayas,Explosions/Remote violence,Grenade,3,0,1350487,Political violence,806,-1.9496,-79.9255
01/13/2024,South America,Ecuador,Guayas,Explosions/Remote violence,Grenade,1,0,564931,Political violence,806,-1.9496,-79.9255
01/27/2024,South America,Ecuador,Guayas,Explosions/Remote violence,Grenade,1,0,337367,Political violence,806,-1.9496,-79.9255
02/10/2024,South America,Ecuador,Guayas,Explosions/Remote violence,Grenade,1,0,83842,Political violence,806,-1.9496,-79.9255
03/09/2024,South America,Ecuador,Guayas,Explosions/Remote violence,Grenade,1,0,337367,Political violence,806,-1.9496,-79.9255
03/16/2024,South America,Ecuador,Guayas,Explosions/Remote violence,Grenade,1,0,337367,Political violence,806,-1.9496,-79.9255
07/20/2024,South America,Ecuador,Guayas,Explosions/Remote violence,Grenade,1,0,564931,Political violence,806,-1.9496,-79.9255
11/30/2024,South America,Ecuador,Guayas,Explosions/Remote violence,Grenade,1,0,82433,Political violence,806,-1.9496,-79.9255
02/08/2025,South America,Ecuador,Guayas,Explosions/Remote violence,Grenade,1,0,77825,Political violence,806,-1.9496,-79.9255
03/15/2025,South America,Ecuador,Guayas,Explosions/Remote violence,Grenade,1,2,337367,Political violence,806,-1.9496,-79.9255
03/22/2025,South America,Ecuador,Guayas,Explosions/Remote violence,Grenade,1,0,40042,Political violence,806,-1.9496,-79.9255
04/05/2025,South America,Ecuador,Guayas,Explosions/Remote violence,Grenade,1,0,82433,Political violence,806,-1.9496,-79.9255
04/26/2025,South America,Ecuador,Guayas,Explosions/Remote violence,Grenade,1,0,337367,Political violence,806,-1.9496,-79.9255
05/03/2025,South America,Ecuador,Guayas,Explosions/Remote violence,Grenade,1,0,448189,Political violence,806,-1.9496,-79.9255
05/10/2025,South America,Ecuador,Guayas,Explosions/Remote violence,Grenade,2,0,337367,Political violence,806,-1.9496,-79.9255
05/17/2025,South America,Ecuador,Guayas,Explosions/Remote violence,Grenade,1,0,27189,Political violence,806,-1.9496,-79.9255
05/24/2025,South America,Ecuador,Guayas,Explosions/Remote violence,Grenade,2,0,172539,Political violence,806,-1.9496,-79.9255
06/07/2025,South America,Ecuador,Guayas,Explosions/Remote violence,Grenade,1,0,23250,Political violence,806,-1.9496,-79.9255
08/02/2025,South America,Ecuador,Guayas,Explosions/Remote violence,Grenade,1,0,97956,Political violence,806,-1.9496,-79.9255
08/16/2025,South America,Ecuador,Guayas,Explosions/Remote violence,Grenade,1,0,203538,Political violence,806,-1.9496,-79.9255
08/30/2025,South America,Ecuador,Guayas,Explosions/Remote violence,Grenade,1,0,77825,Political violence,806,-1.9496,-79.9255
10/11/2025,South America,Ecuador,Guayas,Explosions/Remote violence,Grenade,1,0,82433,Political violence,806,-1.9496,-79.9255
05/04/2019,South America,Ecuador,Guayas,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,,Political violence,806,-1.9496,-79.9255
05/25/2019,South America,Ecuador,Guayas,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,,Political violence,806,-1.9496,-79.9255
08/17/2019,South America,Ecuador,Guayas,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,,Political violence,806,-1.9496,-79.9255
10/29/2022,South America,Ecuador,Guayas,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,96936,Political violence,806,-1.9496,-79.9255
01/07/2023,South America,Ecuador,Guayas,Explosions/Remote violence,Remote explosive/landmine/IED,2,0,276446,Political violence,806,-1.9496,-79.9255
03/04/2023,South America,Ecuador,Guayas,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,337367,Political violence,806,-1.9496,-79.9255
03/18/2023,South America,Ecuador,Guayas,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,337367,Political violence,806,-1.9496,-79.9255
03/25/2023,South America,Ecuador,Guayas,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,564931,Political violence,806,-1.9496,-79.9255
04/08/2023,South America,Ecuador,Guayas,Explosions/Remote violence,Remote explosive/landmine/IED,4,0,943952,Political violence,806,-1.9496,-79.9255
04/15/2023,South America,Ecuador,Guayas,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,95925,Political violence,806,-1.9496,-79.9255
04/22/2023,South America,Ecuador,Guayas,Explosions/Remote violence,Remote explosive/landmine/IED,2,0,785556,Political violence,806,-1.9496,-79.9255
04/29/2023,South America,Ecuador,Guayas,Explosions/Remote violence,Remote explosive/landmine/IED,2,0,95925,Political violence,806,-1.9496,-79.9255
06/10/2023,South America,Ecuador,Guayas,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,95925,Political violence,806,-1.9496,-79.9255
06/17/2023,South America,Ecuador,Guayas,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,30755,Political violence,806,-1.9496,-79.9255
08/26/2023,South America,Ecuador,Guayas,Explosions/Remote violence,Remote explosive/landmine/IED,2,0,902298,Political violence,806,-1.9496,-79.9255
09/02/2023,South America,Ecuador,Guayas,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,448189,Political violence,806,-1.9496,-79.9255
09/09/2023,South America,Ecuador,Guayas,Explosions/Remote violence,Remote explosive/landmine/IED,3,0,482128,Political violence,806,-1.9496,-79.9255
09/16/2023,South America,Ecuador,Guayas,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,337367,Political violence,806,-1.9496,-79.9255
09/23/2023,South America,Ecuador,Guayas,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,337367,Political violence,806,-1.9496,-79.9255
09/30/2023,South America,Ecuador,Guayas,Explosions/Remote violence,Remote explosive/landmine/IED,2,0,785556,Political violence,806,-1.9496,-79.9255
10/14/2023,South America,Ecuador,Guayas,Explosions/Remote violence,Remote explosive/landmine/IED,3,0,785556,Political violence,806,-1.9496,-79.9255
11/04/2023,South America,Ecuador,Guayas,Explosions/Remote violence,Remote explosive/landmine/IED,4,0,943952,Political violence,806,-1.9496,-79.9255
11/11/2023,South America,Ecuador,Guayas,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,38974,Political violence,806,-1.9496,-79.9255
11/18/2023,South America,Ecuador,Guayas,Explosions/Remote violence,Remote explosive/landmine/IED,2,0,121407,Political violence,806,-1.9496,-79.9255
11/25/2023,South America,Ecuador,Guayas,Explosions/Remote violence,Remote explosive/landmine/IED,9,0,986140,Political violence,806,-1.9496,-79.9255
12/02/2023,South America,Ecuador,Guayas,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,82433,Political violence,806,-1.9496,-79.9255
12/09/2023,South America,Ecuador,Guayas,Explosions/Remote violence,Remote explosive/landmine/IED,2,0,419800,Political violence,806,-1.9496,-79.9255
12/23/2023,South America,Ecuador,Guayas,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,337367,Political violence,806,-1.9496,-79.9255
01/13/2024,South America,Ecuador,Guayas,Explosions/Remote violence,Remote explosive/landmine/IED,2,0,540905,Political violence,806,-1.9496,-79.9255
02/17/2024,South America,Ecuador,Guayas,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,564931,Political violence,806,-1.9496,-79.9255
05/04/2024,South America,Ecuador,Guayas,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,337367,Political violence,806,-1.9496,-79.9255
05/11/2024,South America,Ecuador,Guayas,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,203538,Political violence,806,-1.9496,-79.9255
05/18/2024,South America,Ecuador,Guayas,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,72908,Political violence,806,-1.9496,-79.9255
05/25/2024,South America,Ecuador,Guayas,Explosions/Remote violence,Remote explosive/landmine/IED,4,0,1016287,Political violence,806,-1.9496,-79.9255
06/08/2024,South America,Ecuador,Guayas,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,97956,Political violence,806,-1.9496,-79.9255
09/07/2024,South America,Ecuador,Guayas,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,337367,Political violence,806,-1.9496,-79.9255
09/14/2024,South America,Ecuador,Guayas,Explosions/Remote violence,Remote explosive/landmine/IED,2,0,301494,Political violence,806,-1.9496,-79.9255
09/28/2024,South America,Ecuador,Guayas,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,337367,Political violence,806,-1.9496,-79.9255
10/05/2024,South America,Ecuador,Guayas,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,337367,Political violence,806,-1.9496,-79.9255
11/09/2024,South America,Ecuador,Guayas,Explosions/Remote violence,Remote explosive/landmine/IED,3,0,540905,Political violence,806,-1.9496,-79.9255
11/23/2024,South America,Ecuador,Guayas,Explosions/Remote violence,Remote explosive/landmine/IED,2,0,38974,Political violence,806,-1.9496,-79.9255
11/30/2024,South America,Ecuador,Guayas,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,38974,Political violence,806,-1.9496,-79.9255
01/11/2025,South America,Ecuador,Guayas,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,203538,Political violence,806,-1.9496,-79.9255
01/18/2025,South America,Ecuador,Guayas,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,203538,Political violence,806,-1.9496,-79.9255
03/08/2025,South America,Ecuador,Guayas,Explosions/Remote violence,Remote explosive/landmine/IED,2,1,166275,Political violence,806,-1.9496,-79.9255
03/15/2025,South America,Ecuador,Guayas,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,38974,Political violence,806,-1.9496,-79.9255
03/22/2025,South America,Ecuador,Guayas,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,97956,Political violence,806,-1.9496,-79.9255
04/05/2025,South America,Ecuador,Guayas,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,4846,Political violence,806,-1.9496,-79.9255
04/19/2025,South America,Ecuador,Guayas,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,38974,Political violence,806,-1.9496,-79.9255
05/03/2025,South America,Ecuador,Guayas,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,27189,Political violence,806,-1.9496,-79.9255
05/10/2025,South America,Ecuador,Guayas,Explosions/Remote violence,Remote explosive/landmine/IED,2,0,337367,Political violence,806,-1.9496,-79.9255
05/17/2025,South America,Ecuador,Guayas,Explosions/Remote violence,Remote explosive/landmine/IED,2,0,785556,Political violence,806,-1.9496,-79.9255
05/24/2025,South America,Ecuador,Guayas,Explosions/Remote violence,Remote explosive/landmine/IED,3,0,76024,Political violence,806,-1.9496,-79.9255
05/31/2025,South America,Ecuador,Guayas,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,27189,Political violence,806,-1.9496,-79.9255
06/14/2025,South America,Ecuador,Guayas,Explosions/Remote violence,Remote explosive/landmine/IED,2,0,540905,Political violence,806,-1.9496,-79.9255
06/21/2025,South America,Ecuador,Guayas,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,448189,Political violence,806,-1.9496,-79.9255
07/12/2025,South America,Ecuador,Guayas,Explosions/Remote violence,Remote explosive/landmine/IED,2,0,530622,Political violence,806,-1.9496,-79.9255
08/23/2025,South America,Ecuador,Guayas,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,77825,Political violence,806,-1.9496,-79.9255
09/06/2025,South America,Ecuador,Guayas,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,337367,Political violence,806,-1.9496,-79.9255
09/13/2025,South America,Ecuador,Guayas,Explosions/Remote violence,Remote explosive/landmine/IED,3,0,568094,Political violence,806,-1.9496,-79.9255
09/20/2025,South America,Ecuador,Guayas,Explosions/Remote violence,Remote explosive/landmine/IED,2,0,419800,Political violence,806,-1.9496,-79.9255
10/11/2025,South America,Ecuador,Guayas,Explosions/Remote violence,Remote explosive/landmine/IED,2,1,339795,Political violence,806,-1.9496,-79.9255
12/09/2023,South America,Ecuador,Guayas,Protests,Excessive force against protesters,1,0,30209,Political violence; Demonstrations,806,-1.9496,-79.9255
01/06/2018,South America,Ecuador,Guayas,Protests,Peaceful protest,1,0,,Demonstrations,806,-1.9496,-79.9255
01/20/2018,South America,Ecuador,Guayas,Protests,Peaceful protest,2,0,,Demonstrations,806,-1.9496,-79.9255
03/03/2018,South America,Ecuador,Guayas,Protests,Peaceful protest,1,0,,Demonstrations,806,-1.9496,-79.9255
03/17/2018,South America,Ecuador,Guayas,Protests,Peaceful protest,2,0,,Demonstrations,806,-1.9496,-79.9255
04/14/2018,South America,Ecuador,Guayas,Protests,Peaceful protest,1,0,,Demonstrations,806,-1.9496,-79.9255
04/28/2018,South America,Ecuador,Guayas,Protests,Peaceful protest,1,0,,Demonstrations,806,-1.9496,-79.9255
05/05/2018,South America,Ecuador,Guayas,Protests,Peaceful protest,1,0,,Demonstrations,806,-1.9496,-79.9255
08/11/2018,South America,Ecuador,Guayas,Protests,Peaceful protest,1,0,,Demonstrations,806,-1.9496,-79.9255
09/15/2018,South America,Ecuador,Guayas,Protests,Peaceful protest,1,0,,Demonstrations,806,-1.9496,-79.9255
10/20/2018,South America,Ecuador,Guayas,Protests,Peaceful protest,2,0,,Demonstrations,806,-1.9496,-79.9255
11/03/2018,South America,Ecuador,Guayas,Protests,Peaceful protest,1,0,,Demonstrations,806,-1.9496,-79.9255
11/10/2018,South America,Ecuador,Guayas,Protests,Peaceful protest,3,0,,Demonstrations,806,-1.9496,-79.9255
12/22/2018,South America,Ecuador,Guayas,Protests,Peaceful protest,1,0,,Demonstrations,806,-1.9496,-79.9255
01/05/2019,South America,Ecuador,Guayas,Protests,Peaceful protest,1,0,,Demonstrations,806,-1.9496,-79.9255
01/12/2019,South America,Ecuador,Guayas,Protests,Peaceful protest,1,0,,Demonstrations,806,-1.9496,-79.9255
01/19/2019,South America,Ecuador,Guayas,Protests,Peaceful protest,2,0,,Demonstrations,806,-1.9496,-79.9255
01/26/2019,South America,Ecuador,Guayas,Protests,Peaceful protest,1,0,,Demonstrations,806,-1.9496,-79.9255
02/09/2019,South America,Ecuador,Guayas,Protests,Peaceful protest,2,0,,Demonstrations,806,-1.9496,-79.9255
03/02/2019,South America,Ecuador,Guayas,Protests,Peaceful protest,2,0,,Demonstrations,806,-1.9496,-79.9255
03/09/2019,South America,Ecuador,Guayas,Protests,Peaceful protest,1,0,,Demonstrations,806,-1.9496,-79.9255
03/16/2019,South America,Ecuador,Guayas,Protests,Peaceful protest,1,0,,Demonstrations,806,-1.9496,-79.9255
03/23/2019,South America,Ecuador,Guayas,Protests,Peaceful protest,2,0,,Demonstrations,806,-1.9496,-79.9255
04/06/2019,South America,Ecuador,Guayas,Protests,Peaceful protest,1,0,,Demonstrations,806,-1.9496,-79.9255
05/11/2019,South America,Ecuador,Guayas,Protests,Peaceful protest,1,0,,Demonstrations,806,-1.9496,-79.9255
06/01/2019,South America,Ecuador,Guayas,Protests,Peaceful protest,1,0,,Demonstrations,806,-1.9496,-79.9255
06/15/2019,South America,Ecuador,Guayas,Protests,Peaceful protest,1,0,,Demonstrations,806,-1.9496,-79.9255
06/22/2019,South America,Ecuador,Guayas,Protests,Peaceful protest,1,0,,Demonstrations,806,-1.9496,-79.9255
07/13/2019,South America,Ecuador,Guayas,Protests,Peaceful protest,2,0,,Demonstrations,806,-1.9496,-79.9255
07/20/2019,South America,Ecuador,Guayas,Protests,Peaceful protest,1,0,,Demonstrations,806,-1.9496,-79.9255
07/27/2019,South America,Ecuador,Guayas,Protests,Peaceful protest,1,0,,Demonstrations,806,-1.9496,-79.9255
08/03/2019,South America,Ecuador,Guayas,Protests,Peaceful protest,1,0,,Demonstrations,806,-1.9496,-79.9255
08/17/2019,South America,Ecuador,Guayas,Protests,Peaceful protest,1,0,,Demonstrations,806,-1.9496,-79.9255
08/24/2019,South America,Ecuador,Guayas,Protests,Peaceful protest,2,0,,Demonstrations,806,-1.9496,-79.9255
09/14/2019,South America,Ecuador,Guayas,Protests,Peaceful protest,1,0,,Demonstrations,806,-1.9496,-79.9255
09/21/2019,South America,Ecuador,Guayas,Protests,Peaceful protest,1,0,,Demonstrations,806,-1.9496,-79.9255
09/28/2019,South America,Ecuador,Guayas,Protests,Peaceful protest,1,0,,Demonstrations,806,-1.9496,-79.9255
10/12/2019,South America,Ecuador,Guayas,Protests,Peaceful protest,1,0,,Demonstrations,806,-1.9496,-79.9255
11/23/2019,South America,Ecuador,Guayas,Protests,Peaceful protest,1,0,,Demonstrations,806,-1.9496,-79.9255
01/04/2020,South America,Ecuador,Guayas,Protests,Peaceful protest,1,0,31557,Demonstrations,806,-1.9496,-79.9255
01/25/2020,South America,Ecuador,Guayas,Protests,Peaceful protest,1,0,12283,Demonstrations,806,-1.9496,-79.9255
02/01/2020,South America,Ecuador,Guayas,Protests,Peaceful protest,1,0,34185,Demonstrations,806,-1.9496,-79.9255
02/15/2020,South America,Ecuador,Guayas,Protests,Peaceful protest,2,0,72879,Demonstrations,806,-1.9496,-79.9255
